"point_id","plot","easting_m","northing_m","pi_mpb_killed","pi_mpb_killed_pc","NDMI_2003","NDMI_2005","NDMI_2006","NDMI_2007","NDMI_2008","NDMI_2009","NDMI_2010","NDMI_2011","NDMI_2012","NDMI_2013","NDMI_2014"
91,23,523324.162,5448209.514,15.6960379933792,83.0254167088095,0.499714642763138,0.435702204704285,0.449464738368988,0.409805059432983,0.333622574806213,0.439960658550262,0.433039933443069,0.367804288864136,0.447675108909607,0.488273620605469,0.435668349266052
92,23,523293.734,5448209.183,15.6960379933792,83.0254167088095,0.376601696014404,0.328642338514328,0.301108837127686,0.290259838104248,0.202339380979538,0.288915306329727,0.334044933319092,0.293308943510056,0.337194979190826,0.353563249111176,0.344860553741455
93,24,523325.418,5448167.247,12.4474495204142,86.4397252412076,0.446386426687241,0.412559151649475,0.437027901411057,0.417201668024063,0.360632359981537,0.414380013942719,0.436203479766846,0.396604895591736,0.422939866781235,0.454433470964432,0.441545963287354
94,24,523293.668,5448168.57,12.4474495204142,86.4397252412076,0.398626506328583,0.374767601490021,0.348887771368027,0.352259457111359,0.32665354013443,0.342516034841537,0.385645478963852,0.348643690347672,0.385787785053253,0.416984260082245,0.403642684221268
95,24,523325.749,5448144.426,12.4474495204142,86.4397252412076,0.40416431427002,0.368678122758865,0.368436247110367,0.341336339712143,0.327416270971298,0.366182446479797,0.400263220071793,0.359944134950638,0.37261763215065,0.372525006532669,0.384608954191208
96,24,523295.322,5448144.096,12.4474495204142,86.4397252412076,0.363986670970917,0.316854238510132,0.349632620811462,0.335290938615799,0.290031522512436,0.323025286197662,0.360357195138931,0.347939491271973,0.372814685106277,0.384317666292191,0.40433406829834
97,25,523384.156,5448168.834,10.4631284723991,87.0560121075243,0.389798551797867,0.385927319526672,0.363151133060455,0.343835890293121,0.272441953420639,0.368927389383316,0.391258090734482,0.3587626516819,0.366388916969299,0.36231940984726,0.374588370323181
98,25,523352.406,5448170.157,10.4631284723991,87.0560121075243,0.38192954659462,0.380743682384491,0.375031739473343,0.364804774522781,0.306585848331451,0.366493910551071,0.379395097494125,0.337807506322861,0.404828250408173,0.402924865484238,0.386568605899811
99,25,523384.487,5448146.014,10.4631284723991,87.0560121075243,0.335694342851639,0.325389593839645,0.323386430740356,0.29791796207428,0.237811580300331,0.314016222953796,0.333129405975342,0.315502882003784,0.305158048868179,0.326661378145218,0.332509934902191
100,25,523354.059,5448145.683,10.4631284723991,87.0560121075243,0.327202439308167,0.385927319526672,0.341842114925385,0.348018735647202,0.307585328817368,0.319363921880722,0.344439297914505,0.26914581656456,0.350192576646805,0.340263813734055,0.340566337108612
101,26,523447.656,5448225.984,47.3668213100947,75.4096132578456,0.416164308786392,0.397583425045013,0.356317490339279,0.373642772436142,0.349656701087952,0.390395313501358,0.397880703210831,0.363490104675293,0.411739587783813,0.406512379646301,0.41393193602562
102,26,523415.906,5448227.307,47.3668213100947,75.4096132578456,0.440811097621918,0.430025398731232,0.392176359891891,0.414176672697067,0.402566343545914,0.420977801084518,0.441439241170883,0.398752927780151,0.434018850326538,0.429607003927231,0.432376831769943
103,26,523447.987,5448203.164,47.3668213100947,75.4096132578456,0.445987910032272,0.39701372385025,0.435839712619781,0.39152130484581,0.391271412372589,0.419347703456879,0.432933837175369,0.38917863368988,0.419294506311417,0.440950959920883,0.433896660804749
104,26,523417.56,5448202.833,47.3668213100947,75.4096132578456,0.497921288013458,0.423784196376801,0.431742489337921,0.42126339673996,0.437121003866196,0.436646372079849,0.461420506238937,0.418990403413773,0.436843127012253,0.473885238170624,0.467330694198608
105,27,523501.631,5448316.472,44.8282201597734,77.9482144081669,0.472469568252563,0.483138859272003,0.468481808900833,0.474835127592087,0.421903699636459,0.497296392917633,0.511070668697357,0.457765221595764,0.488256931304932,0.50836968421936,0.484896034002304
106,27,523469.881,5448317.795,44.8282201597734,77.9482144081669,0.463290125131607,0.432420074939728,0.466014176607132,0.470225185155869,0.397750377655029,0.475980937480927,0.483422875404358,0.457242965698242,0.494994461536407,0.473139882087708,0.455281674861908
107,27,523501.962,5448293.652,44.8282201597734,77.9482144081669,0.466485649347305,0.422485619783401,0.476884216070175,0.435741662979126,0.417525678873062,0.445719718933105,0.460419267416,0.435016870498657,0.462416738271713,0.478044837713242,0.448966413736343
108,27,523471.535,5448293.321,44.8282201597734,77.9482144081669,0.444892764091492,0.394195348024368,0.475186288356781,0.401001542806625,0.378426402807236,0.43962374329567,0.446553111076355,0.423958450555801,0.456565588712692,0.445861041545868,0.446135252714157
109,28,523500.044,5448375.21,1.17537001725943,95.2830379933792,0.483640283346176,0.482132196426392,0.495606154203415,0.493829548358917,0.442336469888687,0.492850542068481,0.506811201572418,0.448925584554672,0.506745219230652,0.521997928619385,0.503497660160065
110,28,523468.294,5448376.533,1.17537001725943,95.2830379933792,0.48641848564148,0.445566564798355,0.478202342987061,0.463288933038712,0.409513622522354,0.502987742424011,0.48298254609108,0.474498510360718,0.504262864589691,0.511157393455505,0.473217159509659
111,28,523500.374,5448352.389,1.17537001725943,95.2830379933792,0.491816520690918,0.463285773992538,0.504291772842407,0.459570795297623,0.424642503261566,0.481520920991898,0.466508120298386,0.488406717777252,0.490090012550354,0.503610908985138,0.493357449769974
112,28,523469.947,5448352.059,1.17537001725943,95.2830379933792,0.471895426511765,0.477304905653,0.497257679700851,0.485536068677902,0.442394226789474,0.476654201745987,0.519312560558319,0.4847052693367,0.508260846138,0.499920874834061,0.477228611707687
