"MSI","NBR","NDMI","NDVI","RGI","TCW","ndmi_norm","ndmi_parent","pi_mpb_killed","pi_mpb_killed_pc","plot","point_id","year","epoch","epoch_start","sensor","n_scenes"
-0.552659928798676,0.72987687587738,0.552659928798676,0.225778207182884,1.0142514283287,0.03895869325,-0.0737000033259392,-0.0730312019586563,1.3616191353309,92.5614495204142,12,12,2006,1,"2006-05-01","LT05",2
-0.475657761096954,0.70931613445282,0.475657761096954,0.334749281406403,1.05792080922853,0.01148592375,-0.0824000015854836,-0.117417998611927,11.578429154288,86.7801906400317,13,13,2006,1,"2006-05-01","LT05",2
-0.532338082790375,0.716010749340057,0.532338082790375,0.320890605449677,1.00603450640481,0.02244096675,-0.0819000005722046,-0.118724003434181,12.2775414763885,86.7627074102368,14,14,2006,1,"2006-05-01","LT05",2
-0.736019909381866,0.845863521099091,0.736019909381866,0.207719832658768,1.12965299090584,0.0787928145,0.0333999991416931,0.0332639999687672,0.622957484084543,97.850410957203,15,15,2006,1,"2006-05-01","LT05",2
-0.739109694957733,0.79915452003479,0.739109694957733,0.134390950202942,1.06751769296911,0.10300064925,-0.0780000016093254,-0.140134006738663,34.6738155584882,81.2893700172594,17,17,2006,1,"2006-05-01","LT05",2
-0.535966455936432,0.72580748796463,0.535966455936432,0.298044562339783,1.01479256080114,0.0238986675,-0.115800000727177,-0.15599699318409,42.2896190094521,80.3480178591308,19,19,2006,1,"2006-05-01","LT05",2
-0.624007344245911,0.779453456401825,0.624007344245911,0.13837830722332,0.955918324861649,0.06202892725,-0.114600002765656,-0.139293998479843,32.1352144081669,81.4756191353309,20,20,2006,1,"2006-05-01","LT05",2
-0.536164343357086,0.758122444152832,0.536164343357086,0.2680903673172,0.925503043935356,0.031121911,-0.0790999978780746,-0.133031994104385,27.0580121075243,82.4046190094521,21,21,2006,1,"2006-05-01","LT05",2
-0.529264748096466,0.681539058685303,0.529264748096466,0.247629061341286,1.05702462426957,0.029350317,-0.0808999985456467,-0.128451004624367,15.6960379933792,83.0254167088095,23,23,2006,1,"2006-05-01","LT05",2
-0.492540031671524,0.720795929431915,0.492540031671524,0.162586078047752,0.996785802165354,0.04839224925,-0.0795999988913536,-0.120993003249168,12.4474495204142,86.4397252412076,24,24,2006,1,"2006-05-01","LT05",2
-0.299372225999832,0.607996582984924,0.299372225999832,0.575557351112366,0.993175120210951,-0.03777302775,-0.107600003480911,-0.166336998343468,47.3668213100947,75.4096132578456,26,26,2006,1,"2006-05-01","LT05",2
-0.562493443489075,0.753780722618103,0.562493443489075,0.255826950073242,0.937181700014916,0.0394278735,-0.0531000010669231,-0.0529821999371052,1.17537001725943,95.2830379933792,28,28,2006,1,"2006-05-01","LT05",2
-0.32980552315712,0.531896770000458,0.32980552315712,0.50927996635437,0.991562568485646,-0.0272361085,-0.100100003182888,-0.126315996050835,15.0241928019693,84.9091941165153,1,1,2006,2,"2006-05-17","LT05",2
-0.433208614587784,0.682009041309357,0.433208614587784,0.521261036396027,0.848930363588344,-0.00687257849999997,-0.0895000025629997,-0.152827993035317,39.7510178591308,80.6718155584882,2,2,2006,2,"2006-05-17","LT05",2
