"MSI","NBR","NDMI","NDVI","RGI","TCW","in_fire","pi_mpb_killed","pi_mpb_killed_pc","plot","point_id","year","epoch","epoch_start","sensor","n_scenes"
-0.436923652887344,0.750126242637634,0.436923652887344,0.654739916324615,0.671872646010144,-0.00970848574999999,NA,6.32572524120759,89.2954419375831,6,21,2003,2,"2003-05-17","LT05",2
-0.423836261034012,0.694490849971771,0.423836261034012,0.695762395858765,0.671872646010144,-0.020625433,NA,6.32572524120759,89.2954419375831,6,22,2003,2,"2003-05-17","LT05",2
-0.436923652887344,0.750126242637634,0.436923652887344,0.654739916324615,0.671872646010144,-0.00970848574999999,NA,6.32572524120759,89.2954419375831,6,23,2003,2,"2003-05-17","LT05",2
-0.423836261034012,0.694490849971771,0.423836261034012,0.695762395858765,0.671872646010144,-0.020625433,NA,6.32572524120759,89.2954419375831,6,24,2003,2,"2003-05-17","LT05",2
-0.460785686969757,0.683217465877533,0.460785686969757,0.687169790267944,0.80003275466754,-0.01926584125,NA,4.79519411651529,90.5771284723991,7,25,2003,2,"2003-05-17","LT05",2
-0.459547102451324,0.699559807777405,0.459547102451324,0.676889479160309,0.80003275466754,-0.016734128,NA,4.79519411651529,90.5771284723991,7,26,2003,2,"2003-05-17","LT05",2
-0.40526208281517,0.672832429409027,0.40526208281517,0.676889479160309,0.80003275466754,-0.02558209075,NA,4.79519411651529,90.5771284723991,7,27,2003,2,"2003-05-17","LT05",2
-0.453226745128632,0.652519524097443,0.453226745128632,0.682093799114227,0.876914791766396,-0.02285739625,NA,4.79519411651529,90.5771284723991,7,28,2003,2,"2003-05-17","LT05",2
-0.446745216846466,0.668954968452454,0.446745216846466,0.676177978515625,0.799518919419003,-0.0241600905,NA,2.70762737854738,90.6412201597734,8,29,2003,2,"2003-05-17","LT05",2
-0.42607194185257,0.678135752677917,0.42607194185257,0.6830695271492,0.740494032750486,-0.0244772975,NA,2.70762737854738,90.6412201597734,8,31,2003,2,"2003-05-17","LT05",2
-0.481807231903076,0.713872253894806,0.481807231903076,0.691890776157379,0.799672846237732,-0.01467831875,NA,0.622957484084543,97.850410957203,15,57,2003,2,"2003-05-17","LT05",2
