"rows","years","bec_units","expo_modhigh","expo_other","expo_min","expo_max","calm_min","calm_max","calm_r","calm_p","calm_n","aic_base","aic_wind","aic_int"
159387,8,13,-1.358,-7.829,-169.3,175.3,0.282,0.391,0.417,0.304,8,188143,188095,187995
