"BLUE","GREEN","NDMI","NIR","RED","SWIR1","SWIR2","dNDMI","elev","lab","split","yr","lon","lat"
0.0170497,0.0422928,0.3789402,0.2050283,0.028752,0.0923425,0.0408269,-0.0454124,1659,0,0,2009,-116.7451891,49.1203738
0.03001,0.0488475,0.4633544,0.035565,0.03639,0.0130425,0.0096325,-0.2864095,531,0,1,2009,-116.6061299,49.2179308
0.0270558,0.0434172,0.2978813,0.2090666,0.0318171,0.1130994,0.0547165,0.0216876,1067,0,0,2009,-116.7775284,49.1457063
0.0311278,0.0565558,0.1537143,0.2126354,0.0487065,0.1559747,0.0903248,-0.0078014,1631,0,0,2009,-116.7166226,49.0996227
0.0170245,0.0349726,0.3554452,0.1470517,0.0257937,0.0699275,0.0397862,-0.0433896,1931,0,0,2009,-116.6864393,49.1171399
0.0332688,0.044585,0.4921592,0.027535,0.0300925,0.0093712,0.0069787,-0.0780397,531,0,0,2009,-116.6352353,49.2330225
0.02242,0.034787,0.239844,0.1680791,0.0255321,0.1030503,0.0476354,-0.0776527,1129,0,0,2009,-116.6799714,49.1944848
0.0247307,0.0411896,0.3116348,0.1985549,0.0288639,0.1042045,0.0443092,0.0272117,632,0,1,2009,-116.6931766,49.2303276
0.1188399,0.1741277,-0.1152006,0.30395,0.2016875,0.3830984,0.3448724,-0.2565837,534,0,0,2009,-116.5697481,49.1780457
0.04827,0.0783825,0.045985,0.2433275,0.088365,0.2219325,0.1289275,0.0288123,532,0,0,2009,-116.5737905,49.1589115
0.0192031,0.0369644,0.5333686,0.2261035,0.0228819,0.0688073,0.0260626,-0.0250169,1524,0,0,2009,-116.7427636,49.1004312
0.0298186,0.0560615,0.335433,0.3112843,0.043727,0.154908,0.064819,-0.0241639,534,0,0,2009,-116.6177181,49.1446283
0.0217657,0.0410747,0.5325674,0.2262568,0.0225861,0.0690083,0.0302266,-0.0375922,1325,0,0,2009,-116.7621672,49.1661879
0.025921,0.0402627,0.4217157,0.246004,0.0322543,0.1000624,0.0426043,-0.0126715,563,0,0,2009,-116.6524829,49.1877475
0.0269262,0.0424585,0.3980019,0.232272,0.0302728,0.1000194,0.0429012,-0.0320992,603,0,0,2009,-116.6540999,49.1424724
0.0524618,0.080442,0.0939069,0.2904526,0.0747882,0.2405845,0.1311629,-0.0819279,533,0,1,2009,-116.5864568,49.1395079
0.0261291,0.0472707,0.3359055,0.2715942,0.0323508,0.1350127,0.0631287,0.005267,689,0,0,2009,-116.6411642,49.1680744
0.0204245,0.0353501,0.5032514,0.205281,0.0241491,0.067835,0.0288449,-0.0445962,1325,0,0,2009,-116.7656707,49.1599895
0.0422986,0.0746522,0.12457,0.272477,0.0692629,0.2121118,0.1226738,0.071195,1744,0,0,2009,-116.6958716,49.1721168
0.0445628,0.0679787,0.2615672,0.2044079,0.0628248,0.119646,0.0765647,-0.1726348,1735,0,0,2009,-116.7074598,49.1047431
0.023087,0.0394874,0.187256,0.1399956,0.028886,0.0958349,0.0561876,-0.0138086,2051,0,0,2009,-116.7821098,49.1982577
0.0218027,0.0433509,0.3382816,0.2147616,0.0326869,0.1061897,0.0571097,0.0065229,1913,0,1,2009,-116.7203956,49.1675354
0.0335164,0.0550718,0.0728514,0.2096153,0.0472806,0.1811477,0.0913677,-0.060126,746,0,0,2009,-116.6678441,49.2028392
0.0208305,0.035135,0.4020238,0.2562655,0.0264361,0.1092996,0.0438388,-0.0409896,546,0,0,2009,-116.6182571,49.0945023
0.0225697,0.0391348,0.2737195,0.1869819,0.0293033,0.1066179,0.0576111,0.0648569,1669,0,1,2009,-116.771869,49.2424549
0.0321711,0.0498654,0.3706979,0.2624701,0.037001,0.1205028,0.0559097,-0.0112219,540,0,0,2009,-116.6543694,49.1955628
0.0281978,0.0496799,0.0089506,0.1557224,0.0446636,0.1529595,0.1080744,-0.0563187,1886,0,1,2009,-116.7508485,49.2208953
0.0285019,0.0442699,0.1369213,0.1730785,0.0346652,0.1313902,0.0623651,-0.0296967,655,0,0,2009,-116.7007225,49.2389514
0.042935,0.080885,0.3794404,0.28158,0.0605075,0.1266725,0.0567675,-0.2332631,530,0,0,2009,-116.625803,49.2060731
0.0260554,0.0413801,0.1896524,0.1714164,0.0378882,0.1167626,0.0607533,-0.1178249,1697,0,0,2009,-116.7166226,49.1042041
0.0200475,0.0377654,0.3702975,0.1839359,0.024859,0.0845254,0.0404723,-0.0305967,1193,0,0,2009,-116.7063819,49.2130799
0.0215422,0.0399366,0.3337808,0.2075755,0.0301968,0.1036833,0.0488175,-0.0048306,1312,0,0,2009,-116.6643407,49.1284586
0.0217579,0.0334873,0.4854544,0.194917,0.0230549,0.0675172,0.0324356,0.0418513,1638,0,1,2009,-116.7845353,49.109594
0.027841,0.0483452,0.2008396,0.1980038,0.038531,0.1317718,0.0719278,0.0411658,2053,0,0,2009,-116.7387212,49.1761592
0.03914,0.0657596,0.1486155,0.2697861,0.0590481,0.1999727,0.0914119,0.041051,536,0,0,2009,-116.5950806,49.1721168
0.0483655,0.0773833,0.1438318,0.3152869,0.0767777,0.235995,0.14393,-0.0268042,533,0,1,2009,-116.5983145,49.1403164
0.0205414,0.0370104,0.2514445,0.1600518,0.0277611,0.0957355,0.0493769,0.0006171,1878,0,0,2009,-116.7465365,49.183705
0.054617,0.0740934,-0.1937953,0.1434721,0.0784739,0.2124477,0.1622885,-0.0312575,2250,0,1,2009,-116.7772589,49.1947543
0.0277717,0.057506,0.3572193,0.2660149,0.0382568,0.125985,0.067277,0.0667891,1624,0,0,2009,-116.7214735,49.1184873
0.0179879,0.0316545,0.3643064,0.1445676,0.0220065,0.0673608,0.0346623,-0.013028,1702,0,0,2009,-116.7384517,49.1985272
0.0325313,0.0516199,0.0773441,0.1720032,0.0457972,0.1473065,0.088758,-0.0469743,928,0,0,2009,-116.699914,49.1432808
0.0342069,0.0605663,0.4118338,0.3901575,0.0435783,0.1625386,0.0576033,-0.0254425,534,0,0,2009,-116.6745815,49.2243987
0.039447,0.0667938,0.2369396,0.3044753,0.0581624,0.1878289,0.1047733,0.0423788,603,0,1,2009,-116.6336183,49.1144449
0.0365734,0.0681202,0.2537097,0.3374318,0.055002,0.2008616,0.1010698,0.0602304,1655,0,0,2009,-116.7834573,49.1691523
0.0400395,0.0583142,0.1692397,0.1817826,0.0611939,0.129159,0.0669872,-0.0569917,531,0,0,2009,-116.6204131,49.1489402
0.0213632,0.0376505,0.3783624,0.1981274,0.0244642,0.0893549,0.0381864,-0.016867,847,0,1,2009,-116.6524829,49.134118
0.0416541,0.0743068,0.1051722,0.2953072,0.0665955,0.2391022,0.1194699,-0.078164,531,0,0,2009,-116.601279,49.1284586
0.0279327,0.042393,0.4274124,0.194888,0.0391498,0.0781767,0.0387333,0.0915229,1797,0,0,2009,-116.7815708,49.2146969
0.0335288,0.0473959,0.2736135,0.1857585,0.038888,0.1059446,0.0553649,-0.0125377,560,0,0,2009,-116.6179876,49.2397599
0.0208752,0.0381029,0.3744085,0.1732503,0.0273827,0.0788586,0.0402314,0.0113412,1824,0,0,2009,-116.7848048,49.210385
0.040175,0.0677269,0.1519189,0.2251319,0.0660128,0.1657496,0.1062849,-0.1101862,1185,0,0,2009,-116.7061124,49.2138884
0.0277975,0.0488564,0.2630089,0.2512752,0.0319808,0.1466241,0.0662033,-0.0533148,770,0,0,2009,-116.6015485,49.2292496
0.0376522,0.0633964,0.1169483,0.2722181,0.0598562,0.2152137,0.1048614,-0.049982,532,0,0,2009,-116.6274199,49.2146969
0.0324302,0.0620992,0.3284855,0.3617463,0.0464727,0.1828533,0.0769674,-0.0407682,537,0,0,2009,-116.6053214,49.1050126
0.0232058,0.0415356,0.3205804,0.2114926,0.028797,0.1088099,0.0517502,-0.080584,688,0,1,2009,-116.6500575,49.1462453
0.0278347,0.0465031,0.4775573,0.2435149,0.0343037,0.0861033,0.0371448,-0.0041839,1096,0,0,2009,-116.6894037,49.1319621
0.017886,0.0341069,0.4157424,0.185093,0.0234751,0.0763854,0.0292295,-0.0564686,1300,0,0,2009,-116.7648622,49.1581031
0.0206758,0.0387885,0.3268279,0.2087935,0.0269139,0.1059324,0.0481185,-0.0311376,1443,0,0,2009,-116.7344093,49.1535216
0.0397669,0.0708242,0.2456675,0.3286308,0.0585838,0.1990072,0.0861165,-0.0490225,535,0,1,2009,-116.623647,49.1370825
0.0315534,0.0532434,0.1285417,0.1983125,0.0492857,0.1531367,0.09568,0.128707,2006,0,0,2009,-116.7845353,49.2405684
0.057914,0.0922625,0.1427248,0.266268,0.0889056,0.1997549,0.1237339,0.066397,553,0,1,2009,-116.6233775,49.1071686
0.0197132,0.0365446,0.3556929,0.1646096,0.030413,0.0782324,0.0394176,0.0659807,1781,0,0,2009,-116.7497705,49.2362565
0.0590413,0.0896348,-0.0090847,0.2311867,0.09218,0.2354257,0.1629519,-0.3973332,1503,0,0,2009,-116.7177006,49.2122715
0.04767,0.0766317,0.1015581,0.2684235,0.0726365,0.2189289,0.1098903,-0.0411757,533,0,0,2009,-116.6621847,49.2421854
0.0218418,0.0396943,0.2907325,0.1847431,0.0285067,0.1015178,0.0526357,0.0424665,1946,0,0,2009,-116.7629757,49.2071511
0.033585,0.0591325,0.3028297,0.3056838,0.0489162,0.1635775,0.076595,0.2013238,533,0,0,2009,-116.5840313,49.137352
0.0584084,0.0929477,0.130308,0.3084462,0.0928717,0.2373275,0.134871,-0.006212,533,0,0,2009,-116.6023569,49.209846
0.0196013,0.0383992,0.4155124,0.1910869,0.0269305,0.0789028,0.0377461,0.0329235,1766,0,0,2009,-116.7198566,49.1621455
0.0274388,0.0396625,0.491659,0.02649,0.0280712,0.0090275,0.0085737,-0.2496779,531,0,0,2009,-116.6403557,49.2400294
0.0394275,0.0715684,0.0900069,0.2354733,0.0648231,0.1965851,0.1113107,-0.1783337,1669,0,0,2009,-116.7486925,49.1079771
0.0308474,0.0562955,0.3698821,0.2360165,0.0461622,0.1085628,0.0628773,0.1189875,532,0,0,2009,-116.6128672,49.1713083
0.020659,0.0344749,0.2049779,0.1366715,0.0278972,0.0901733,0.052579,-0.0265757,1935,0,0,2009,-116.7777979,49.1839745
0.0331308,0.0556963,0.2302873,0.257923,0.0478768,0.1613661,0.0824816,-0.0894482,536,0,0,2009,-116.6152927,49.1033957
0.0261495,0.0465627,0.4505913,0.3046661,0.0297662,0.1153917,0.0488359,0.032156,1610,0,1,2009,-116.7381822,49.2165834
0.0487429,0.0817923,0.5045754,0.4572759,0.0572606,0.1505712,0.063981,0.5705807,535,0,0,2009,-116.5926551,49.0891124
0.0211583,0.0335155,0.3909856,0.17779,0.0250768,0.0778417,0.0307705,-0.033635,1337,0,0,2009,-116.7600113,49.1640319
0.035281,0.0540351,0.3803968,0.3301022,0.0474206,0.1481692,0.0678405,-0.0347365,538,0,0,2009,-116.6570643,49.2249377
0.0344196,0.0630476,0.3296976,0.2774936,0.050607,0.1398849,0.06417,0.1134144,532,0,0,2009,-116.6147537,49.162954
0.0419664,0.0684158,0.0622836,0.3036948,0.0647566,0.2680825,0.1491087,-0.031726,534,0,0,2009,-116.5759465,49.1330401
0.0243843,0.0373474,0.4190027,0.298503,0.0270446,0.1222193,0.0499776,-0.0397228,546,0,0,2009,-116.5923856,49.1715778
0.0211134,0.0372717,0.3337323,0.1650399,0.0323902,0.0824459,0.0443445,0.0265221,1494,0,0,2009,-116.7680961,49.1325011
0.0191966,0.0371479,0.226604,0.1719024,0.0275892,0.1083875,0.0527344,-0.0219474,1561,0,0,2009,-116.6745815,49.1688828
0.0229571,0.0405989,0.3076,0.2107913,0.030819,0.1116182,0.0491142,-0.0842697,1304,0,1,2009,-116.573521,49.2279021
0.0214616,0.031749,0.2431003,0.1263528,0.02343,0.0769337,0.0386515,-0.0252813,1781,0,0,2009,-116.7435721,49.2095765
0.0309862,0.0374075,0.6038607,0.0312612,0.0267375,0.0077212,0.0018087,-0.081701,531,0,0,2009,-116.6171791,49.2319446
0.0276262,0.0455093,0.1521661,0.1723134,0.0390773,0.1267987,0.063719,0.0333397,854,0,1,2009,-116.7020699,49.2314056
0.0364403,0.0607046,0.3327265,0.2806379,0.0448192,0.1405106,0.0659263,0.2327499,534,0,0,2009,-116.5910382,49.161337
0.0206175,0.0417404,0.4028412,0.1893481,0.024047,0.0806013,0.0361927,-0.0771857,1127,0,0,2009,-116.7616282,49.1581031
0.0202228,0.0357871,0.3258184,0.1688332,0.0303957,0.0858521,0.0412439,0.0187367,1717,0,0,2009,-116.7777979,49.1575641
0.0272929,0.0368967,0.3532383,0.1875701,0.0327165,0.0896465,0.0385264,-0.0226513,669,0,1,2009,-116.697219,49.1389689
0.0180437,0.0346812,0.1973604,0.1395235,0.0268301,0.0935283,0.0464977,-0.0011605,1650,0,0,2009,-116.6829358,49.1807406
0.0237526,0.0467589,0.3193047,0.1947384,0.031011,0.1004753,0.0425399,-0.0503782,1023,0,0,2009,-116.7061124,49.133579
0.0535682,0.0780243,0.1995549,0.2176916,0.0712522,0.1452623,0.09701,-0.0090749,788,0,0,2009,-116.747345,49.1443588
0.043093,0.0604429,0.0156793,0.2299499,0.063678,0.2228503,0.1354434,0.0405074,2160,0,0,2009,-116.7726775,49.1961018
0.0405148,0.071341,0.1822121,0.3068424,0.0639483,0.2122563,0.0981462,0.0790567,531,0,0,2009,-116.6325403,49.212002
0.0194915,0.0392911,0.2872958,0.213339,0.0272962,0.118114,0.0559839,-0.0142219,1543,0,1,2009,-116.6942546,49.1904424
0.018927,0.0354625,0.3594248,0.1939478,0.0273202,0.0913902,0.0458358,0.0507267,1394,0,0,2009,-116.671617,49.1742727
0.0513056,0.0870915,0.1038506,0.3578124,0.0823578,0.2904862,0.1438253,0.0866129,532,0,0,2009,-116.5913077,49.1287281
0.0225911,0.0346489,0.3152165,0.1778245,0.0238514,0.0925865,0.0420982,-0.0498526,751,0,0,2009,-116.6834748,49.1443588
0.0435251,0.077365,0.0947423,0.2516638,0.0715102,0.2081043,0.1260414,0.0406579,1833,0,0,2009,-116.697219,49.1742727
0.050554,0.0785203,0.156094,0.3254843,0.0704171,0.2375915,0.1324448,-0.0086673,538,0,1,2009,-116.5848398,49.1227993
0.0425655,0.0588274,0.3180776,0.2646542,0.0477151,0.1369218,0.0489825,0.0201134,1071,0,0,2009,-116.7408772,49.1338485
0.0207547,0.0384291,0.4104844,0.2926962,0.0238915,0.1223331,0.0491612,-0.0181437,1812,0,1,2009,-116.7257855,49.1637624
0.0253788,0.0462255,0.1902605,0.2054985,0.036256,0.1398016,0.0744044,0.0020473,975,0,0,2009,-116.7109633,49.1440893
0.0271475,0.0562346,0.2786293,0.2920333,0.0390341,0.1647579,0.0720775,0.0611839,668,0,1,2009,-116.6306539,49.1001617
0.0208574,0.035014,0.2572781,0.1704962,0.0272177,0.1007186,0.0511696,-0.0579341,1565,0,0,2009,-116.725516,49.2017612
0.02561,0.032595,0.4930927,0.0662,0.0288275,0.022475,0.00878,0.1934171,530,0,0,2009,-116.6330793,49.1564861
0.02693,0.037435,0.3476177,0.0516525,0.03023,0.025005,0.01219,-0.2113033,531,0,0,2009,-116.6139452,49.2171224
0.0222232,0.039287,0.4207771,0.2159134,0.0267862,0.0880236,0.0470856,-0.0080026,1046,0,1,2009,-116.7610893,49.1527132
0.0295781,0.0455789,0.1002038,0.1899902,0.0423298,0.1553825,0.0885885,0.0273608,608,0,0,2009,-116.6581423,49.1950238
0.0109223,0.0335904,0.4459786,0.1855715,0.0207151,0.071101,0.0265179,-0.0226312,1532,0,1,2009,-116.6735035,49.0974668
0.0541903,0.0865868,0.0848452,0.3261401,0.0759855,0.2751256,0.1462308,0.0660733,532,0,0,2009,-116.6004705,49.134657
0.0402586,0.0676422,-0.0311368,0.2486319,0.0676106,0.2646127,0.1481039,0.0203751,532,0,0,2009,-116.5797194,49.1500182
0.0150729,0.0350283,0.3623063,0.1783313,0.0299436,0.0834766,0.0383962,0.0257743,1767,0,0,2009,-116.6964106,49.0988142
0.0260775,0.036555,0.6533454,0.0319075,0.02517,0.00669,0.0056175,-0.1101994,531,0,0,2009,-116.6228385,49.2198173
0.0168238,0.0350507,0.1438268,0.1391371,0.0280087,0.1041464,0.0574024,-0.1046991,1999,0,0,2009,-116.7187786,49.1726558
0.0286525,0.0484498,0.1450882,0.2055814,0.0383353,0.1534851,0.0788764,-0.0213488,774,0,0,2009,-116.6465541,49.1791236
0.018652,0.032806,0.3690181,0.164607,0.0239713,0.0758676,0.0313205,-0.0043648,1552,0,1,2009,-116.5700176,49.234909
0.03881,0.065925,0.0724438,0.265025,0.061195,0.22922,0.11471,0.0657431,533,0,1,2009,-116.6004705,49.109594
0.0334329,0.0574125,0.0200938,0.1955677,0.0549728,0.1878631,0.1021696,-0.0070223,893,0,0,2009,-116.6557169,49.1505572
0.0348205,0.0521882,0.3147661,0.2233648,0.0406208,0.116414,0.062042,0.0257344,1333,0,0,2009,-116.748962,49.2438023
0.0205615,0.0352454,0.3626848,0.1749833,0.0261558,0.0818381,0.0358149,-0.0200053,1746,0,1,2009,-116.7548909,49.1761592
0.0514742,0.0761583,0.1030881,0.1821207,0.0692416,0.1480808,0.0891654,0.0387919,534,0,0,2009,-116.5727125,49.0907294
0.0197182,0.0382188,0.3704392,0.2254387,0.0299945,0.1035634,0.0458817,0.0106044,991,0,0,2009,-116.5791804,49.2146969
0.03144,0.04277,0.4765065,0.0276725,0.0285388,0.0098112,0.0072538,-0.2584025,531,0,0,2009,-116.6349658,49.2346395
0.0355822,0.0610875,0.258088,0.2107341,0.0576044,0.1242728,0.0782981,0.0418935,1812,0,0,2009,-116.7513874,49.1114805
0.020796,0.0368011,0.3064135,0.1760522,0.0252375,0.0934677,0.0444187,-0.0727811,1601,0,0,2009,-116.772947,49.1559471
0.0301475,0.0390575,0.4878514,0.0278237,0.0291162,0.0095775,0.0088488,-0.0826683,531,0,0,2009,-116.6330793,49.2419159
0.03012,0.0396075,0.777963,0.03199,0.0255275,0.003995,0.00097,-0.0586364,531,0,0,2009,-116.6112503,49.2238597
0.0240637,0.0444848,0.4280297,0.2500452,0.0327179,0.1001509,0.0475265,0.0407393,677,0,0,2009,-116.6325403,49.1009702
0.0473738,0.0955358,0.5098407,0.4218933,0.0748149,0.1369647,0.066127,0.3180744,533,0,0,2009,-116.6093638,49.1904424
0.0328084,0.0503062,-0.0017635,0.1684663,0.0472392,0.1690615,0.1143995,-0.015973,1372,0,0,2009,-116.7322533,49.1502877
0.0158771,0.0365975,0.4675847,0.2113125,0.0247253,0.0766606,0.0330618,-0.0234701,1477,0,1,2009,-116.6621847,49.1139059
0.030505,0.0369812,0.3558115,0.035235,0.02627,0.0167412,0.0069925,-0.2150841,533,0,0,2009,-116.6584118,49.209846
0.0149981,0.0406498,0.3727202,0.1918929,0.0254087,0.0876876,0.0402436,-0.0650013,1486,0,0,2009,-116.6869782,49.1246857
0.0240978,0.0361213,0.5135276,0.2289306,0.0223624,0.073582,0.0272523,-0.0047703,1145,0,1,2009,-116.7158142,49.1292671
0.0199368,0.0422994,0.3103514,0.2266125,0.0272845,0.119268,0.0543541,0.0446861,1003,0,0,2009,-116.6581423,49.1667269
0.0319488,0.0428388,0.5171629,0.0291437,0.0301612,0.009275,0.00922,-0.2123545,531,0,1,2009,-116.6344268,49.2316751
0.0359291,0.0616781,0.1821391,0.2698321,0.052665,0.1866828,0.0945758,0.0031822,633,0,1,2009,-116.5684006,49.1885559
0.0249193,0.0450002,0.2809921,0.196711,0.0344861,0.1104119,0.0594172,0.0485321,1719,0,0,2009,-116.7513874,49.1748117
0.0385262,0.0614475,0.176126,0.2342657,0.0571472,0.1641027,0.0905277,-0.0945469,534,0,0,2009,-116.5689396,49.0915379
0.0147906,0.0342075,0.5054292,0.2102632,0.0229006,0.0690767,0.0262671,-0.006872,1629,0,1,2009,-116.6799714,49.0969278
0.042165,0.0730888,0.186827,0.3586488,0.065045,0.2457338,0.1166212,0.0323798,531,0,0,2009,-116.6112503,49.1263027
0.0217337,0.046,0.2251821,0.2350408,0.0310053,0.1486423,0.0710977,-0.0408758,748,0,0,2009,-116.6479015,49.1521742
0.1222388,0.1634687,-0.0641363,0.283597,0.1731936,0.3224678,0.2577029,-0.1992363,532,0,1,2009,-116.5770245,49.1807406
0.0262352,0.044976,0.3946027,0.1891089,0.0395671,0.0820922,0.0402946,0.174447,532,0,0,2009,-116.6182571,49.1519047
0.0208752,0.0400661,0.3559,0.2184004,0.0297359,0.1037478,0.0508763,0.0313779,898,0,0,2009,-116.6465541,49.1098635
0.0267549,0.0423709,0.0989245,0.1509734,0.0380257,0.1237923,0.0791702,0.0299534,2113,0,0,2009,-116.7689046,49.1966408
0.0260105,0.0380499,0.3719857,0.2150596,0.0282289,0.0984416,0.0390828,-0.0568466,1116,0,0,2009,-116.5983145,49.2397599
0.0198961,0.0351911,0.4815727,0.2054342,0.0214883,0.0718849,0.0278067,-0.0089612,1457,0,0,2009,-116.7656707,49.1678049
0.023575,0.035235,0.5299835,0.036995,0.020605,0.011365,0.0056725,0.3311203,533,0,0,2009,-116.6179876,49.1893644
0.0441103,0.0866825,0.4264911,0.4652039,0.0666005,0.1870314,0.0779403,0.2480058,531,0,0,2009,-116.5816059,49.0966583
0.0207951,0.0336173,0.1310094,0.1320537,0.02812,0.101461,0.0608595,-0.0099322,1843,0,0,2009,-116.7465365,49.1998747
0.0318738,0.0461517,0.4003465,0.2076367,0.0326174,0.0889138,0.0405558,0.0083297,1561,0,0,2009,-116.771869,49.2262852
0.0167553,0.0307532,0.3077256,0.152113,0.0234932,0.0805245,0.0398351,-0.0423267,1828,0,0,2009,-116.7292889,49.1160619
0.0304126,0.0500768,0.3308152,0.3225179,0.0364229,0.1621743,0.0744765,-0.0231273,542,0,1,2009,-116.5778329,49.1190263
0.0244475,0.0375192,0.3799312,0.1930419,0.026989,0.0867429,0.0383597,-0.0177872,1411,0,0,2009,-116.7799539,49.1298061
0.041276,0.0727462,0.230144,0.3144711,0.0662491,0.1968042,0.0968169,-0.1692104,533,0,1,2009,-116.6279589,49.1306146
0.0228896,0.0427507,0.1530681,0.1741117,0.0343064,0.1278855,0.0696515,-0.0603612,909,0,0,2009,-116.6648797,49.1497487
0.0293695,0.042129,0.3490846,0.2110855,0.0336947,0.1018459,0.0465451,-0.0081686,914,0,0,2009,-116.60074,49.2351785
0.0372491,0.053306,0.21011,0.1549811,0.0570774,0.1011627,0.0715745,-0.104628,1800,0,0,2009,-116.7527349,49.2165834
0.0614454,0.0846615,-0.116285,0.1746961,0.0817263,0.2206715,0.1722928,0.0153923,2279,0,1,2009,-116.7786064,49.1915204
0.0283363,0.0434895,0.4032439,0.032262,0.0333958,0.01372,0.010482,-0.103359,531,0,1,2009,-116.6538304,49.2235902
0.0262228,0.0448823,0.3374705,0.3152947,0.0298696,0.1561844,0.0654706,-0.0057612,706,0,0,2009,-116.5867263,49.2101155
0.03441,0.0590225,0.3437623,0.2807825,0.047115,0.1371225,0.06873,0.1843811,532,0,0,2009,-116.5923856,49.1942153
0.0384227,0.0618292,0.1828686,0.2626167,0.0589047,0.1814169,0.1032625,-0.1174901,536,0,0,2009,-116.6185266,49.1025872
0.0202825,0.0378298,0.2780771,0.1795272,0.0317367,0.1014061,0.053059,0.0319596,1347,0,0,2009,-116.7047649,49.1494792
0.0272875,0.0364175,0.325429,0.0365412,0.02616,0.0185975,0.015545,0.0556007,533,0,1,2009,-116.5931941,49.1384299
0.0166256,0.0325801,0.383208,0.1726158,0.0240004,0.0769718,0.0356619,-0.0019347,1771,0,0,2009,-116.7039564,49.1184873
0.0376806,0.0707299,0.3153673,0.3619286,0.0565494,0.1883794,0.1061459,0.1299375,533,0,0,2009,-116.5692091,49.1319621
0.0242296,0.0443814,0.3160971,0.2478275,0.0308936,0.1287822,0.0569123,-0.011429,701,0,1,2009,-116.7020699,49.2373345
0.0291988,0.0439731,0.2726152,0.1743393,0.041598,0.0996466,0.0527484,-0.0042677,1691,0,0,2009,-116.747345,49.1643014
0.0261047,0.0396518,0.4405884,0.1980599,0.0252953,0.0769109,0.0289097,-0.0319684,1077,0,0,2009,-116.7061124,49.1322316
0.0191906,0.0370931,0.4424846,0.2199727,0.0222429,0.0850187,0.0290565,-0.0510309,1506,0,0,2009,-116.7411467,49.1227993
0.02968,0.03925,0.4914089,0.029295,0.0281125,0.00999,0.00856,-0.1244731,531,0,0,2009,-116.6578728,49.2384124
0.0472548,0.0757133,0.0287068,0.2524817,0.0832296,0.2383903,0.1416111,-0.1064524,531,0,0,2009,-116.5988535,49.1974493
0.0351242,0.0609578,0.3133028,0.3044336,0.0496543,0.1591816,0.0744135,0.0812665,536,0,0,2009,-116.6907512,49.2357175
0.0474763,0.081026,0.2739362,0.3362152,0.0670379,0.1916216,0.0909272,0.0331276,533,0,0,2009,-116.5853788,49.1731947
0.0236251,0.0401889,0.3093915,0.199043,0.0316574,0.1049807,0.0589276,0.0418814,1702,0,0,2009,-116.7839963,49.2311361
0.0324946,0.0545825,0.3003934,0.2700302,0.0492585,0.1452752,0.0702549,0.2610099,533,0,1,2009,-116.5983145,49.161337
0.0301128,0.0620184,0.1372467,0.2265611,0.0580658,0.1718768,0.1029828,0.0095627,1677,0,0,2009,-116.673773,49.0899209
0.0466339,0.0812588,0.3501245,0.2461164,0.0615291,0.1184669,0.0672998,-0.0563949,535,0,1,2009,-116.5673226,49.1756202
0.0592598,0.0830603,0.2179415,0.2041582,0.0762694,0.131093,0.0844123,0.0256142,822,0,0,2009,-116.7589333,49.1459758
0.0259219,0.0418756,0.3506345,0.1882541,0.0329992,0.0905099,0.0442585,0.0041789,1238,0,0,2009,-116.7371042,49.1327706
0.0213653,0.0423786,0.418431,0.2124855,0.0341524,0.0871209,0.0305864,-0.0384892,1270,0,0,2009,-116.7470755,49.1271112
0.020935,0.0403321,0.3491201,0.2437928,0.0284338,0.1176173,0.0497578,-0.0496021,1116,0,0,2009,-116.5845703,49.2249377
0.016941,0.0362942,0.5244135,0.1877505,0.0250611,0.0585744,0.0237712,-0.0182392,1793,0,0,2009,-116.7691741,49.1160619
0.0297625,0.03529,0.4752531,0.0293225,0.0281675,0.01043,0.00856,-0.1930458,531,0,1,2009,-116.6592203,49.2389514
0.016125,0.0379331,0.311788,0.1717059,0.0301089,0.0900832,0.0391131,-0.03425,1243,0,0,2009,-116.6594898,49.1292671
0.0205462,0.0384118,0.3141769,0.2217434,0.0273387,0.1157202,0.0602925,-0.0380696,1340,0,1,2009,-116.7433026,49.0936938
0.0260411,0.0548458,0.4140713,0.2592878,0.0334883,0.1074374,0.0449737,-0.0402707,1368,0,1,2009,-116.7764504,49.2281716
0.0273338,0.0359691,0.3673157,0.052073,0.0238833,0.0240952,0.0149766,-0.1021546,541,0,0,2009,-116.6355048,49.2044561
0.0190786,0.0366707,0.4623357,0.2457715,0.0240268,0.090364,0.0354699,-0.002056,740,0,0,2009,-116.6438591,49.1680744
0.0208865,0.0354255,0.4703117,0.209577,0.0224802,0.0755013,0.0313627,0.0123391,744,0,0,2009,-116.6414337,49.0896514
0.0493666,0.0773813,-0.1105844,0.2300292,0.0848101,0.28723,0.1617353,-0.0397912,534,0,1,2009,-116.572443,49.1448978
0.0356205,0.0631481,0.3354891,0.4009418,0.0505216,0.1995001,0.0901618,0.0682659,536,0,0,2009,-116.6196046,49.1276502
0.0331238,0.0494139,0.3607784,0.2293588,0.037699,0.1077406,0.0534567,-0.0039589,819,0,0,2009,-116.6907512,49.2171224
0.025665,0.0355238,0.2749311,0.0349738,0.0214575,0.01989,0.009165,-0.1430177,533,0,0,2009,-116.6031654,49.1748117
0.031382,0.0472739,0.1751382,0.1891134,0.0364738,0.1327439,0.0703358,-0.0251617,733,0,0,2009,-116.6667661,49.2071511
