"BLUE","GREEN","NDMI","NIR","RED","SWIR1","SWIR2","dNDMI","elev","lab","split","yr","lon","lat"
0.0220201,0.045738,0.3095033,0.2033185,0.0305483,0.1072092,0.0476409,-0.066496,837,0,0,2007,-116.6452066,49.0990837
0.0342377,0.0686326,0.3206305,0.3292776,0.0548278,0.1693897,0.0731104,0.0006459,533,0,0,2007,-116.6209521,49.1764287
0.0186753,0.0294944,0.3972018,0.046805,0.0196349,0.0201932,0.0110745,-0.1180757,535,0,0,2007,-116.6611068,49.2292496
0.0317609,0.0572287,0.2905376,0.2776157,0.0496021,0.1526169,0.0727027,-0.1331809,532,0,1,2007,-116.5926551,49.2071511
0.0227497,0.0407704,0.4941015,0.290806,0.0281125,0.0984661,0.0376301,0.0539203,1337,0,0,2007,-116.7656707,49.2373345
0.0228875,0.0295975,0.6319908,0.021375,0.02055,0.00482,0.00581,-0.1690749,531,0,0,2007,-116.6320013,49.2362565
0.0244899,0.0514915,0.1704877,0.2381205,0.0422574,0.1687534,0.0841318,-0.0095585,1019,0,0,2007,-116.5781024,49.2149664
0.0194432,0.0346475,0.2477425,0.169866,0.0296624,0.1024113,0.0479152,0.0220005,1397,0,1,2007,-116.7354873,49.1050126
0.0180682,0.032851,0.3913973,0.1629488,0.0240424,0.0712745,0.0332718,-0.0176252,1745,0,1,2007,-116.6904817,49.1807406
0.027518,0.0527225,0.30901,0.2996261,0.0374555,0.1581643,0.0746871,-0.0038162,1626,0,0,2007,-116.7715995,49.1653794
0.0239211,0.0414096,0.4502724,0.3262813,0.0318425,0.1236774,0.0475793,0.0167091,539,0,0,2007,-116.6584118,49.2238597
0.0523705,0.0912115,0.0341206,0.2267143,0.1015429,0.2117535,0.1480636,0.0266325,554,0,0,2007,-116.6209521,49.2427244
0.0174062,0.0314439,0.1483509,0.1346867,0.027067,0.0998874,0.0536469,-0.0576152,1785,0,1,2007,-116.746267,49.1961018
0.0629295,0.1004726,-0.1197074,0.2818117,0.1287801,0.3584565,0.2268243,-0.0728292,534,0,1,2007,-116.5818754,49.1435503
0.0232567,0.0430896,0.4066733,0.3022734,0.030803,0.1274972,0.0497273,-0.0267375,542,0,1,2007,-116.6600288,49.2254767
0.0192394,0.0354356,0.3540302,0.1938608,0.02641,0.0924855,0.0416571,-0.0191471,1003,0,0,2007,-116.6850918,49.1508267
0.0164436,0.0379231,0.3805515,0.2362246,0.0286938,0.1059931,0.0395681,-0.022159,869,0,0,2007,-116.6538304,49.1532521
0.036378,0.0674267,0.1796177,0.2885101,0.0554368,0.2006486,0.0964577,0.0436801,600,0,0,2007,-116.6320013,49.1120195
0.0270098,0.0354026,0.2476005,0.1770134,0.0299672,0.1067528,0.0518991,-0.0415075,555,0,0,2007,-116.6338878,49.1707693
0.02869,0.03661,0.407364,0.0330625,0.0222,0.0139225,0.00493,-0.0544331,533,0,0,2007,-116.6390082,49.185861
0.0398094,0.0676233,0.1190714,0.246235,0.068326,0.1938353,0.1078672,-0.1937314,1562,0,0,2007,-116.7063819,49.1001617
0.01945,0.0296662,0.4981754,0.0200137,0.0202062,0.0067037,0.0053562,-0.1208681,531,0,0,2007,-116.6532914,49.235987
0.0219072,0.0349376,0.2786941,0.1950875,0.0270639,0.110048,0.0541032,0.0023582,1183,0,0,2007,-116.6522134,49.1201043
0.0319083,0.0443229,0.1426605,0.1747755,0.041943,0.1311343,0.0717903,0.0294107,1291,0,0,2007,-116.7492315,49.1338485
0.023355,0.02935,0.5407866,0.021155,0.0204125,0.006305,0.01208,-0.1924208,531,0,0,2007,-116.6352353,49.237604
0.0170112,0.0336282,0.3799905,0.175212,0.023887,0.0787202,0.0364482,-0.0224633,1978,0,0,2007,-116.7548909,49.2289801
0.0335049,0.056526,0.2274907,0.2913012,0.0494418,0.1833276,0.0939676,0.0621317,1759,0,0,2007,-116.772408,49.1807406
0.0230556,0.0408779,0.4237923,0.2824246,0.0300047,0.114297,0.0418844,-0.0275131,542,0,1,2007,-116.6365828,49.2049951
0.0357371,0.0587228,0.4577059,0.482685,0.0466596,0.1795679,0.0688997,0.4685601,534,0,1,2007,-116.5697481,49.1074381
0.0170251,0.0312588,0.2034216,0.1374771,0.0253381,0.0909999,0.0484,-0.1023346,1670,0,1,2007,-116.7150057,49.1572946
0.0197801,0.0383474,0.3806596,0.2080856,0.0271493,0.0933436,0.0409214,-0.059614,1215,0,0,2007,-116.5999315,49.2446108
0.0307715,0.0401882,0.3844869,0.2389461,0.0314037,0.1062303,0.0426894,0.0102678,1373,0,1,2007,-116.7772589,49.1308841
0.0430907,0.0725893,0.1808538,0.3302964,0.068126,0.2291233,0.1080518,-0.0626753,532,0,1,2007,-116.6107113,49.1327706
0.0174942,0.0343448,0.432227,0.1834213,0.0230158,0.0727131,0.0323436,-0.0288115,921,0,1,2007,-116.6915596,49.2155054
0.0152724,0.0304797,0.4125059,0.2302095,0.0219609,0.0957495,0.0394806,-0.0124318,1473,0,0,2007,-116.673773,49.1077076
0.0221841,0.041424,0.3299338,0.2474987,0.0316315,0.1246983,0.0584721,-0.0226056,860,0,1,2007,-116.5918467,49.2208953
0.0268567,0.0505779,0.2806955,0.2580734,0.0394044,0.1449473,0.0652888,0.0032885,1175,0,1,2007,-116.5921161,49.2335615
0.0215424,0.0421469,0.149182,0.1957821,0.0365256,0.1449509,0.0732017,-0.3441992,828,0,0,2007,-116.647632,49.1769677
0.0363649,0.0595103,0.3021303,0.2915183,0.050354,0.1562377,0.0800462,0.0496222,1647,0,0,2007,-116.7807624,49.1583725
0.0249711,0.0485684,0.392559,0.3294116,0.0370749,0.1436909,0.0655278,0.0969715,1713,0,1,2007,-116.6894037,49.1734642
0.0213742,0.0378289,0.4294514,0.1911916,0.0259867,0.0763118,0.0349397,-0.0112479,1670,0,0,2007,-116.7705216,49.1713083
0.018564,0.0406424,0.337601,0.2332386,0.0303589,0.1155031,0.0519719,-0.004199,1539,0,0,2007,-116.7263245,49.2392209
0.0169696,0.0303351,0.4009174,0.1766086,0.0214392,0.0755242,0.0368629,-0.0827071,1201,0,1,2007,-116.6691916,49.1535216
0.0542402,0.0762067,0.1057453,0.1706665,0.0762071,0.138024,0.0944484,-0.0320192,750,0,0,2007,-116.7344093,49.1422029
0.0186964,0.0323687,0.3202602,0.1636416,0.0225394,0.0842514,0.0429445,-0.0380504,1181,0,1,2007,-116.7257855,49.1465148
0.052743,0.07507,0.1758504,0.1687165,0.0661789,0.1182528,0.0630808,-0.065916,625,0,1,2007,-116.6761985,49.1419334
0.0171762,0.0371414,0.2917512,0.2053419,0.0282105,0.112586,0.0564172,-0.0331091,1891,0,0,2007,-116.7565078,49.1079771
0.0290279,0.0419044,0.314905,0.1656346,0.0323484,0.0862993,0.0363486,-0.0342129,774,0,0,2007,-116.6947936,49.137352
0.0358035,0.0654552,0.1233405,0.3291313,0.059241,0.2568554,0.1231201,-0.2099108,531,0,1,2007,-116.5867263,49.1201043
0.0457711,0.0764612,0.06868,0.2945364,0.0741312,0.2566789,0.1349897,-0.1480798,532,0,0,2007,-116.5678616,49.1575641
0.0232997,0.0453275,0.381261,0.2038746,0.0382115,0.0913261,0.041656,0.0402472,1553,0,0,2007,-116.6939851,49.1203738
0.0407667,0.0702898,0.1350583,0.2319495,0.0695549,0.1767511,0.0974021,-0.0408618,533,0,0,2007,-116.6174486,49.2084985
0.0252002,0.0396841,0.3806772,0.2519864,0.0276919,0.1130322,0.0494143,0.0318051,649,0,0,2007,-116.6853613,49.1419334
0.0256876,0.0457906,0.4551449,0.3629259,0.0316768,0.1358917,0.0537367,0.0012612,540,0,1,2007,-116.6664967,49.2128105
0.017829,0.0309637,0.4692312,0.1854188,0.0206266,0.0669837,0.0267947,-0.0551951,1290,0,0,2007,-116.7648622,49.1599895
0.02462,0.028855,0.6972225,0.0208525,0.0167825,0.00372,-0.00167,-0.0486733,531,0,1,2007,-116.6495185,49.2316751
0.0215923,0.0359901,0.3981746,0.2059609,0.0230844,0.0886531,0.0398936,-0.0687918,1723,0,1,2007,-116.7721385,49.1721168
0.0225563,0.0382339,0.3459197,0.2268056,0.0264181,0.1102214,0.0459701,-0.0329984,723,0,0,2007,-116.6635322,49.1465148
0.0235212,0.0400612,0.4018326,0.3193774,0.0277137,0.1362796,0.0491795,-0.038929,546,0,0,2007,-116.5961586,49.1745422
0.0152914,0.0268402,0.5198129,0.1921488,0.0179214,0.0607097,0.0257392,-0.0037248,1286,0,1,2007,-116.7610893,49.0899209
0.0877207,0.1143353,-0.2785958,0.159078,0.1213103,0.2819452,0.2586267,0.0288099,1977,0,0,2007,-116.7565078,49.2052646
0.0270809,0.0435619,0.4621812,0.2593386,0.0290434,0.0953898,0.0359547,-0.0212228,1039,0,0,2007,-116.7306364,49.134657
0.0174866,0.0353961,0.3533384,0.1817359,0.0266915,0.0868383,0.0378151,-0.0200073,901,0,0,2007,-116.7039564,49.2319446
0.0291847,0.0469997,0.3541772,0.326346,0.031829,0.1556382,0.0612859,-0.0613441,1678,0,1,2007,-116.7748335,49.160798
0.0200705,0.0382642,0.4396492,0.223746,0.0249125,0.0870881,0.0398406,0.0099819,938,0,1,2007,-116.7777979,49.1435503
0.0200471,0.0301491,0.3507379,0.0347588,0.018834,0.0167076,0.0094438,-0.0096709,539,0,1,2007,-116.6605678,49.2279021
0.0157809,0.030079,0.5734881,0.2117086,0.0204611,0.057386,0.0247624,-0.0248618,1117,0,0,2007,-116.7435721,49.0899209
0.0171536,0.0282133,0.3456395,0.118735,0.0207608,0.0577387,0.0279661,-0.0246799,1756,0,0,2007,-116.7632452,49.2230512
0.0176731,0.0306823,0.3904112,0.1525844,0.0207992,0.0668966,0.0282709,-0.0404703,1752,0,0,2007,-116.749501,49.236526
0.0493463,0.085358,0.0686826,0.3200397,0.0846732,0.2789027,0.150434,-0.2124579,533,0,0,2007,-116.6214911,49.1263027
0.0239925,0.042067,0.3042541,0.2218965,0.0331593,0.1183692,0.0505276,-0.123455,541,0,0,2007,-116.6085553,49.1211823
0.0380798,0.0569342,0.2325952,0.2698944,0.0522295,0.1680343,0.0863129,-0.0059739,542,0,0,2007,-116.6387387,49.137891
0.1006287,0.150276,0.0076367,0.2885309,0.1645879,0.2841574,0.20879,0.0129398,638,0,1,2007,-116.6050519,49.2276327
0.0288026,0.0440503,0.3538216,0.2150211,0.0305842,0.1026295,0.0386828,-0.0239832,788,0,0,2007,-116.7311754,49.1397774
0.0185485,0.0351027,0.2755854,0.1455126,0.0225405,0.0826377,0.0424347,-0.0814937,1895,0,0,2007,-116.7837268,49.2071511
0.0222207,0.0351606,0.4247295,0.2156514,0.0262385,0.0870747,0.0381989,-0.0514821,1321,0,0,2007,-116.5867263,49.2311361
0.0580871,0.0994624,-0.0353505,0.2545558,0.1118512,0.2732127,0.1538018,-0.1149866,533,0,1,2007,-116.5824143,49.1564861
0.0188963,0.0310193,0.2781414,0.1596534,0.0260686,0.0901678,0.0431204,-0.0298704,1279,0,0,2007,-116.7063819,49.2230512
0.0434056,0.0703854,0.0082166,0.1978496,0.0758316,0.1946248,0.1212558,-0.0087127,708,0,1,2007,-116.6441286,49.1785846
0.0212743,0.0361007,0.2708907,0.1764673,0.0318786,0.1012392,0.0440868,-0.0455675,955,0,1,2007,-116.6611068,49.136274
0.024244,0.0462755,0.2693118,0.2331007,0.0391201,0.1341861,0.0588222,0.0538937,770,0,0,2007,-116.5813364,49.2076901
0.0199584,0.0361834,0.3444384,0.2055847,0.0256295,0.1002452,0.0455063,-0.0330271,761,0,0,2007,-116.6403557,49.1114805
0.031055,0.0427012,0.3770541,0.0286487,0.0310963,0.01296,0.0093575,-0.0658041,531,0,0,2007,-116.6597593,49.2438023
0.0407232,0.0758789,0.1921743,0.3714302,0.0674709,0.2516837,0.1206423,-0.1107365,533,0,0,2007,-116.5915772,49.1214518
0.0292407,0.0561363,0.319565,0.2867026,0.0447711,0.1478385,0.0666938,0.0397738,533,0,0,2007,-116.6182571,49.112289
0.0159942,0.0303228,0.36383,0.1555496,0.0239921,0.0725574,0.0255815,-0.0780456,1704,0,0,2007,-116.6772764,49.1211823
0.0240171,0.0492027,0.278883,0.2692286,0.0336397,0.1518085,0.0682088,0.008925,1692,0,1,2007,-116.7427636,49.2397599
0.0191802,0.0390129,0.3834207,0.2219503,0.0273117,0.0989214,0.0395072,0.0137085,961,0,0,2007,-116.5713651,49.2033781
0.0257019,0.0316788,0.3726563,0.1525018,0.0285877,0.0696977,0.0291004,-0.0255269,1519,0,0,2007,-116.7780674,49.2233207
0.0246263,0.0420581,0.3886962,0.2002892,0.028746,0.0881673,0.0359057,0.0263374,861,0,1,2007,-116.7384517,49.1392384
0.0208577,0.037136,0.4746346,0.2114134,0.0214124,0.0753199,0.0270672,0.0080779,1435,0,0,2007,-116.7438416,49.1244162
0.0187494,0.0373632,0.254674,0.1628188,0.0324623,0.0967208,0.0484512,-0.1170734,1576,0,0,2007,-116.6912902,49.1877475
0.0249198,0.0338391,0.2708699,0.0996981,0.0324264,0.0571993,0.0324542,-0.0187789,532,0,1,2007,-116.6446676,49.1987967
0.0199748,0.0310487,0.3743341,0.1537192,0.0195188,0.0699807,0.0258575,0.0290159,1777,0,0,2007,-116.7791454,49.2171224
0.0247971,0.0454896,0.1732154,0.2108905,0.0367225,0.1486181,0.0669699,-0.0224768,606,0,0,2007,-116.6408947,49.1785846
0.0200128,0.033539,0.3294911,0.1552231,0.0245439,0.0782844,0.0372398,-0.0806655,1311,0,0,2007,-116.772947,49.1508267
0.0579209,0.1001292,-0.1020255,0.2499828,0.1246587,0.3067876,0.1849979,-0.577659,531,0,1,2007,-116.6020874,49.1866695
0.0237149,0.0432992,0.4335369,0.293469,0.0274734,0.1159645,0.055111,0.058261,1496,0,1,2007,-116.7632452,49.1726558
0.0255659,0.0431789,0.39349,0.2303791,0.0302211,0.1002714,0.043234,0.0303259,632,0,1,2007,-116.6772764,49.1419334
0.0154631,0.033171,0.3995364,0.1877192,0.0223947,0.0805399,0.0363908,-0.0993118,1196,0,0,2007,-116.6635322,49.1683438
0.0336098,0.0582426,0.2137624,0.258467,0.0524242,0.1674269,0.0882047,0.1170453,1741,0,0,2007,-116.6950631,49.1718473
0.0338596,0.0640862,0.323125,0.3727171,0.048259,0.190672,0.0801184,0.0762433,532,0,0,2007,-116.6920986,49.2392209
0.0168175,0.0313453,0.4107367,0.2104337,0.0238344,0.087898,0.0383418,0.0057245,1488,0,0,2007,-116.7198566,49.2311361
0.0136593,0.0273628,0.3731734,0.1745574,0.0209801,0.079682,0.0384269,-0.0106843,1773,0,0,2007,-116.7662096,49.1184873
0.0213497,0.0311256,0.3507786,0.173754,0.024511,0.083511,0.0434823,-0.0030429,1405,0,1,2007,-116.5856483,49.235987
0.0380262,0.06642,0.3657541,0.3505225,0.053385,0.16278,0.0695,0.1067615,533,0,1,2007,-116.6193351,49.1494792
0.0256925,0.0342725,0.5886692,0.0253075,0.0170025,0.0065525,0.0056725,-0.0125868,533,0,0,2007,-116.5807974,49.1298061
0.0289713,0.0495429,0.3869809,0.2687153,0.0453399,0.118767,0.0553352,0.1127327,531,0,1,2007,-116.6317319,49.1481318
0.0203297,0.0386591,0.1320531,0.1706558,0.0354307,0.1308421,0.0680877,-0.2439894,1360,0,1,2007,-116.6740425,49.1047431
0.0180972,0.0306446,0.2661438,0.1425107,0.0234835,0.0825991,0.0393153,-0.0178615,1681,0,0,2007,-116.7406077,49.1925984
0.0174534,0.0286625,0.4037614,0.1504984,0.0184384,0.0639233,0.0316577,-0.0030262,1413,0,1,2007,-116.7201261,49.1489402
0.0240986,0.0345456,0.3715428,0.1880331,0.0231382,0.086159,0.0371406,-0.0187794,1236,0,0,2007,-116.7309059,49.1311536
0.0154338,0.0284018,0.5000352,0.1952928,0.0176523,0.0650915,0.024167,-0.0031291,1535,0,0,2007,-116.7551604,49.1182179
0.0450195,0.0809003,0.191112,0.3673936,0.0678017,0.2494982,0.1241978,-0.1322339,533,0,0,2007,-116.6034349,49.1004312
0.0150225,0.0265649,0.4579333,0.1784364,0.0209246,0.0663435,0.0256528,-0.0094008,1735,0,0,2007,-116.7600113,49.1147144
0.0179584,0.0357776,0.4854532,0.2170681,0.027654,0.0751903,0.0259032,-0.0140798,1150,0,0,2007,-116.7325228,49.0904599
0.0169132,0.0312063,0.4958669,0.1571331,0.0198825,0.0529566,0.024842,0.0019126,1629,0,0,2007,-116.7845353,49.1093245
0.0225575,0.03276,0.4908602,0.0207975,0.01989,0.0071025,0.0084775,-0.1573155,531,0,0,2007,-116.6419726,49.2392209
0.0245923,0.0411852,0.2141052,0.1806869,0.0334564,0.1169593,0.0623427,-0.0467605,1153,0,0,2007,-116.7422246,49.1497487
0.0187133,0.0363235,0.705874,0.0800987,0.0285238,0.0138106,0.0048837,0.0674623,533,0,1,2007,-116.624725,49.1796626
0.039305,0.0790425,0.1915615,0.3434825,0.07203,0.2330425,0.1053325,-0.048374,536,0,0,2007,-116.6090943,49.0966583
0.0138855,0.0360278,0.3490656,0.1676558,0.0278795,0.0808952,0.0351764,0.0538034,1912,0,0,2007,-116.69668,49.1141754
0.0419628,0.0645782,0.1188741,0.3169462,0.0583521,0.2495986,0.1280707,0.0472082,537,0,0,2007,-116.599662,49.1680744
0.0343852,0.0568718,0.4019586,0.4176395,0.045165,0.1781548,0.0722588,-0.0490493,535,0,0,2007,-116.6328098,49.1451673
0.0164222,0.0306342,0.4428797,0.1927718,0.0206914,0.0744325,0.0291784,-0.02511,1648,0,1,2007,-116.6761985,49.0955803
0.018955,0.0314125,0.6520758,0.0420825,0.0214575,0.0088625,0.0058925,0.1059474,531,0,0,2007,-116.6190656,49.1669964
0.0152277,0.0258349,0.3819656,0.1340145,0.0205517,0.0599332,0.0286658,0.0381566,1977,0,1,2007,-116.748423,49.2330225
0.0442205,0.0754794,0.1913869,0.3062292,0.0654081,0.2078426,0.1004225,-0.2063658,531,0,1,2007,-116.6169096,49.1481318
0.0259043,0.0450815,0.2015615,0.2091741,0.0408866,0.1389963,0.0845044,0.0152666,1980,0,0,2007,-116.7802234,49.1834355
0.0217734,0.0389913,0.3259094,0.1746102,0.0301636,0.0887716,0.0422745,-0.0061311,865,0,1,2007,-116.6066689,49.2411074
0.0252575,0.0449378,0.4384339,0.1098627,0.0360533,0.0428905,0.0243332,0.1732084,533,0,1,2007,-116.6115198,49.2138884
0.0854991,0.1395582,0.1573243,0.322514,0.1456698,0.2348302,0.1610616,0.0899668,532,0,1,2007,-116.5759465,49.108516
0.0223462,0.0413109,0.3346231,0.1944366,0.0309856,0.0969365,0.0342545,-0.0559823,1154,0,0,2007,-116.7104243,49.1308841
0.0414529,0.0675237,-0.0126374,0.2162454,0.0793475,0.2217809,0.1403006,-0.0045165,558,0,0,2007,-116.6266115,49.0909989
0.0228662,0.0411611,0.1078885,0.1501281,0.0356271,0.1208885,0.0677391,-0.0101141,1890,0,0,2007,-116.7131192,49.1659184
0.0188466,0.0324878,0.2305694,0.1450982,0.0226754,0.0907247,0.0439271,-0.0469085,1357,0,0,2007,-116.6864393,49.1985272
0.0234525,0.0441625,0.2495594,0.1802646,0.0298725,0.1082604,0.0456119,0.0439974,1828,0,0,2007,-116.7689046,49.1281892
0.0199078,0.0328548,0.3549388,0.1925762,0.0253935,0.0916819,0.0410175,0.0019166,1444,0,1,2007,-116.7794149,49.2289801
0.0238159,0.051787,0.1976299,0.2219017,0.0466226,0.1486664,0.0866708,0.0414542,1926,0,0,2007,-116.7365652,49.1616065
0.0220512,0.0374269,0.2580094,0.1485383,0.0287592,0.0876098,0.0400159,-0.0428388,1593,0,0,2007,-116.7624367,49.1333095
0.0157099,0.0280559,0.3592438,0.1460021,0.0212694,0.0688263,0.0311489,0.0145016,1765,0,0,2007,-116.7548909,49.1775067
0.0158413,0.0307945,0.3399423,0.1748589,0.0229728,0.0861357,0.0378158,0.0300819,2008,0,1,2007,-116.7535434,49.2254767
0.02462,0.0288275,0.4111088,0.017085,0.019945,0.00713,0.0049575,-0.279516,531,0,0,2007,-116.6419726,49.2378734
0.0113643,0.0274058,0.3861876,0.1563564,0.0212831,0.0692356,0.031022,-0.0854204,1552,0,0,2007,-116.6700001,49.1093245
0.0128779,0.0277012,0.369514,0.1620887,0.0226233,0.0746211,0.0348196,0.0027661,1645,0,0,2007,-116.747345,49.0985447
0.1171716,0.1670948,-0.1130798,0.2706841,0.1987285,0.3397069,0.2990106,-0.2745922,533,0,0,2007,-116.5956196,49.1570251
0.0294392,0.0562836,0.3305765,0.3576765,0.0383079,0.1799498,0.0805089,0.0452569,1513,0,0,2007,-116.6945241,49.1634929
0.0343265,0.0682388,0.3442731,0.3489963,0.051149,0.1702379,0.0749915,0.0193067,530,0,0,2007,-116.6214911,49.1804711
0.0459546,0.073668,0.0893935,0.2506096,0.0774403,0.2094805,0.1137094,-0.020703,631,0,0,2007,-116.5775634,49.1950238
0.0183765,0.0327927,0.3264273,0.1686593,0.0242719,0.0856468,0.0406292,-0.0254154,831,0,0,2007,-116.6697306,49.1478623
0.0293444,0.0516124,0.369597,0.2710139,0.0420066,0.1247432,0.0529115,-0.0681238,761,0,1,2007,-116.6576033,49.1392384
0.0160315,0.0302921,0.3506467,0.1461566,0.0235119,0.070268,0.032467,-0.0183267,1650,0,0,2007,-116.699375,49.1907119
0.0273766,0.0543596,0.4129157,0.3106102,0.036523,0.1290625,0.0532918,-0.0259567,534,0,0,2007,-116.6554474,49.1917899
0.0253776,0.0376978,0.1768472,0.1547267,0.0314555,0.1082245,0.0600081,-0.0786527,997,0,1,2007,-116.7691741,49.1473233
0.0566792,0.0865403,0.2125147,0.3755269,0.0737138,0.2438914,0.1212837,0.0404839,533,0,0,2007,-116.6031654,49.1462453
0.0179459,0.0323218,0.2292646,0.1427299,0.0239118,0.0894901,0.0508334,0.0387227,1714,0,1,2007,-116.750579,49.2133494
0.0190754,0.0382776,0.4750532,0.2225142,0.0231073,0.0791891,0.029139,-0.0054886,1208,0,0,2007,-116.7317143,49.1319621
0.0189825,0.0321275,0.5903792,0.0189275,0.0184875,0.004875,0.00152,-0.2320103,531,0,0,2007,-116.6169096,49.2246682
0.0184681,0.0317105,0.2729896,0.1538658,0.0220123,0.0878735,0.0428649,-0.0121261,1828,0,1,2007,-116.7759115,49.1820881
0.0154017,0.0291619,0.1933175,0.1315958,0.0288028,0.0889588,0.0455679,-0.0370379,1686,0,0,2007,-116.6840138,49.1788541
0.0172775,0.0296525,0.7126379,0.0382325,0.02154,0.006415,0.0084775,-0.0587792,531,0,1,2007,-116.6196046,49.1702303
0.0170372,0.0327212,0.5321985,0.2158893,0.0205072,0.065914,0.0270849,0.0096677,1398,0,0,2007,-116.7608198,49.1664574
0.0185188,0.0322388,0.122763,0.1259175,0.0270292,0.0983818,0.0555006,-0.0205898,1952,0,0,2007,-116.775103,49.2068816
0.0165381,0.031174,0.3597376,0.1638552,0.0215756,0.0771548,0.0357564,-0.1140394,1215,0,1,2007,-116.673234,49.1818186
0.0403615,0.0752912,0.2338867,0.3980659,0.0637907,0.2471569,0.1232794,-0.0654834,532,0,0,2007,-116.5926551,49.1190263
0.0385962,0.063436,0.272152,0.2611693,0.0513714,0.1494252,0.09076,-0.0347517,1019,0,0,2007,-116.6837443,49.2084985
0.0504925,0.0739918,0.1409463,0.1687979,0.0707395,0.1270931,0.0842638,-0.0792697,710,0,0,2007,-116.7136582,49.1400469
0.0342557,0.062684,0.2744255,0.3256017,0.0552128,0.1853763,0.0909068,0.1806145,1663,0,1,2007,-116.6821273,49.1680744
0.023685,0.03012,0.4247931,0.0219525,0.0170025,0.0088625,0.005755,-0.2454753,533,0,0,2007,-116.5799889,49.1284586
0.0258747,0.0443965,0.2026067,0.202489,0.0376238,0.1342611,0.07049,-0.0303999,1433,0,0,2007,-116.5697481,49.2279021
0.0225027,0.040954,0.1480242,0.1729084,0.0312846,0.1283194,0.0655903,-0.0686178,1325,0,0,2007,-116.6799714,49.1896339
0.0331993,0.059604,0.4322365,0.3727736,0.038471,0.1477739,0.057908,0.0180331,538,0,0,2007,-116.5883432,49.1998747
0.0335292,0.0630345,0.4582544,0.5630046,0.0374764,0.2091578,0.08012,0.4863396,535,0,1,2007,-116.5732515,49.133579
0.0665473,0.1127955,0.1310216,0.2767229,0.1265626,0.2126098,0.1375588,-0.046225,535,0,0,2007,-116.5910382,49.1077076
0.0547912,0.0982334,0.2210589,0.3126263,0.0976639,0.1994314,0.1146251,0.0245927,529,0,0,2007,-116.5953501,49.186939
0.01846,0.02803,0.7336902,0.06235,0.022035,0.0095775,0.0057275,-0.0455474,531,0,1,2007,-116.6311929,49.1756202
0.0175674,0.0360663,0.4487886,0.2027315,0.0226837,0.077132,0.0340122,0.0240695,1240,0,0,2007,-116.6624542,49.0996227
0.0262425,0.02968,0.5508293,0.0244275,0.019725,0.007075,0.00493,-0.1316436,531,0,1,2007,-116.651405,49.2419159
0.0250325,0.033145,0.489516,0.021045,0.0170575,0.0072125,0.002015,-0.2190373,531,0,0,2007,-116.6376607,49.2378734
0.0219146,0.0428447,0.2231487,0.1890695,0.0356355,0.1200826,0.0571137,0.0188396,1068,0,1,2007,-116.6532914,49.1298061
0.036755,0.072224,0.07318,0.1841013,0.0662896,0.1589937,0.1068131,-0.2342465,1727,0,0,2007,-116.7163532,49.1052821
0.0351527,0.0648011,0.319583,0.3936128,0.0511365,0.2029587,0.0862921,0.0847811,532,0,1,2007,-116.5999315,49.1222603
0.0355245,0.0661318,0.2773054,0.2726617,0.0530301,0.154271,0.0698555,0.214898,532,0,1,2007,-116.6357743,49.1545996
0.0568345,0.093335,-0.0398788,0.3013989,0.1009867,0.3264363,0.1997653,-0.0986126,533,0,0,2007,-116.626342,49.1915204
0.0435595,0.0860257,0.2590071,0.3124052,0.066633,0.1838671,0.0898644,0.0845296,533,0,0,2007,-116.6284979,49.2017612
0.0139886,0.0252889,0.3837738,0.1330422,0.0154534,0.0592467,0.0273427,-0.0024701,1837,0,1,2007,-116.7424941,49.2249377
0.05542,0.0968075,0.0362095,0.31282,0.11383,0.2909575,0.15464,-0.0877609,532,0,0,2007,-116.5864568,49.1761592
0.0201263,0.0481463,0.2192081,0.2402359,0.0419653,0.1538493,0.0826932,-0.0016334,1879,0,1,2007,-116.7645927,49.110133
0.036317,0.0577697,0.1494922,0.2101945,0.0480683,0.1555226,0.0964531,0.0339062,2078,0,0,2007,-116.7384517,49.1748117
0.1380442,0.1991955,-0.1463756,0.2786476,0.2296684,0.37421,0.3669871,-0.2966193,531,0,1,2007,-116.576755,49.1750812
0.0251009,0.0539455,0.3345106,0.2945727,0.0414353,0.1468966,0.0709221,-0.0037149,1553,0,0,2007,-116.775103,49.1028567
0.0164117,0.0347346,0.3012089,0.1539139,0.0255248,0.0826567,0.0441573,0.0111717,1757,0,1,2007,-116.7508485,49.1756202
0.0212183,0.0368778,0.1485508,0.1482497,0.0358961,0.1099012,0.0657001,-0.0087306,1839,0,0,2007,-116.7775284,49.1753507
0.0142556,0.0301483,0.4535539,0.169634,0.0195195,0.0637719,0.0268433,-0.0149106,1694,0,0,2007,-116.7508485,49.1031262
0.015489,0.0355705,0.2246352,0.1634954,0.0277061,0.1035154,0.0481575,-0.0236575,1310,0,1,2007,-116.7168921,49.2389514
0.0675632,0.1171953,-0.0650391,0.3152605,0.129983,0.3591217,0.2142493,-0.0970527,532,0,0,2007,-116.6363133,49.2128105
0.0207676,0.0374289,0.4954774,0.3151316,0.0263183,0.1063145,0.0449805,0.0560573,1588,0,0,2007,-116.7325228,49.2203563
0.0258101,0.0404788,0.2235502,0.1728109,0.0330114,0.1096637,0.0576466,-0.059141,1592,0,0,2007,-116.7794149,49.1540606
