"year","epoch","start","sensor","index","n_plots","r_m2","r_pc","abs_m2","abs_pc"
2020,7,"2020-08-04","LC08","NDMI",28,-0.265014400916971,0.185593266298203,0.265014400916971,0.185593266298203
2020,7,"2020-08-04","LC08","MSI",28,0.265014400916971,-0.185593266298203,0.265014400916971,0.185593266298203
2020,6,"2020-07-19","LC08","NBR",28,-0.263883807304216,0.165976767832249,0.263883807304216,0.165976767832249
2013,6,"2013-07-20","LC08","RGI",28,0.261896635754806,-0.256307534853665,0.261896635754806,0.256307534853665
2006,7,"2006-08-05","LT05","NBR",25,-0.261711130913259,0.328935825993485,0.261711130913259,0.328935825993485
2005,8,"2005-08-21","LT05","NDVI",28,-0.258711595998926,0.236128639481919,0.258711595998926,0.236128639481919
2007,1,"2007-05-01","LT05","NBR",28,-0.257609858074924,0.311635568661975,0.257609858074924,0.311635568661975
2020,10,"2020-09-21","LC08","RGI",28,0.255209422414762,-0.231268381582129,0.255209422414762,0.231268381582129
2008,9,"2008-09-05","LT05","RGI",28,0.253183724153655,-0.295364019394159,0.253183724153655,0.295364019394159
2020,6,"2020-07-19","LC08","NDMI",28,-0.251146169424592,0.162514403213414,0.251146169424592,0.162514403213414
2020,6,"2020-07-19","LC08","MSI",28,0.251146169424592,-0.162514403213414,0.251146169424592,0.162514403213414
2005,6,"2005-07-20","LT05","TCW",25,-0.250871491295766,0.281534540818511,0.250871491295766,0.281534540818511
2020,8,"2020-08-20","LC08","NDVI",28,-0.248797181785928,0.161597885030477,0.248797181785928,0.161597885030477
2005,6,"2005-07-20","LT05","NBR",25,-0.246868809379047,0.28064501159792,0.246868809379047,0.28064501159792
2006,7,"2006-08-05","LT05","RGI",25,0.246335467093791,-0.3303412588748,0.246335467093791,0.3303412588748
2007,6,"2007-07-20","LT05","RGI",28,0.244423691025472,-0.198093635375175,0.244423691025472,0.198093635375175
2020,8,"2020-08-20","LC08","RGI",28,0.244115088825668,-0.175584166706549,0.244115088825668,0.175584166706549
2020,7,"2020-08-04","LC08","RGI",28,0.242787790344881,-0.140698092771713,0.242787790344881,0.140698092771713
2007,1,"2007-05-01","LT05","NDVI",28,-0.242532721939674,0.271236673310757,0.242532721939674,0.271236673310757
2006,6,"2006-07-20","LT05","RGI",28,0.240303983482399,-0.174445769151218,0.240303983482399,0.174445769151218
2006,2,"2006-05-17","LT05","NDVI",25,-0.239904255258435,0.227437589476054,0.239904255258435,0.227437589476054
2006,3,"2006-06-02","LT05","NBR",28,-0.239802524317504,0.281629036904471,0.239802524317504,0.281629036904471
2009,5,"2009-07-04","LT05","RGI",28,0.23945830060614,-0.274470715786734,0.23945830060614,0.274470715786734
2020,7,"2020-08-04","LC08","NDVI",28,-0.234886465019531,0.126022752312362,0.234886465019531,0.126022752312362
2007,1,"2007-05-01","LT05","NDMI",28,-0.23339393461262,0.312303668615353,0.23339393461262,0.312303668615353
2007,1,"2007-05-01","LT05","MSI",28,0.23339393461262,-0.312303668615353,0.23339393461262,0.312303668615353
2009,9,"2009-09-06","LT05","RGI",28,0.232482346594582,-0.265078749398398,0.232482346594582,0.265078749398398
2003,5,"2003-07-04","LT05","RGI",28,-0.229874005337675,0.217734828017271,0.229874005337675,0.217734828017271
2006,4,"2006-06-18","LT05","NDVI",28,-0.225840415291614,0.203447417964596,0.225840415291614,0.203447417964596
2005,7,"2005-08-05","LT05","RGI",28,0.224931513546787,-0.219570473898446,0.224931513546787,0.219570473898446
2007,5,"2007-07-04","LT05","RGI",28,0.221808077008987,-0.207851610933537,0.221808077008987,0.207851610933537
2003,6,"2003-07-20","LT05","NDMI",22,-0.219414628198305,0.259513876312608,0.219414628198305,0.259513876312608
2003,6,"2003-07-20","LT05","MSI",22,0.219414628198305,-0.259513876312608,0.219414628198305,0.259513876312608
2006,4,"2006-06-18","LT05","RGI",28,0.216781286214389,-0.196420163624245,0.216781286214389,0.196420163624245
2006,1,"2006-05-01","LT05","NBR",26,-0.215118215073017,0.291680481287504,0.215118215073017,0.291680481287504
2010,5,"2010-07-04","LT05","NDMI",25,-0.211179111832418,0.320754696316858,0.211179111832418,0.320754696316858
2010,5,"2010-07-04","LT05","MSI",25,0.211179111832418,-0.320754696316858,0.211179111832418,0.320754696316858
2009,6,"2009-07-20","LT05","RGI",28,0.203513574548771,-0.396063109649907,0.203513574548771,0.396063109649907
2007,5,"2007-07-04","LT05","NDVI",28,-0.201502909354993,0.201165735077999,0.201502909354993,0.201165735077999
2003,8,"2003-08-21","LT05","TCW",28,-0.198340477006912,0.2089365642426,0.198340477006912,0.2089365642426
2011,7,"2011-08-05","LT05","RGI",28,0.194808093943071,-0.181333801758679,0.194808093943071,0.181333801758679
2010,5,"2010-07-04","LT05","NDVI",25,-0.192809325063615,0.211301306721185,0.192809325063615,0.211301306721185
2003,6,"2003-07-20","LT05","TCW",22,-0.185979177934454,0.197471273902021,0.185979177934454,0.197471273902021
2010,5,"2010-07-04","LT05","NBR",25,-0.18064664469256,0.308386488463574,0.18064664469256,0.308386488463574
2010,7,"2010-08-05","LT05","RGI",28,-0.178701090407215,0.186473862362544,0.178701090407215,0.186473862362544
2007,1,"2007-05-01","LT05","RGI",28,0.174628903048012,-0.212539453393784,0.174628903048012,0.212539453393784
2003,4,"2003-06-18","LT05","RGI",28,0.173447927017339,-0.165399047114894,0.173447927017339,0.165399047114894
2006,1,"2006-05-01","LT05","NDMI",26,-0.172971870423634,0.25018340231211,0.172971870423634,0.25018340231211
2006,1,"2006-05-01","LT05","MSI",26,0.172971870423634,-0.25018340231211,0.172971870423634,0.25018340231211
2006,3,"2006-06-02","LT05","RGI",28,0.170417995184462,-0.208429175495971,0.170417995184462,0.208429175495971
2005,6,"2005-07-20","LT05","RGI",25,0.170042900446833,-0.162179538354603,0.170042900446833,0.162179538354603
2020,6,"2020-07-19","LC08","NDVI",28,-0.165654943758198,0.0502602002379919,0.165654943758198,0.0502602002379919
2007,1,"2007-05-01","LT05","TCW",28,-0.164054116670074,0.20386967581526,0.164054116670074,0.20386967581526
2020,6,"2020-07-19","LC08","RGI",28,0.159618916289704,-0.0701431886922376,0.159618916289704,0.0701431886922376
2003,6,"2003-07-20","LT05","RGI",22,0.159412379941089,-0.125649408720683,0.159412379941089,0.125649408720683
2014,1,"2014-05-01","LC08","RGI",27,0.157613983298164,-0.247408607152999,0.157613983298164,0.247408607152999
2009,2,"2009-05-17","LT05","RGI",28,0.157338013081484,-0.2110429598156,0.157338013081484,0.2110429598156
2010,7,"2010-08-05","LT05","NDVI",28,-0.155468044813074,0.0661846579882632,0.155468044813074,0.0661846579882632
2006,10,"2006-09-22","LT05","RGI",28,0.154807989875581,-0.11544499655307,0.154807989875581,0.11544499655307
2010,5,"2010-07-04","LT05","TCW",25,-0.147342310490694,0.280137174584929,0.147342310490694,0.280137174584929
2006,5,"2006-07-04","LT05","NDVI",25,-0.141533902238854,0.0883822475513198,0.141533902238854,0.0883822475513198
2011,5,"2011-07-04","LT05","RGI",23,0.138693777116003,-0.126015851835394,0.138693777116003,0.126015851835394
2014,1,"2014-05-01","LC08","NDVI",27,-0.137657923255972,0.228257410705406,0.137657923255972,0.228257410705406
2010,5,"2010-07-04","LT05","RGI",25,0.129042623425021,-0.200395130631647,0.129042623425021,0.200395130631647
2005,10,"2005-09-22","LT05","RGI",28,0.126810689935505,-0.184434382817661,0.126810689935505,0.184434382817661
2006,3,"2006-06-02","LT05","NDVI",28,-0.122456441400924,0.147086696548915,0.122456441400924,0.147086696548915
2008,3,"2008-06-01","LT05","RGI",28,0.116612405918213,-0.126385235654619,0.116612405918213,0.126385235654619
2006,2,"2006-05-17","LT05","RGI",25,-0.108073726774252,0.0910110457082389,0.108073726774252,0.0910110457082389
2005,8,"2005-08-21","LT05","RGI",28,0.0982312351122041,-0.0664275012823703,0.0982312351122041,0.0664275012823703
2006,5,"2006-07-04","LT05","RGI",25,-0.0799703316817786,0.0325171215019899,0.0799703316817786,0.0325171215019899
2003,7,"2003-08-05","LT05","RGI",28,0.0764204561326178,-0.0885353359998986,0.0764204561326178,0.0885353359998986
2006,1,"2006-05-01","LT05","TCW",26,-0.0570409539583957,0.0987817571477328,0.0570409539583957,0.0987817571477328
2007,9,"2007-09-06","LT05","RGI",28,0.0503680868771379,-0.0128587872015333,0.0503680868771379,0.0128587872015333
