"MSI","NBR","NDMI","NDVI","RGI","TCW","in_fire","pi_mpb_killed","pi_mpb_killed_pc","plot","point_id","year","epoch","epoch_start","sensor","n_scenes"
-0.066425547003746,0.315487563610077,0.066425547003746,0.493983179330826,1.02006322957198,-0.07127911025,NA,42.2896190094521,80.3480178591308,19,74,2003,3,"2003-06-02","LT05",1
0.0925729349255562,0.168124139308929,-0.0925729349255562,0.379284113645554,1.18144329896907,-0.13044070175,NA,42.2896190094521,80.3480178591308,19,75,2003,3,"2003-06-02","LT05",1
0.0925729349255562,0.168124139308929,-0.0925729349255562,0.379284113645554,1.18144329896907,-0.13044070175,NA,42.2896190094521,80.3480178591308,19,76,2003,3,"2003-06-02","LT05",1
-0.166403472423553,0.491826057434082,0.166403472423553,0.630703270435333,0.886754763368162,-0.0526232285,NA,32.1352144081669,81.4756191353309,20,77,2003,3,"2003-06-02","LT05",1
-0.156627759337425,0.413780778646469,0.156627759337425,0.593871831893921,1.08085758039816,-0.0671583315,NA,32.1352144081669,81.4756191353309,20,78,2003,3,"2003-06-02","LT05",1
-0.155477449297905,0.377430319786072,0.155477449297905,0.615570187568665,0.878698630136986,-0.06836719575,NA,32.1352144081669,81.4756191353309,20,79,2003,3,"2003-06-02","LT05",1
-0.148370370268822,0.397658497095108,0.148370370268822,0.618104577064514,0.963944277519803,-0.06312558575,NA,32.1352144081669,81.4756191353309,20,80,2003,3,"2003-06-02","LT05",1
-0.271354973316193,0.534677028656006,0.271354973316193,0.613843441009521,1.01654867256637,-0.03485541525,NA,27.0580121075243,82.4046190094521,21,81,2003,3,"2003-06-02","LT05",1
-0.271354973316193,0.534677028656006,0.271354973316193,0.613843441009521,1.01654867256637,-0.03485541525,NA,27.0580121075243,82.4046190094521,21,82,2003,3,"2003-06-02","LT05",1
-0.166298538446426,0.432910114526749,0.166298538446426,0.632074594497681,1.01654867256637,-0.05753188225,NA,27.0580121075243,82.4046190094521,21,83,2003,3,"2003-06-02","LT05",1
-0.166298538446426,0.432910114526749,0.166298538446426,0.632074594497681,1.01654867256637,-0.05753188225,NA,27.0580121075243,82.4046190094521,21,84,2003,3,"2003-06-02","LT05",1
-0.260753720998764,0.522570729255676,0.260753720998764,0.656895756721497,0.794250086595082,-0.04294797225,NA,29.5966132578456,81.6962208952268,22,85,2003,3,"2003-06-02","LT05",1
-0.260753720998764,0.522570729255676,0.260753720998764,0.656895756721497,0.794250086595082,-0.04294797225,NA,29.5966132578456,81.6962208952268,22,86,2003,3,"2003-06-02","LT05",1
-0.169126346707344,0.449741125106812,0.169126346707344,0.633779346942902,0.882646345687565,-0.061299946,NA,29.5966132578456,81.6962208952268,22,87,2003,3,"2003-06-02","LT05",1
-0.169126346707344,0.449741125106812,0.169126346707344,0.633779346942902,0.882646345687565,-0.061299946,NA,29.5966132578456,81.6962208952268,22,88,2003,3,"2003-06-02","LT05",1
-0.208720788359642,0.380671471357346,0.208720788359642,0.641383528709412,0.780277715898121,-0.05180279075,NA,15.6960379933792,83.0254167088095,23,89,2003,3,"2003-06-02","LT05",1
-0.208720788359642,0.380671471357346,0.208720788359642,0.641383528709412,0.780277715898121,-0.05180279075,NA,15.6960379933792,83.0254167088095,23,90,2003,3,"2003-06-02","LT05",1
-0.108919844031334,0.353628575801849,0.108919844031334,0.523868680000305,1.01522903750075,-0.06953034125,NA,15.6960379933792,83.0254167088095,23,91,2003,3,"2003-06-02","LT05",1
-0.224837765097618,0.395880103111267,0.224837765097618,0.562339782714844,1.10006738544474,-0.0456529355,NA,15.6960379933792,83.0254167088095,23,92,2003,3,"2003-06-02","LT05",1
-0.207900866866112,0.492316454648972,0.207900866866112,0.625093519687653,0.783925955520043,-0.0458673805,NA,12.4474495204142,86.4397252412076,24,93,2003,3,"2003-06-02","LT05",1
-0.289081871509552,0.535330653190613,0.289081871509552,0.641383528709412,0.698159590724868,-0.03190373025,NA,12.4474495204142,86.4397252412076,24,94,2003,3,"2003-06-02","LT05",1
-0.207900866866112,0.492316454648972,0.207900866866112,0.625093519687653,0.783925955520043,-0.0458673805,NA,12.4474495204142,86.4397252412076,24,95,2003,3,"2003-06-02","LT05",1
-0.289081871509552,0.535330653190613,0.289081871509552,0.641383528709412,0.698159590724868,-0.03190373025,NA,12.4474495204142,86.4397252412076,24,96,2003,3,"2003-06-02","LT05",1
-0.69286459684372,0.859840512275696,0.69286459684372,0.935023427009583,0.723213763239511,0.004359302875,NA,15.0241928019693,84.9091941165153,1,1,2003,4,"2003-06-18","LT05",2
-0.747340559959412,0.889020919799805,0.747340559959412,0.967201888561249,0.789668286499049,0.018910584125,NA,15.0241928019693,84.9091941165153,1,2,2003,4,"2003-06-18","LT05",2
-0.699799716472626,0.85949295759201,0.699799716472626,0.979209125041962,2.05543710021322,-0.00210916187500002,NA,15.0241928019693,84.9091941165153,1,3,2003,4,"2003-06-18","LT05",2
-0.557129323482513,0.785847723484039,0.557129323482513,0.977844655513763,1.38927613941019,-0.03043993,NA,15.0241928019693,84.9091941165153,1,4,2003,4,"2003-06-18","LT05",2
-0.504277050495148,0.777276039123535,0.504277050495148,0.828044235706329,0.714546521483993,-0.02426353175,NA,39.7510178591308,80.6718155584882,2,5,2003,4,"2003-06-18","LT05",2
-0.470669269561768,0.725976407527924,0.470669269561768,0.799182772636414,0.796309578144357,-0.03209268825,NA,39.7510178591308,80.6718155584882,2,6,2003,4,"2003-06-18","LT05",2
-0.504241824150085,0.740454912185669,0.504241824150085,0.82802939414978,0.648922311700616,-0.02777758075,NA,39.7510178591308,80.6718155584882,2,7,2003,4,"2003-06-18","LT05",2
-0.463603407144547,0.722930908203125,0.463603407144547,0.822038233280182,0.704772958073408,-0.03175578575,NA,39.7510178591308,80.6718155584882,2,8,2003,4,"2003-06-18","LT05",2
-0.415750056505203,0.7188521027565,0.415750056505203,0.716337561607361,0.946008279124778,-0.0318718,NA,37.2124167088095,80.7369574840845,3,9,2003,4,"2003-06-18","LT05",2
-0.426628857851028,0.700262188911438,0.426628857851028,0.758112013339996,0.730691898285038,-0.0311585655,NA,37.2124167088095,80.7369574840845,3,10,2003,4,"2003-06-18","LT05",2
-0.340275287628174,0.620560050010681,0.340275287628174,0.716337561607361,0.746442069898745,-0.05294937575,NA,37.2124167088095,80.7369574840845,3,11,2003,4,"2003-06-18","LT05",2
-0.409719288349152,0.674257397651672,0.409719288349152,0.750993490219116,0.802247191011236,-0.038480083,NA,37.2124167088095,80.7369574840845,3,12,2003,4,"2003-06-18","LT05",2
-0.425728559494019,0.658590078353882,0.425728559494019,0.735121190547943,0.742027821021443,-0.03597976375,NA,24.519410957203,82.8216273785474,4,13,2003,4,"2003-06-18","LT05",2
-0.471144258975983,0.692086279392242,0.471144258975983,0.751283228397369,0.802754677754678,-0.02478746175,NA,24.519410957203,82.8216273785474,4,14,2003,4,"2003-06-18","LT05",2
-0.284386307001114,0.54022479057312,0.284386307001114,0.676484286785126,0.803245827069118,-0.07837441825,NA,24.519410957203,82.8216273785474,4,15,2003,4,"2003-06-18","LT05",2
-0.419758588075638,0.674257397651672,0.419758588075638,0.750993490219116,0.737042268825383,-0.036153066,NA,24.519410957203,82.8216273785474,4,16,2003,4,"2003-06-18","LT05",2
-0.502367854118347,0.751639544963837,0.502367854118347,0.786137998104095,0.714574023353035,-0.01632241725,NA,6.64870741023682,89.0634714879892,5,17,2003,4,"2003-06-18","LT05",2
-0.401544958353043,0.679874897003174,0.401544958353043,0.721273124217987,0.802580366152515,-0.0265185345,NA,6.64870741023682,89.0634714879892,5,18,2003,4,"2003-06-18","LT05",2
-0.512230813503265,0.777941703796387,0.512230813503265,0.788173079490662,0.723427754677755,-0.01506859875,NA,6.64870741023682,89.0634714879892,5,19,2003,4,"2003-06-18","LT05",2
-0.512230813503265,0.777941703796387,0.512230813503265,0.788173079490662,0.723427754677755,-0.01506859875,NA,6.64870741023682,89.0634714879892,5,20,2003,4,"2003-06-18","LT05",2
-0.351190388202667,0.601939082145691,0.351190388202667,0.721154928207397,0.689468526900285,-0.049744688,NA,6.32572524120759,89.2954419375831,6,21,2003,4,"2003-06-18","LT05",2
-0.430693328380585,0.689080893993378,0.430693328380585,0.775764465332031,0.644815488565488,-0.028110911,NA,6.32572524120759,89.2954419375831,6,22,2003,4,"2003-06-18","LT05",2
-0.394583612680435,0.678588449954987,0.394583612680435,0.717430174350739,0.873802483737433,-0.0360570415,NA,6.32572524120759,89.2954419375831,6,23,2003,4,"2003-06-18","LT05",2
-0.394583612680435,0.678588449954987,0.394583612680435,0.717430174350739,0.873802483737433,-0.0360570415,NA,6.32572524120759,89.2954419375831,6,24,2003,4,"2003-06-18","LT05",2
-0.255240172147751,0.465695291757584,0.255240172147751,0.713635087013245,0.802781701619037,-0.08157322925,NA,4.79519411651529,90.5771284723991,7,25,2003,4,"2003-06-18","LT05",2
-0.169925138354301,0.409149140119553,0.169925138354301,0.605884850025177,0.864993942373536,-0.110750117375,NA,4.79519411651529,90.5771284723991,7,26,2003,4,"2003-06-18","LT05",2
-0.255240172147751,0.465695291757584,0.255240172147751,0.713635087013245,0.802781701619037,-0.08157322925,NA,4.79519411651529,90.5771284723991,7,27,2003,4,"2003-06-18","LT05",2
-0.146200627088547,0.393921047449112,0.146200627088547,0.623226642608643,0.853237292297618,-0.10813830625,NA,4.79519411651529,90.5771284723991,7,28,2003,4,"2003-06-18","LT05",2
-0.0569275207817554,0.277642160654068,0.0569275207817554,0.572946131229401,0.951873997374945,-0.135918171,NA,2.70762737854738,90.6412201597734,8,29,2003,4,"2003-06-18","LT05",2
-0.174616813659668,0.411235988140106,0.174616813659668,0.643306493759155,0.855404472173934,-0.093230233125,NA,2.70762737854738,90.6412201597734,8,30,2003,4,"2003-06-18","LT05",2
-0.0195215884596109,0.252047300338745,0.0195215884596109,0.582352638244629,0.91529935167405,-0.162971748375,NA,2.70762737854738,90.6412201597734,8,31,2003,4,"2003-06-18","LT05",2
-0.10969540476799,0.333346098661423,0.10969540476799,0.610949814319611,0.932593250444049,-0.121772254875,NA,2.70762737854738,90.6412201597734,8,32,2003,4,"2003-06-18","LT05",2
-0.0902485474944115,0.310277879238129,0.0902485474944115,0.598192036151886,0.938407875714253,-0.120628076125,NA,2.40276885946298,91.692429154288,9,33,2003,4,"2003-06-18","LT05",2
-0.0740557983517647,0.301850616931915,0.0740557983517647,0.593748807907104,1.02823126826834,-0.13186090075,NA,2.40276885946298,91.692429154288,9,34,2003,4,"2003-06-18","LT05",2
-0.0484099611639977,0.255123496055603,0.0484099611639977,0.621529161930084,0.850314438410852,-0.146092443625,NA,2.40276885946298,91.692429154288,9,35,2003,4,"2003-06-18","LT05",2
-0.0482110865414143,0.29001858830452,0.0482110865414143,0.594644725322723,1.00078502271808,-0.136545744375,NA,2.40276885946298,91.692429154288,9,36,2003,4,"2003-06-18","LT05",2
-0.232507571578026,0.45671996474266,0.232507571578026,0.68911200761795,0.762263447872029,-0.07442156,NA,9.18144193758311,88.4778213100947,10,37,2003,4,"2003-06-18","LT05",2
-0.236914306879044,0.508109092712402,0.236914306879044,0.656663000583649,0.832532360472866,-0.048817458125,NA,9.18144193758311,88.4778213100947,10,38,2003,4,"2003-06-18","LT05",2
-0.182283952832222,0.439943492412567,0.182283952832222,0.660083949565887,0.82685806129801,-0.07860907575,NA,9.18144193758311,88.4778213100947,10,39,2003,4,"2003-06-18","LT05",2
-0.236041441559792,0.498858958482742,0.236041441559792,0.645479083061218,0.830926874708896,-0.0496184905,NA,9.18144193758311,88.4778213100947,10,40,2003,4,"2003-06-18","LT05",2
-0.236914306879044,0.508109092712402,0.236914306879044,0.656663000583649,0.832532360472866,-0.048817458125,NA,1.58222089522678,92.3915414763885,11,41,2003,4,"2003-06-18","LT05",2
-0.267583310604095,0.578032314777374,0.267583310604095,0.65692013502121,0.787736838425505,-0.037474568875,NA,1.58222089522678,92.3915414763885,11,42,2003,4,"2003-06-18","LT05",2
-0.236041441559792,0.498858958482742,0.236041441559792,0.645479083061218,0.830926874708896,-0.0496184905,NA,1.58222089522678,92.3915414763885,11,43,2003,4,"2003-06-18","LT05",2
-0.277300894260406,0.569282948970795,0.277300894260406,0.633144736289978,0.933147741530741,-0.035943437625,NA,1.58222089522678,92.3915414763885,11,44,2003,4,"2003-06-18","LT05",2
-0.258014619350433,0.523032426834106,0.258014619350433,0.636898040771484,0.832963866105077,-0.0389937775,NA,1.3616191353309,92.5614495204142,12,45,2003,4,"2003-06-18","LT05",2
-0.338014394044876,0.572609961032867,0.338014394044876,0.622208058834076,0.885468950927117,-0.0243960515,NA,1.3616191353309,92.5614495204142,12,46,2003,4,"2003-06-18","LT05",2
-0.235337197780609,0.477471351623535,0.235337197780609,0.663047254085541,0.831059333893087,-0.053045525375,NA,1.3616191353309,92.5614495204142,12,47,2003,4,"2003-06-18","LT05",2
-0.2854323387146,0.556850731372833,0.2854323387146,0.640224397182465,0.885521187494817,-0.032919812625,NA,1.3616191353309,92.5614495204142,12,48,2003,4,"2003-06-18","LT05",2
-0.338014394044876,0.572609961032867,0.338014394044876,0.622208058834076,0.885468950927117,-0.0243960515,NA,11.578429154288,86.7801906400317,13,49,2003,4,"2003-06-18","LT05",2
-0.263717293739319,0.522677421569824,0.263717293739319,0.527918338775635,0.954867855350167,-0.04595873275,NA,11.578429154288,86.7801906400317,13,50,2003,4,"2003-06-18","LT05",2
-0.2854323387146,0.556850731372833,0.2854323387146,0.640224397182465,0.885521187494817,-0.032919812625,NA,11.578429154288,86.7801906400317,13,51,2003,4,"2003-06-18","LT05",2
-0.282976537942886,0.52247017621994,0.282976537942886,0.508700430393219,0.941978980765417,-0.0426683495,NA,11.578429154288,86.7801906400317,13,52,2003,4,"2003-06-18","LT05",2
-0.347418963909149,0.606499969959259,0.347418963909149,0.701693713665009,0.686040258143823,-0.026624289875,NA,12.2775414763885,86.7627074102368,14,53,2003,4,"2003-06-18","LT05",2
-0.347418963909149,0.606499969959259,0.347418963909149,0.701693713665009,0.686040258143823,-0.026624289875,NA,12.2775414763885,86.7627074102368,14,54,2003,4,"2003-06-18","LT05",2
-0.350671976804733,0.631876409053802,0.350671976804733,0.674816370010376,0.736794402349273,-0.024528880625,NA,12.2775414763885,86.7627074102368,14,55,2003,4,"2003-06-18","LT05",2
-0.350671976804733,0.631876409053802,0.350671976804733,0.674816370010376,0.736794402349273,-0.024528880625,NA,12.2775414763885,86.7627074102368,14,56,2003,4,"2003-06-18","LT05",2
-0.173651799559593,0.472974240779877,0.173651799559593,0.619128048419952,0.922624095784485,-0.080518068,NA,0.622957484084543,97.850410957203,15,59,2003,4,"2003-06-18","LT05",2
-0.173651799559593,0.472974240779877,0.173651799559593,0.619128048419952,0.922624095784485,-0.080518068,NA,0.622957484084543,97.850410957203,15,60,2003,4,"2003-06-18","LT05",2
-0.352814018726349,0.639076590538025,0.352814018726349,0.755938053131104,0.721370483935475,-0.0523402425,NA,34.6738155584882,81.2893700172594,17,65,2003,4,"2003-06-18","LT05",2
-0.392587840557098,0.669304072856903,0.392587840557098,0.770027816295624,0.682524676769081,-0.041490806375,NA,34.6738155584882,81.2893700172594,17,66,2003,4,"2003-06-18","LT05",2
-0.36098900437355,0.665038406848907,0.36098900437355,0.757391035556793,0.74422313067177,-0.046319160125,NA,34.6738155584882,81.2893700172594,17,67,2003,4,"2003-06-18","LT05",2
-0.364544898271561,0.657102465629578,0.364544898271561,0.738849759101868,0.783563397528665,-0.045717192,NA,34.6738155584882,81.2893700172594,17,68,2003,4,"2003-06-18","LT05",2
-0.310565114021301,0.582693159580231,0.310565114021301,0.726928651332855,0.779771388985106,-0.04748403125,NA,26.7821906400317,82.516768859463,18,69,2003,4,"2003-06-18","LT05",2
-0.22317498922348,0.528101205825806,0.22317498922348,0.721874594688416,0.779345645707961,-0.06386578675,NA,26.7821906400317,82.516768859463,18,70,2003,4,"2003-06-18","LT05",2
-0.296585947275162,0.589223384857178,0.296585947275162,0.731357514858246,0.704804203678218,-0.0493170135,NA,26.7821906400317,82.516768859463,18,71,2003,4,"2003-06-18","LT05",2
-0.301368445158005,0.551467955112457,0.301368445158005,0.721640825271606,0.779513408902405,-0.050031579,NA,26.7821906400317,82.516768859463,18,72,2003,4,"2003-06-18","LT05",2
-0.289772301912308,0.584458947181702,0.289772301912308,0.720566987991333,0.782799473453269,-0.05389444625,NA,42.2896190094521,80.3480178591308,19,73,2003,4,"2003-06-18","LT05",2
