"year","date","doy","hour","temp","wind"
2005,2005-05-01,121,5,2.9,0
2005,2005-05-01,121,6,3.4,0
2005,2005-05-01,121,7,7.6,0
2005,2005-05-01,121,8,10.2,0
2005,2005-05-01,121,9,12,0
2005,2005-05-01,121,10,14.8,6
2005,2005-05-01,121,11,17.3,6
2005,2005-05-01,121,12,19.3,7
2005,2005-05-01,121,13,20.4,7
2005,2005-05-01,121,14,17.1,11
2005,2005-05-01,121,15,18.7,13
2005,2005-05-01,121,16,18.8,11
2005,2005-05-01,121,17,18.6,7
2005,2005-05-01,121,18,17.8,7
2005,2005-05-01,121,19,16.4,15
2005,2005-05-01,121,20,15,13
2005,2005-05-02,122,5,7.2,0
2005,2005-05-02,122,6,7.5,0
2005,2005-05-02,122,7,9.9,0
2005,2005-05-02,122,8,11.1,0
2005,2005-05-02,122,9,12.9,9
2005,2005-05-02,122,10,14.8,15
2005,2005-05-02,122,11,17.6,9
2005,2005-05-02,122,12,20.9,0
2005,2005-05-02,122,13,21.6,6
2005,2005-05-02,122,14,20.9,9
2005,2005-05-02,122,15,21,9
2005,2005-05-02,122,16,21,7
2005,2005-05-02,122,17,21.6,15
2005,2005-05-02,122,18,19.6,0
2005,2005-05-02,122,19,16.6,0
2005,2005-05-02,122,20,13.6,0
2005,2005-05-03,123,5,7.4,0
2005,2005-05-03,123,6,8.6,0
2005,2005-05-03,123,7,10,0
2005,2005-05-03,123,8,11.4,0
2005,2005-05-03,123,9,13.6,9
2005,2005-05-03,123,10,14.9,15
2005,2005-05-03,123,11,16.1,11
2005,2005-05-03,123,12,17.9,15
2005,2005-05-03,123,13,18.1,19
2005,2005-05-03,123,14,18.9,17
2005,2005-05-03,123,15,14.8,19
2005,2005-05-03,123,16,13.1,0
2005,2005-05-03,123,17,15.7,0
2005,2005-05-03,123,18,14.7,0
2005,2005-05-03,123,19,13.5,7
2005,2005-05-03,123,20,12.6,19
2005,2005-05-04,124,5,7.8,0
2005,2005-05-04,124,6,8.4,0
2005,2005-05-04,124,7,9.5,7
2005,2005-05-04,124,8,10.8,9
2005,2005-05-04,124,9,12.9,7
2005,2005-05-04,124,10,12.4,13
2005,2005-05-04,124,11,12.4,9
2005,2005-05-04,124,12,14.3,7
2005,2005-05-04,124,13,12.4,19
2005,2005-05-04,124,14,11.8,0
2005,2005-05-04,124,15,13.4,0
2005,2005-05-04,124,16,14.3,9
2005,2005-05-04,124,17,13.7,0
2005,2005-05-04,124,18,12.8,0
2005,2005-05-04,124,19,12,0
2005,2005-05-04,124,20,11.3,0
2005,2005-05-05,125,5,8.1,0
2005,2005-05-05,125,6,8.9,9
2005,2005-05-05,125,7,9.9,11
2005,2005-05-05,125,8,11.3,11
2005,2005-05-05,125,9,13.8,15
2005,2005-05-05,125,10,15.4,19
2005,2005-05-05,125,11,17.3,15
2005,2005-05-05,125,12,18,15
2005,2005-05-05,125,13,18.9,17
2005,2005-05-05,125,14,19.2,13
2005,2005-05-05,125,15,19.9,11
2005,2005-05-05,125,16,19.8,9
2005,2005-05-05,125,17,19.2,9
2005,2005-05-05,125,18,18.4,7
2005,2005-05-05,125,19,16.7,9
2005,2005-05-05,125,20,15.8,6
2005,2005-05-06,126,5,10.3,0
2005,2005-05-06,126,6,10.8,6
2005,2005-05-06,126,7,11.9,6
2005,2005-05-06,126,8,13.7,0
2005,2005-05-06,126,9,16.5,0
2005,2005-05-06,126,10,17.5,6
2005,2005-05-06,126,11,19.4,0
2005,2005-05-06,126,12,19.7,0
2005,2005-05-06,126,13,21.2,6
2005,2005-05-06,126,14,19.5,0
2005,2005-05-06,126,15,20.3,0
2005,2005-05-06,126,16,21.5,13
2005,2005-05-06,126,17,22.3,11
2005,2005-05-06,126,18,21.1,15
2005,2005-05-06,126,19,18.9,15
2005,2005-05-06,126,20,16.7,9
2005,2005-05-07,127,5,6.6,7
2005,2005-05-07,127,6,8,0
2005,2005-05-07,127,7,12.6,6
2005,2005-05-07,127,8,14.1,19
2005,2005-05-07,127,9,15.7,19
2005,2005-05-07,127,10,17.2,19
2005,2005-05-07,127,11,19.3,19
2005,2005-05-07,127,12,19.3,9
2005,2005-05-07,127,13,22,0
2005,2005-05-07,127,14,22.2,0
2005,2005-05-07,127,15,21.6,9
2005,2005-05-07,127,16,21.9,13
2005,2005-05-07,127,17,20.8,22
2005,2005-05-07,127,18,19.9,22
2005,2005-05-07,127,19,18.9,9
2005,2005-05-07,127,20,17.3,19
2005,2005-05-08,128,5,11.7,0
2005,2005-05-08,128,6,11.6,0
2005,2005-05-08,128,7,11.1,0
2005,2005-05-08,128,8,11.7,0
2005,2005-05-08,128,9,13.1,11
2005,2005-05-08,128,10,13.4,19
2005,2005-05-08,128,11,14.2,19
2005,2005-05-08,128,12,15.5,9
2005,2005-05-08,128,13,14.7,9
2005,2005-05-08,128,14,16.3,0
2005,2005-05-08,128,15,16.2,19
2005,2005-05-08,128,16,16.2,19
2005,2005-05-08,128,17,16,11
2005,2005-05-08,128,18,15,9
2005,2005-05-08,128,19,14.6,6
2005,2005-05-08,128,20,13.1,13
2005,2005-05-09,129,5,9.7,19
2005,2005-05-09,129,6,10.3,19
2005,2005-05-09,129,7,10.3,9
2005,2005-05-09,129,8,10.7,9
2005,2005-05-09,129,9,11.3,9
2005,2005-05-09,129,10,12.3,13
2005,2005-05-09,129,11,12.5,15
2005,2005-05-09,129,12,12.8,7
2005,2005-05-09,129,13,13.2,7
2005,2005-05-09,129,14,13.8,6
2005,2005-05-09,129,15,14.3,6
2005,2005-05-09,129,16,14.6,6
2005,2005-05-09,129,17,14.9,0
2005,2005-05-09,129,18,14.2,0
2005,2005-05-09,129,19,14.2,0
2005,2005-05-09,129,20,13.2,0
2005,2005-05-10,130,5,10.4,0
2005,2005-05-10,130,6,10.9,0
2005,2005-05-10,130,7,11.9,0
2005,2005-05-10,130,8,12.9,0
2005,2005-05-10,130,9,14.5,0
2005,2005-05-10,130,10,16.2,9
2005,2005-05-10,130,11,16.9,9
2005,2005-05-10,130,12,17.3,0
2005,2005-05-10,130,13,17.7,11
2005,2005-05-10,130,14,17.5,9
2005,2005-05-10,130,15,18.4,0
2005,2005-05-10,130,16,18.2,9
2005,2005-05-10,130,17,19.6,15
2005,2005-05-10,130,18,20.1,11
2005,2005-05-10,130,19,19,15
2005,2005-05-10,130,20,14.4,0
2005,2005-05-11,131,5,4,9
2005,2005-05-11,131,6,6.6,0
2005,2005-05-11,131,7,9.3,0
2005,2005-05-11,131,8,11.6,9
2005,2005-05-11,131,9,14.5,9
2005,2005-05-11,131,10,16.6,9
2005,2005-05-11,131,11,18.8,7
2005,2005-05-11,131,12,20.6,9
2005,2005-05-11,131,13,22.1,9
2005,2005-05-11,131,14,23.4,11
2005,2005-05-11,131,15,23.9,19
2005,2005-05-11,131,16,24.3,19
2005,2005-05-11,131,17,24.5,19
2005,2005-05-11,131,18,21.5,15
2005,2005-05-11,131,19,19.4,15
2005,2005-05-11,131,20,16.4,6
2005,2005-05-12,132,5,5.7,0
2005,2005-05-12,132,6,7.5,0
2005,2005-05-12,132,7,9.7,0
2005,2005-05-12,132,8,12.7,0
2005,2005-05-12,132,9,15.4,7
2005,2005-05-12,132,10,18.6,6
2005,2005-05-12,132,11,19.3,0
2005,2005-05-12,132,12,22.2,7
2005,2005-05-12,132,13,23.5,7
2005,2005-05-12,132,14,25.1,11
2005,2005-05-12,132,15,26.4,0
2005,2005-05-12,132,16,24.3,0
2005,2005-05-12,132,17,23.7,0
2005,2005-05-12,132,18,22.2,9
2005,2005-05-12,132,19,21.9,0
2005,2005-05-12,132,20,19.6,0
2005,2005-05-13,133,5,11.4,0
2005,2005-05-13,133,6,12,0
2005,2005-05-13,133,7,12.8,0
2005,2005-05-13,133,8,14,0
2005,2005-05-13,133,9,15.1,0
2005,2005-05-13,133,10,17.9,0
2005,2005-05-13,133,11,19.7,0
2005,2005-05-13,133,12,24.2,11
2005,2005-05-13,133,13,25.3,15
2005,2005-05-13,133,14,25.8,22
2005,2005-05-13,133,15,25.6,13
2005,2005-05-13,133,16,25.5,15
2005,2005-05-13,133,17,25.3,19
2005,2005-05-13,133,18,24.7,19
2005,2005-05-13,133,19,22.2,15
2005,2005-05-13,133,20,21.7,11
2005,2005-05-14,134,5,12.1,0
2005,2005-05-14,134,6,12.5,0
2005,2005-05-14,134,7,13.4,0
2005,2005-05-14,134,8,13.5,0
2005,2005-05-14,134,9,13.8,0
2005,2005-05-14,134,10,14.6,7
2005,2005-05-14,134,11,13.7,19
2005,2005-05-14,134,12,13.2,9
2005,2005-05-14,134,13,14.4,0
2005,2005-05-14,134,14,14,0
2005,2005-05-14,134,15,14.7,0
2005,2005-05-14,134,16,16.4,0
2005,2005-05-14,134,17,16.3,0
2005,2005-05-14,134,18,16.3,0
2005,2005-05-14,134,19,15.3,0
2005,2005-05-14,134,20,14.1,0
2005,2005-05-15,135,5,11.7,11
2005,2005-05-15,135,6,12.2,0
2005,2005-05-15,135,7,13.8,9
2005,2005-05-15,135,8,15.2,19
2005,2005-05-15,135,9,16.8,19
2005,2005-05-15,135,10,17.7,15
2005,2005-05-15,135,11,19.6,9
2005,2005-05-15,135,12,19.6,9
2005,2005-05-15,135,13,20.4,7
2005,2005-05-15,135,14,16.7,22
2005,2005-05-15,135,15,16.1,19
2005,2005-05-15,135,16,14.3,9
2005,2005-05-15,135,17,14.2,15
2005,2005-05-15,135,18,13.9,9
2005,2005-05-15,135,19,13.5,0
2005,2005-05-15,135,20,13.6,0
2005,2005-05-16,136,5,10.3,0
2005,2005-05-16,136,6,10.4,0
2005,2005-05-16,136,7,11.1,0
2005,2005-05-16,136,8,12.2,0
2005,2005-05-16,136,9,14.4,0
2005,2005-05-16,136,10,14.9,0
2005,2005-05-16,136,11,16.4,15
2005,2005-05-16,136,12,17.6,17
2005,2005-05-16,136,13,17.8,19
2005,2005-05-16,136,14,18.5,28
2005,2005-05-16,136,15,17.7,19
2005,2005-05-16,136,16,18.2,15
2005,2005-05-16,136,17,17.4,19
2005,2005-05-16,136,18,16,11
2005,2005-05-16,136,19,14,11
2005,2005-05-16,136,20,14.2,7
2005,2005-05-17,137,5,10,7
2005,2005-05-17,137,6,10.5,0
2005,2005-05-17,137,7,10.9,11
2005,2005-05-17,137,8,12.4,13
2005,2005-05-17,137,9,14.3,9
2005,2005-05-17,137,10,15.8,19
2005,2005-05-17,137,11,14.8,11
2005,2005-05-17,137,12,16.3,28
2005,2005-05-17,137,13,14.2,19
2005,2005-05-17,137,14,15.5,20
2005,2005-05-17,137,15,16,24
2005,2005-05-17,137,16,16.6,22
2005,2005-05-17,137,17,15.6,6
2005,2005-05-17,137,18,14.4,9
2005,2005-05-17,137,19,13.6,0
2005,2005-05-17,137,20,13.8,0
2005,2005-05-18,138,5,4.7,0
2005,2005-05-18,138,6,6.9,0
2005,2005-05-18,138,7,9.9,0
2005,2005-05-18,138,8,11.6,0
2005,2005-05-18,138,9,12.6,0
2005,2005-05-18,138,10,12.4,7
2005,2005-05-18,138,11,12.5,0
2005,2005-05-18,138,12,12.7,0
2005,2005-05-18,138,13,12.3,0
2005,2005-05-18,138,14,11.2,0
2005,2005-05-18,138,15,11.8,0
2005,2005-05-18,138,16,11.5,0
2005,2005-05-18,138,17,11.7,0
2005,2005-05-18,138,18,11.9,0
2005,2005-05-18,138,19,11.3,6
2005,2005-05-18,138,20,10.6,0
2005,2005-05-19,139,5,9.7,0
2005,2005-05-19,139,6,10.3,0
2005,2005-05-19,139,7,10.8,0
2005,2005-05-19,139,8,13.7,19
2005,2005-05-19,139,9,14.4,19
2005,2005-05-19,139,10,15.6,17
2005,2005-05-19,139,11,13.1,22
2005,2005-05-19,139,12,11.8,15
2005,2005-05-19,139,13,12.4,24
2005,2005-05-19,139,14,12.5,22
2005,2005-05-19,139,15,14.4,19
2005,2005-05-19,139,16,14.4,9
2005,2005-05-19,139,17,16.4,22
2005,2005-05-19,139,18,15.1,11
2005,2005-05-19,139,19,12.5,19
2005,2005-05-19,139,20,10.9,13
2005,2005-05-20,140,5,7.2,0
2005,2005-05-20,140,6,7.5,9
2005,2005-05-20,140,7,8,0
2005,2005-05-20,140,8,8.3,0
2005,2005-05-20,140,9,8.3,0
2005,2005-05-20,140,10,9.1,0
2005,2005-05-20,140,11,10.1,0
2005,2005-05-20,140,12,11.6,9
2005,2005-05-20,140,13,13.2,13
2005,2005-05-20,140,14,14.5,9
2005,2005-05-20,140,15,12.8,19
2005,2005-05-20,140,16,9.8,11
2005,2005-05-20,140,17,11.7,0
2005,2005-05-20,140,18,10.8,7
2005,2005-05-20,140,19,9.8,15
2005,2005-05-20,140,20,9.1,15
2005,2005-05-21,141,5,6.4,7
2005,2005-05-21,141,6,7.4,6
2005,2005-05-21,141,7,8.8,22
2005,2005-05-21,141,8,10.2,19
2005,2005-05-21,141,9,12.8,15
2005,2005-05-21,141,10,14.5,19
2005,2005-05-21,141,11,16.4,19
2005,2005-05-21,141,12,16.9,19
2005,2005-05-21,141,13,16.9,19
2005,2005-05-21,141,14,18,15
2005,2005-05-21,141,15,18.4,22
2005,2005-05-21,141,16,17.7,15
2005,2005-05-21,141,17,17,15
2005,2005-05-21,141,18,16.1,19
2005,2005-05-21,141,19,14.9,15
2005,2005-05-21,141,20,14.5,0
2005,2005-05-22,142,5,8.4,0
2005,2005-05-22,142,6,8.9,0
2005,2005-05-22,142,7,9.5,0
2005,2005-05-22,142,8,10.4,7
2005,2005-05-22,142,9,12.7,15
2005,2005-05-22,142,10,14.9,19
2005,2005-05-22,142,11,15.4,19
2005,2005-05-22,142,12,16.3,15
2005,2005-05-22,142,13,11.3,11
2005,2005-05-22,142,14,11.7,7
2005,2005-05-22,142,15,12.4,9
2005,2005-05-22,142,16,12.8,15
2005,2005-05-22,142,17,12.3,15
2005,2005-05-22,142,18,11.6,11
2005,2005-05-22,142,19,10.2,19
2005,2005-05-22,142,20,9.1,9
2005,2005-05-23,143,5,5.5,0
2005,2005-05-23,143,6,6,7
2005,2005-05-23,143,7,6.4,6
2005,2005-05-23,143,8,7.9,0
2005,2005-05-23,143,9,10.3,0
2005,2005-05-23,143,10,12.3,0
2005,2005-05-23,143,11,14.6,7
2005,2005-05-23,143,12,16.6,19
2005,2005-05-23,143,13,15.2,26
2005,2005-05-23,143,14,15.3,6
2005,2005-05-23,143,15,15.8,19
2005,2005-05-23,143,16,16.6,19
2005,2005-05-23,143,17,15.8,19
2005,2005-05-23,143,18,14.9,22
2005,2005-05-23,143,19,13.4,19
2005,2005-05-23,143,20,12.6,9
2005,2005-05-24,144,5,3.9,0
2005,2005-05-24,144,6,4.8,6
2005,2005-05-24,144,7,8,0
2005,2005-05-24,144,8,10.3,0
2005,2005-05-24,144,9,12.4,7
2005,2005-05-24,144,10,15.6,19
2005,2005-05-24,144,11,17.3,19
2005,2005-05-24,144,12,14.9,13
2005,2005-05-24,144,13,18.5,19
2005,2005-05-24,144,14,18.9,15
2005,2005-05-24,144,15,19.3,9
2005,2005-05-24,144,16,17.5,9
2005,2005-05-24,144,17,17.8,9
2005,2005-05-24,144,18,16.3,0
2005,2005-05-24,144,19,16.8,19
2005,2005-05-24,144,20,14.4,9
2005,2005-05-25,145,5,3.3,0
2005,2005-05-25,145,6,6,0
2005,2005-05-25,145,7,8.5,0
2005,2005-05-25,145,8,11.2,0
2005,2005-05-25,145,9,14.1,9
2005,2005-05-25,145,10,16,0
2005,2005-05-25,145,11,18.9,9
2005,2005-05-25,145,12,20.6,9
2005,2005-05-25,145,13,21.6,9
2005,2005-05-25,145,14,23,0
2005,2005-05-25,145,15,23.5,11
2005,2005-05-25,145,16,24.2,15
2005,2005-05-25,145,17,23.9,15
2005,2005-05-25,145,18,22.4,15
2005,2005-05-25,145,19,20.7,11
2005,2005-05-25,145,20,17.6,9
2005,2005-05-26,146,5,6.9,0
2005,2005-05-26,146,6,8.3,6
2005,2005-05-26,146,7,11.2,19
2005,2005-05-26,146,8,13.7,15
2005,2005-05-26,146,9,15.7,9
2005,2005-05-26,146,10,17.9,13
2005,2005-05-26,146,11,19.9,15
2005,2005-05-26,146,12,21.8,9
2005,2005-05-26,146,13,24.6,0
2005,2005-05-26,146,14,25.8,6
2005,2005-05-26,146,15,26.6,6
2005,2005-05-26,146,16,27.1,0
2005,2005-05-26,146,17,27.3,0
2005,2005-05-26,146,18,26.1,0
2005,2005-05-26,146,19,21,15
2005,2005-05-26,146,20,17.7,7
2005,2005-05-27,147,5,6.8,0
2005,2005-05-27,147,6,10.1,0
2005,2005-05-27,147,7,12.2,9
2005,2005-05-27,147,8,14.4,9
2005,2005-05-27,147,9,16.7,9
2005,2005-05-27,147,10,19,9
2005,2005-05-27,147,11,22,9
2005,2005-05-27,147,12,22.9,6
2005,2005-05-27,147,13,25.5,9
2005,2005-05-27,147,14,27.8,7
2005,2005-05-27,147,15,27.9,7
2005,2005-05-27,147,16,29.6,6
2005,2005-05-27,147,17,29.7,6
2005,2005-05-27,147,18,26.7,6
2005,2005-05-27,147,19,24.2,6
2005,2005-05-27,147,20,19.8,0
2005,2005-05-28,148,5,9.1,0
2005,2005-05-28,148,6,12.2,0
2005,2005-05-28,148,7,14,15
2005,2005-05-28,148,8,16.4,19
2005,2005-05-28,148,9,19.1,9
2005,2005-05-28,148,10,21.9,19
2005,2005-05-28,148,11,23.5,9
2005,2005-05-28,148,12,25.6,9
2005,2005-05-28,148,13,27,15
2005,2005-05-28,148,14,28.6,11
2005,2005-05-28,148,15,30,9
2005,2005-05-28,148,16,29.4,11
2005,2005-05-28,148,17,29,11
2005,2005-05-28,148,18,27.8,15
2005,2005-05-28,148,19,25.7,9
2005,2005-05-28,148,20,21.6,6
2005,2005-05-29,149,5,10,6
2005,2005-05-29,149,6,12.2,6
2005,2005-05-29,149,7,16.6,0
2005,2005-05-29,149,8,19.5,9
2005,2005-05-29,149,9,21.3,0
2005,2005-05-29,149,10,24.1,6
2005,2005-05-29,149,11,26.8,7
2005,2005-05-29,149,12,28.2,6
2005,2005-05-29,149,13,29.9,6
2005,2005-05-29,149,14,29.7,6
2005,2005-05-29,149,15,30.8,9
2005,2005-05-29,149,16,30.8,0
2005,2005-05-29,149,17,30.3,6
2005,2005-05-29,149,18,29.5,0
2005,2005-05-29,149,19,26.4,0
2005,2005-05-29,149,20,24.8,7
2005,2005-05-30,150,5,8.4,0
2005,2005-05-30,150,6,12.3,0
2005,2005-05-30,150,7,14.9,0
2005,2005-05-30,150,8,16.6,9
2005,2005-05-30,150,9,20,9
2005,2005-05-30,150,10,23.6,13
2005,2005-05-30,150,11,26.8,17
2005,2005-05-30,150,12,27.5,20
2005,2005-05-30,150,13,28.3,13
2005,2005-05-30,150,14,29.1,15
2005,2005-05-30,150,15,29.7,22
2005,2005-05-30,150,16,30,19
2005,2005-05-30,150,17,28.7,22
2005,2005-05-30,150,18,20.7,19
2005,2005-05-30,150,19,18.6,22
2005,2005-05-30,150,20,17.6,7
2005,2005-05-31,151,5,10.6,0
2005,2005-05-31,151,6,12.5,0
2005,2005-05-31,151,7,13.3,0
2005,2005-05-31,151,8,16.4,0
2005,2005-05-31,151,9,18.2,11
2005,2005-05-31,151,10,19.9,13
2005,2005-05-31,151,11,19.4,22
2005,2005-05-31,151,12,18.9,19
2005,2005-05-31,151,13,19,13
2005,2005-05-31,151,14,14.5,22
2005,2005-05-31,151,15,13.7,15
2005,2005-05-31,151,16,12.2,11
2005,2005-05-31,151,17,12.3,19
2005,2005-05-31,151,18,12.1,0
2005,2005-05-31,151,19,12.1,0
2005,2005-05-31,151,20,12,0
2005,2005-06-01,152,5,10.7,6
2005,2005-06-01,152,6,10.8,11
2005,2005-06-01,152,7,11.3,9
2005,2005-06-01,152,8,12.2,9
2005,2005-06-01,152,9,13.5,0
2005,2005-06-01,152,10,13.8,7
2005,2005-06-01,152,11,14.4,0
2005,2005-06-01,152,12,15.1,6
2005,2005-06-01,152,13,15.3,7
2005,2005-06-01,152,14,15.8,19
2005,2005-06-01,152,15,15.8,19
2005,2005-06-01,152,16,15.4,17
2005,2005-06-01,152,17,15.5,9
2005,2005-06-01,152,18,15.2,0
2005,2005-06-01,152,19,15,0
2005,2005-06-01,152,20,14.4,0
2005,2005-06-02,153,5,10.6,0
2005,2005-06-02,153,6,11.1,0
2005,2005-06-02,153,7,12.3,0
2005,2005-06-02,153,8,13.4,0
2005,2005-06-02,153,9,14.9,0
2005,2005-06-02,153,10,17.4,7
2005,2005-06-02,153,11,18.5,19
2005,2005-06-02,153,12,20,15
2005,2005-06-02,153,13,21.5,19
2005,2005-06-02,153,14,21.3,19
2005,2005-06-02,153,15,20.7,9
2005,2005-06-02,153,16,21,9
2005,2005-06-02,153,17,21.5,9
2005,2005-06-02,153,18,21.7,19
2005,2005-06-02,153,19,19.6,0
2005,2005-06-02,153,20,17.9,0
2005,2005-06-03,154,5,11,7
2005,2005-06-03,154,6,11.7,11
2005,2005-06-03,154,7,13.2,13
2005,2005-06-03,154,8,14.9,0
2005,2005-06-03,154,9,16.6,6
2005,2005-06-03,154,10,18.2,13
2005,2005-06-03,154,11,22,15
2005,2005-06-03,154,12,22.2,19
2005,2005-06-03,154,13,20.5,19
2005,2005-06-03,154,14,20.4,19
2005,2005-06-03,154,15,19,22
2005,2005-06-03,154,16,17.9,19
2005,2005-06-03,154,17,20.1,11
2005,2005-06-03,154,18,18.2,19
2005,2005-06-03,154,19,14.9,9
2005,2005-06-03,154,20,14.4,15
2005,2005-06-04,155,5,10.9,0
2005,2005-06-04,155,6,11.3,0
2005,2005-06-04,155,7,12.3,0
2005,2005-06-04,155,8,13.6,0
2005,2005-06-04,155,9,14.6,9
2005,2005-06-04,155,10,17.7,19
2005,2005-06-04,155,11,18.9,19
2005,2005-06-04,155,12,20.5,19
2005,2005-06-04,155,13,20.3,15
2005,2005-06-04,155,14,22.4,19
2005,2005-06-04,155,15,23.1,19
2005,2005-06-04,155,16,23,15
2005,2005-06-04,155,17,23,19
2005,2005-06-04,155,18,22.6,11
2005,2005-06-04,155,19,21.3,9
2005,2005-06-04,155,20,18.1,0
2005,2005-06-05,156,5,8,0
2005,2005-06-05,156,6,10.2,0
2005,2005-06-05,156,7,12.3,0
2005,2005-06-05,156,8,14.1,9
2005,2005-06-05,156,9,15.3,9
2005,2005-06-05,156,10,18.3,9
2005,2005-06-05,156,11,18.7,9
2005,2005-06-05,156,12,19.4,28
2005,2005-06-05,156,13,16.1,26
2005,2005-06-05,156,14,14.5,30
2005,2005-06-05,156,15,12.1,28
2005,2005-06-05,156,16,12.1,11
2005,2005-06-05,156,17,11.5,11
2005,2005-06-05,156,18,11.5,15
2005,2005-06-05,156,19,11.5,9
2005,2005-06-05,156,20,11.3,0
2005,2005-06-06,157,5,8.6,0
2005,2005-06-06,157,6,8.7,0
2005,2005-06-06,157,7,11.1,0
2005,2005-06-06,157,8,12.4,19
2005,2005-06-06,157,9,13.7,9
2005,2005-06-06,157,10,15.3,9
2005,2005-06-06,157,11,14.9,19
2005,2005-06-06,157,12,16,19
2005,2005-06-06,157,13,16.6,17
2005,2005-06-06,157,14,18.8,13
2005,2005-06-06,157,15,18.6,7
2005,2005-06-06,157,16,17.5,15
2005,2005-06-06,157,17,17.8,9
2005,2005-06-06,157,18,18.1,15
2005,2005-06-06,157,19,16.4,13
2005,2005-06-06,157,20,15.8,11
2005,2005-06-07,158,5,10.7,0
2005,2005-06-07,158,6,10.3,0
2005,2005-06-07,158,7,10.2,6
2005,2005-06-07,158,8,10.2,0
2005,2005-06-07,158,9,10.6,0
2005,2005-06-07,158,10,10.7,6
2005,2005-06-07,158,11,11.2,0
2005,2005-06-07,158,12,11.3,0
2005,2005-06-07,158,13,11.8,0
2005,2005-06-07,158,14,11.9,0
2005,2005-06-07,158,15,12.9,0
2005,2005-06-07,158,16,12.9,9
2005,2005-06-07,158,17,12.6,11
2005,2005-06-07,158,18,12.1,9
2005,2005-06-07,158,19,11.7,7
2005,2005-06-07,158,20,11.5,6
2005,2005-06-08,159,5,9.7,0
2005,2005-06-08,159,6,10.4,0
2005,2005-06-08,159,7,10.6,9
2005,2005-06-08,159,8,11.8,9
2005,2005-06-08,159,9,12,0
2005,2005-06-08,159,10,12.8,0
2005,2005-06-08,159,11,12.8,0
2005,2005-06-08,159,12,15.1,7
2005,2005-06-08,159,13,13.6,0
2005,2005-06-08,159,14,17.1,9
2005,2005-06-08,159,15,14.7,7
2005,2005-06-08,159,16,15.6,19
2005,2005-06-08,159,17,16.5,13
2005,2005-06-08,159,18,14.8,9
2005,2005-06-08,159,19,14.6,0
2005,2005-06-08,159,20,14,0
2005,2005-06-09,160,5,7.2,6
2005,2005-06-09,160,6,7.7,0
2005,2005-06-09,160,7,8.9,6
2005,2005-06-09,160,8,11.9,0
2005,2005-06-09,160,9,14.5,11
2005,2005-06-09,160,10,16.8,15
2005,2005-06-09,160,11,18.8,11
2005,2005-06-09,160,12,19.5,9
2005,2005-06-09,160,13,20,13
2005,2005-06-09,160,14,20.4,19
2005,2005-06-09,160,15,19.8,19
2005,2005-06-09,160,16,20.8,13
2005,2005-06-09,160,17,21.4,11
2005,2005-06-09,160,18,21.7,15
2005,2005-06-09,160,19,20.3,11
2005,2005-06-09,160,20,17.5,9
2005,2005-06-10,161,5,10.4,0
2005,2005-06-10,161,6,12.4,0
2005,2005-06-10,161,7,13.4,0
2005,2005-06-10,161,8,16.4,0
2005,2005-06-10,161,9,14.9,9
2005,2005-06-10,161,10,15,11
2005,2005-06-10,161,11,13.8,17
2005,2005-06-10,161,12,14.9,6
2005,2005-06-10,161,13,16.6,6
2005,2005-06-10,161,14,17.2,0
2005,2005-06-10,161,15,17.7,22
2005,2005-06-10,161,16,14.2,0
2005,2005-06-10,161,17,14.1,0
2005,2005-06-10,161,18,14.4,19
2005,2005-06-10,161,19,13.9,0
2005,2005-06-10,161,20,12.9,0
2005,2005-06-11,162,5,11.2,0
2005,2005-06-11,162,6,12,0
2005,2005-06-11,162,7,12.8,0
2005,2005-06-11,162,8,14.2,13
2005,2005-06-11,162,9,15.6,11
2005,2005-06-11,162,10,17.1,19
2005,2005-06-11,162,11,18.4,19
2005,2005-06-11,162,12,19.5,19
2005,2005-06-11,162,13,19.7,22
2005,2005-06-11,162,14,17.5,28
2005,2005-06-11,162,15,14.9,28
2005,2005-06-11,162,16,16.2,28
2005,2005-06-11,162,17,15.3,9
2005,2005-06-11,162,18,14.5,19
2005,2005-06-11,162,19,14.6,0
2005,2005-06-11,162,20,14.6,9
2005,2005-06-12,163,5,11,9
2005,2005-06-12,163,6,10,9
2005,2005-06-12,163,7,10.8,0
2005,2005-06-12,163,8,12.4,0
2005,2005-06-12,163,9,13.7,7
2005,2005-06-12,163,10,13,28
2005,2005-06-12,163,11,12.7,28
2005,2005-06-12,163,12,15.2,19
2005,2005-06-12,163,13,16.4,22
2005,2005-06-12,163,14,16.6,19
2005,2005-06-12,163,15,17.1,26
2005,2005-06-12,163,16,17.6,26
2005,2005-06-12,163,17,16.4,22
2005,2005-06-12,163,18,16.4,19
2005,2005-06-12,163,19,15.8,11
2005,2005-06-12,163,20,15.3,9
2005,2005-06-13,164,5,10.9,7
2005,2005-06-13,164,6,10.8,13
2005,2005-06-13,164,7,11.3,9
2005,2005-06-13,164,8,12.5,0
2005,2005-06-13,164,9,14,19
2005,2005-06-13,164,10,16.6,9
2005,2005-06-13,164,11,17.7,19
2005,2005-06-13,164,12,19.3,19
2005,2005-06-13,164,13,18.4,17
2005,2005-06-13,164,14,11.3,28
2005,2005-06-13,164,15,12.7,19
2005,2005-06-13,164,16,12.1,11
2005,2005-06-13,164,17,11.3,19
2005,2005-06-13,164,18,12,19
2005,2005-06-13,164,19,11.2,19
2005,2005-06-13,164,20,11.3,19
2005,2005-06-14,165,5,8.3,19
