"year","epoch","hours","cell_mean","cell_sd","station_mean"
2006,1,102,6.02349625545301,0.504447748243166,5.95091492370688
2006,2,102,5.36595485145584,0.511661085403645,5.26124359919818
2006,3,102,6.6655121766715,0.616786215512321,6.51771974032683
2006,4,102,5.96934039382526,0.546782838914744,5.85150538185347
2006,5,102,8.00440399359103,0.848115309674183,7.90868736295975
2006,6,102,6.16760438853948,0.583621207066538,6.12221161652258
2006,7,102,5.20299433402428,0.499590760257431,5.10496665286972
2006,8,102,5.77803813450149,0.448925689787626,5.63852034245438
2007,1,102,6.80501405941327,0.643321485807654,6.69500302953018
2007,2,102,6.46295974238474,0.565600767488473,6.3080938663154
2007,4,102,7.49970096699471,0.675559382977332,7.3821645055901
2007,5,102,5.21632335916512,0.423800760535833,5.14023344538838
2007,6,102,6.96619219281212,0.728380501760927,6.92027174646338
2007,7,102,7.10281309740578,0.738065922736244,7.03890880914099
2007,8,102,6.27553508809572,0.541397792352504,6.1981578210628
2007,9,102,7.8401699271245,0.651501217100727,7.71375401314315
2008,3,102,8.23728507032292,0.846492550327715,8.12529469826716
2008,5,102,7.46806863706813,0.707525745537965,7.44881651580681
2008,6,102,8.5899246798456,0.898762745103086,8.48990900809735
2008,7,102,6.27449954311163,0.594545700568552,6.19077851888428
2008,8,102,8.05366864196272,0.755841133027618,7.9476355957068
2008,9,102,5.45019315416985,0.446131801240123,5.3653081010647
2009,1,102,7.98270231335855,0.833894863024446,7.88684275828942
2009,2,102,6.20434093872212,0.529825950517412,6.11955490251449
2009,4,102,6.99112073572441,0.703238904730922,6.90714248035905
2009,5,102,7.55323129700723,0.745676158898118,7.42336269912652
2009,6,102,5.48310845962673,0.453712107331599,5.33545840886621
2009,7,102,6.48926440516933,0.606802004984798,6.37437740480244
2009,8,102,8.18946006284461,0.84569752737237,8.09337397444228
2009,9,102,7.18764501452281,0.664174653270836,7.08479957883392
2010,1,102,4.87267074718607,0.421342503196686,4.82924724531838
2010,2,102,7.36315511796836,0.692387317359307,7.15008768345491
2010,3,102,6.09045444706478,0.630448273251002,5.99460041408259
2010,4,102,8.33549081827114,0.922743679973329,8.21227384293602
2010,5,102,6.82260446994131,0.609740657220317,6.78179370235186
2010,6,102,4.95771205091072,0.437830884673766,4.87184373031444
2010,7,102,5.76266958692917,0.526461030101448,5.69183986370547
2010,8,102,7.20354368474556,0.711720171127517,7.15839252041955
2011,2,102,6.6124247135658,0.542547708531376,6.43758262624767
2011,4,102,7.19419644391687,0.759136764506937,7.08708289594855
2011,5,102,6.89787442572561,0.693917187093965,6.81649348042951
2011,6,102,8.17242053711169,0.873321660875801,8.09708541290302
2011,7,102,7.86629420802931,0.838729671192105,7.81756159001673
2011,8,102,7.2910559358367,0.732531368349004,7.21861748373003
2011,9,102,6.99874493273291,0.651112185237889,6.85725040645069
2013,1,102,5.1273876185836,0.416834061220376,5.02868839586222
2013,3,102,5.87482649953006,0.512846383035319,5.82202424184442
2013,4,102,4.77328800067084,0.449981842839313,4.68498487425702
2013,5,102,6.67497629017338,0.601982642191379,6.64228881433226
2013,6,102,5.73310388683925,0.54152378313417,5.66177898790194
2013,7,102,4.94473090109819,0.436029303300845,4.88870694021039
2013,8,102,4.08605142677063,0.327976667097096,3.99138898181062
2014,1,102,4.95381241861409,0.44614160397094,4.85763732197485
2014,2,102,4.95347370983705,0.463978453465899,4.90435967025163
2014,3,102,6.10397466530219,0.569675613330352,6.03988012931868
2014,4,102,6.85232249063124,0.699646193916038,6.74445888028113
2014,5,102,6.83057724624149,0.710842028064029,6.79108913973981
2014,6,102,5.22927847807077,0.474552984378656,5.15076924909864
2014,7,102,5.57335534064142,0.522743116657994,5.47249314454806
2014,8,102,5.22927817752841,0.460118533686443,5.08340083166089
