"network","station_id","station_name","latitude","longitude","elevation_m","dist_km_centroid","install_date","winter_year","winter_period","n_obs","obs_interval","min_temp_c","n_spike_rejected","n_at_minus20","n_just_below_minus20","n_below_minus20","censored_flag","suspect_flag","min_temp_c_usable"
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",1999,"1998-12-01 to 1999-01-02",769,"hourly",-20,0,103,0,0,TRUE,FALSE,
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2000,"1999-12-01 to 2000-02-28",1701,"hourly",-16.5,0,0,0,0,FALSE,FALSE,-16.5
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2001,"2000-12-01 to 2000-12-12",277,"hourly",-19,0,0,0,0,FALSE,FALSE,-19
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2003,"2002-12-01 to 2002-12-12",272,"hourly",-10.2,0,0,0,0,FALSE,FALSE,-10.2
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2004,"2003-12-01 to 2003-12-15",349,"hourly",-15.9,0,0,0,0,FALSE,FALSE,-15.9
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2005,"2004-12-01 to 2005-02-28",1809,"hourly",-20,0,822,0,0,TRUE,FALSE,
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2007,"2006-12-01 to 2007-02-28",2160,"hourly",-22,0,2,11,15,FALSE,FALSE,-22
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2008,"2007-12-01 to 2008-02-29",2184,"hourly",-20.7,0,0,5,5,FALSE,FALSE,-20.7
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2009,"2008-12-01 to 2009-02-28",2160,"hourly",-27.7,0,5,46,168,FALSE,FALSE,-27.7
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2010,"2009-12-01 to 2010-02-28",2160,"hourly",-24.7,0,0,9,67,FALSE,FALSE,-24.7
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2011,"2010-12-01 to 2011-02-28",2159,"hourly",-19.2,0,0,0,0,FALSE,FALSE,-19.2
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2012,"2011-12-01 to 2012-02-29",2184,"hourly",-22.8,0,2,9,27,FALSE,FALSE,-22.8
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2013,"2012-12-01 to 2013-02-28",2160,"hourly",-12.9,0,0,0,0,FALSE,FALSE,-12.9
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2014,"2013-12-01 to 2014-02-28",2160,"hourly",-28.7,0,3,28,165,FALSE,FALSE,-28.7
"BCWS","408","NORNS",49.5025,-117.787,2423,49.2,"1992-08-26Z",2015,"2014-12-01 to 2015-02-28",2160,"hourly",4.6,0,0,0,0,FALSE,FALSE,4.6
"BCWS","1203","DARKWOODS",49.357611,-116.95025,1657,14.5,"2014-10-14Z",2015,"2014-12-01 to 2015-02-28",2159,"hourly",-20.9,0,0,7,7,FALSE,FALSE,-20.9
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",1999,"1998-12-01 to 1998-12-18",421,"hourly",-14.6,0,0,0,0,FALSE,FALSE,-14.6
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2001,"2000-12-01 to 2001-02-28",2136,"hourly",-19.9,0,0,0,0,FALSE,FALSE,-19.9
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2002,"2001-12-01 to 2002-02-28",2159,"hourly",-20,0,1,0,0,TRUE,FALSE,
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2003,"2002-12-01 to 2003-02-28",2159,"hourly",-19.2,0,0,0,0,FALSE,FALSE,-19.2
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2004,"2004-02-07 to 2004-02-28",512,"hourly",-12.3,0,0,0,0,FALSE,FALSE,-12.3
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2005,"2004-12-01 to 2005-02-28",1853,"hourly",-20,0,10,0,0,TRUE,FALSE,
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2007,"2006-12-01 to 2006-12-02",39,"hourly",-15.2,0,0,0,0,FALSE,FALSE,-15.2
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2008,"2007-12-10 to 2008-02-21",1386,"hourly",-17.6,0,0,0,0,FALSE,FALSE,-17.6
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2009,"2008-12-01 to 2009-02-28",2154,"hourly",-27.9,0,3,27,139,FALSE,FALSE,-27.9
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2010,"2009-12-01 to 2010-02-28",2157,"hourly",-24.5,0,1,17,55,FALSE,FALSE,-24.5
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2011,"2010-12-01 to 2011-02-28",1881,"hourly",-28,0,2,33,95,FALSE,FALSE,-28
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2012,"2011-12-01 to 2012-02-29",2183,"hourly",-20,0,1,0,0,TRUE,FALSE,
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2013,"2012-12-01 to 2013-02-28",2159,"hourly",-18.8,0,0,0,0,FALSE,FALSE,-18.8
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2014,"2013-12-01 to 2014-02-28",2159,"hourly",-28,0,2,19,160,FALSE,FALSE,-28
"BCWS","421","DEWAR CREEK",49.7845,-116.383,1608,73.7,"1993-05-07Z",2015,"2014-12-01 to 2015-02-02",1529,"hourly",-22.4,0,2,13,25,FALSE,FALSE,-22.4
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2001,"2000-12-01 to 2001-01-17",1069,"hourly",-19.8,1,0,0,0,FALSE,FALSE,-19.8
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2002,"2001-12-17 to 2002-01-19",793,"hourly",-15.1,0,0,0,0,FALSE,FALSE,-15.1
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2003,"2002-12-01 to 2003-02-15",860,"hourly",-12.6,0,0,0,0,FALSE,FALSE,-12.6
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2004,"2003-12-01 to 2004-02-28",862,"hourly",-15.3,0,0,0,0,FALSE,FALSE,-15.3
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2007,"2006-12-01 to 2007-02-28",1960,"hourly",-21.1,0,2,8,9,FALSE,FALSE,-21.1
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2008,"2007-12-10 to 2008-02-21",1396,"hourly",-13.5,0,0,0,0,FALSE,FALSE,-13.5
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2009,"2008-12-01 to 2009-02-03",1476,"hourly",-25.7,0,1,26,62,FALSE,FALSE,-25.7
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2010,"2009-12-02 to 2009-12-03",23,"hourly",-13,0,0,0,0,FALSE,FALSE,-13
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2011,"2010-12-01 to 2011-02-28",2153,"hourly",-22.2,0,1,8,16,FALSE,FALSE,-22.2
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2012,"2011-12-01 to 2012-02-29",2181,"hourly",-19,0,0,0,0,FALSE,FALSE,-19
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2013,"2012-12-01 to 2013-02-28",2153,"hourly",-17,0,0,0,0,FALSE,FALSE,-17
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2014,"2013-12-01 to 2014-02-28",2154,"hourly",-25.4,0,5,26,81,FALSE,FALSE,-25.4
"BCWS","396","OCTOPUS CREEK",49.699,-118.081,1432,77.9,"2000-09-08Z",2015,"2014-12-01 to 2015-02-28",2153,"hourly",-21,0,1,4,4,FALSE,FALSE,-21
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",1999,"1998-12-01 to 1998-12-31",736,"hourly",-20,0,42,0,0,TRUE,FALSE,
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2001,"2000-12-01 to 2001-01-17",1106,"hourly",-19.7,0,0,0,0,FALSE,FALSE,-19.7
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2002,"2001-12-17 to 2002-01-19",784,"hourly",-15.8,0,0,0,0,FALSE,FALSE,-15.8
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2003,"2002-12-01 to 2003-02-15",1083,"hourly",-12.9,0,0,0,0,FALSE,FALSE,-12.9
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2004,"2003-12-01 to 2004-02-28",861,"hourly",-13.5,0,0,0,0,FALSE,FALSE,-13.5
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2005,"2004-12-01 to 2005-02-28",1813,"hourly",-20,1,3,0,0,TRUE,FALSE,
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2006,"2005-12-01 to 2006-02-28",2156,"hourly",-22,0,0,1,4,FALSE,FALSE,-22
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2007,"2006-12-01 to 2007-02-28",2160,"hourly",-21.5,0,1,9,11,FALSE,FALSE,-21.5
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2008,"2007-12-01 to 2008-02-29",2184,"hourly",-17.1,0,0,0,0,FALSE,FALSE,-17.1
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2009,"2008-12-01 to 2009-02-28",2160,"hourly",-25.8,0,3,12,45,FALSE,FALSE,-25.8
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2010,"2009-12-01 to 2010-02-28",2160,"hourly",-21.7,0,0,12,13,FALSE,FALSE,-21.7
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2011,"2010-12-01 to 2011-02-28",2159,"hourly",-22.7,0,0,7,18,FALSE,FALSE,-22.7
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2012,"2011-12-01 to 2012-02-29",2184,"hourly",-18.5,0,0,0,0,FALSE,FALSE,-18.5
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2013,"2012-12-01 to 2013-02-28",2160,"hourly",-16.8,0,0,0,0,FALSE,FALSE,-16.8
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2014,"2013-12-01 to 2014-02-28",2160,"hourly",-23.6,0,1,25,43,FALSE,FALSE,-23.6
"BCWS","407","NANCY GREENE",49.2543,-117.9945,1397,62.2,"1991-10-10Z",2015,"2014-12-01 to 2015-02-28",2160,"hourly",-19.4,0,0,0,0,FALSE,FALSE,-19.4
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",1999,"1998-12-01 to 1998-12-31",725,"hourly",-20,0,27,0,0,TRUE,FALSE,
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2000,"1999-12-01 to 1999-12-22",492,"hourly",-10.8,0,0,0,0,FALSE,FALSE,-10.8
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2001,"2000-12-01 to 2001-01-17",1116,"hourly",-19.8,0,0,0,0,FALSE,FALSE,-19.8
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2002,"2001-12-13 to 2002-01-19",888,"hourly",-12.3,0,0,0,0,FALSE,FALSE,-12.3
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2003,"2002-12-01 to 2003-02-14",1045,"hourly",-10.3,0,0,0,0,FALSE,FALSE,-10.3
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2004,"2003-12-01 to 2004-02-28",858,"hourly",-13.9,0,0,0,0,FALSE,FALSE,-13.9
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2005,"2004-12-01 to 2005-02-28",1792,"hourly",-19.9,0,0,0,0,FALSE,FALSE,-19.9
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2006,"2005-12-01 to 2006-02-09",1698,"hourly",-14.6,0,0,0,0,FALSE,FALSE,-14.6
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2007,"2006-12-01 to 2007-02-28",2160,"hourly",-19,0,0,0,0,FALSE,FALSE,-19
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2008,"2007-12-01 to 2008-02-29",2184,"hourly",-17.5,0,0,0,0,FALSE,FALSE,-17.5
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2009,"2008-12-01 to 2009-02-28",2159,"hourly",-23.8,0,0,6,22,FALSE,FALSE,-23.8
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2010,"2009-12-01 to 2010-02-28",2160,"hourly",-18.6,0,0,0,0,FALSE,FALSE,-18.6
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2011,"2010-12-01 to 2011-02-28",2159,"hourly",-19.6,0,0,0,0,FALSE,FALSE,-19.6
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2012,"2011-12-01 to 2012-02-29",2184,"hourly",-17.1,0,0,0,0,FALSE,FALSE,-17.1
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2013,"2012-12-01 to 2013-02-28",2160,"hourly",-14,0,0,0,0,FALSE,FALSE,-14
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2014,"2013-12-01 to 2014-02-28",2160,"hourly",-22.3,0,0,22,33,FALSE,FALSE,-22.3
"BCWS","406","SLOCAN",49.784667,-117.44,1230,52.8,"1991-10-12Z",2015,"2014-12-01 to 2015-02-28",2160,"hourly",-18.6,0,0,0,0,FALSE,FALSE,-18.6
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",1999,"1998-12-01 to 1999-02-28",2127,"hourly",-20,0,57,0,0,TRUE,FALSE,
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2000,"1999-12-01 to 2000-02-28",1436,"hourly",-13,0,0,0,0,FALSE,FALSE,-13
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2001,"2000-12-01 to 2001-02-28",2136,"hourly",-18.4,0,0,0,0,FALSE,FALSE,-18.4
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2002,"2001-12-01 to 2002-02-28",2031,"hourly",-17.8,0,0,0,0,FALSE,FALSE,-17.8
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2003,"2002-12-01 to 2003-01-10",499,"hourly",-13,0,0,0,0,FALSE,FALSE,-13
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2004,"2003-12-01 to 2004-02-28",2157,"hourly",-20,0,23,0,0,TRUE,FALSE,
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2005,"2004-12-01 to 2005-01-10",677,"hourly",-17.4,0,0,0,0,FALSE,FALSE,-17.4
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2006,"2005-12-01 to 2006-01-03",624,"hourly",-18.3,0,0,0,0,FALSE,FALSE,-18.3
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2007,"2006-12-01 to 2007-02-28",2160,"hourly",-20.8,0,0,5,5,FALSE,FALSE,-20.8
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2008,"2007-12-01 to 2008-02-29",2184,"hourly",-19.3,0,0,0,0,FALSE,FALSE,-19.3
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2009,"2008-12-01 to 2009-02-28",2160,"hourly",-25.6,0,2,8,65,FALSE,FALSE,-25.6
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2010,"2009-12-01 to 2010-02-28",2158,"hourly",-23,0,1,3,13,FALSE,FALSE,-23
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2011,"2010-12-01 to 2011-02-28",2159,"hourly",-26.9,0,2,15,33,FALSE,FALSE,-26.9
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2012,"2011-12-01 to 2012-02-29",2037,"hourly",-17,0,0,0,0,FALSE,FALSE,-17
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2013,"2012-12-01 to 2013-02-28",2160,"hourly",-15.4,0,0,0,0,FALSE,FALSE,-15.4
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2014,"2013-12-01 to 2014-02-28",2160,"hourly",-25.3,0,1,17,75,FALSE,FALSE,-25.3
"BCWS","401","GOATFELL",49.125333,-116.163833,1098,75.8,"1993-04-10Z",2015,"2014-12-01 to 2015-02-28",2160,"hourly",-21.7,0,1,2,6,FALSE,FALSE,-21.7
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2002,"2001-12-17 to 2002-02-28",1213,"hourly",-12.7,0,0,0,0,FALSE,FALSE,-12.7
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2003,"2002-12-01 to 2003-02-28",1599,"hourly",-12.8,0,0,0,0,FALSE,FALSE,-12.8
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2004,"2003-12-03 to 2004-02-28",1204,"hourly",-20,0,3,0,0,TRUE,FALSE,
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2005,"2004-12-06 to 2005-02-28",1328,"hourly",-12.7,0,0,0,0,FALSE,FALSE,-12.7
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2007,"2006-12-01 to 2007-02-28",2159,"hourly",-15.9,0,0,0,0,FALSE,FALSE,-15.9
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2008,"2007-12-01 to 2008-02-29",2184,"hourly",-14.5,0,0,0,0,FALSE,FALSE,-14.5
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2009,"2008-12-01 to 2009-02-28",2160,"hourly",-19.8,0,0,0,0,FALSE,FALSE,-19.8
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2010,"2009-12-01 to 2010-02-11",1738,"hourly",-17.5,0,0,0,0,FALSE,FALSE,-17.5
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2012,"2011-12-01 to 2012-02-29",2184,"hourly",-14.2,0,0,0,0,FALSE,FALSE,-14.2
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2013,"2012-12-01 to 2013-02-28",2160,"hourly",-13,0,0,0,0,FALSE,FALSE,-13
"BCWS","380","POWDER CREEK",49.9065,-116.8551,1019,65.5,"2001-07-03Z",2015,"2014-12-01 to 2015-02-28",2160,"hourly",-15.6,0,0,0,0,FALSE,FALSE,-15.6
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",1999,"1998-12-01 to 1999-02-28",2155,"hourly",-20,0,2,0,0,TRUE,FALSE,
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2000,"1999-12-01 to 2000-02-29",2144,"hourly",-11.1,0,0,0,0,FALSE,FALSE,-11.1
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2001,"2000-12-01 to 2001-02-28",2136,"hourly",-17.4,0,0,0,0,FALSE,FALSE,-17.4
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2002,"2001-12-01 to 2002-02-28",2142,"hourly",-12.8,0,0,0,0,FALSE,FALSE,-12.8
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2003,"2002-12-01 to 2003-02-28",2133,"hourly",-11.5,0,0,0,0,FALSE,FALSE,-11.5
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2004,"2003-12-01 to 2004-02-29",2184,"hourly",-22.6,0,1,10,29,FALSE,FALSE,-22.6
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2005,"2004-12-01 to 2005-02-28",2160,"hourly",-21.2,0,0,12,13,FALSE,FALSE,-21.2
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2006,"2005-12-01 to 2006-02-28",2160,"hourly",-17.7,0,0,0,0,FALSE,FALSE,-17.7
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2007,"2006-12-01 to 2007-02-28",2160,"hourly",-17,0,0,0,0,FALSE,FALSE,-17
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2008,"2007-12-01 to 2008-02-29",2184,"hourly",-15.2,0,0,0,0,FALSE,FALSE,-15.2
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2009,"2008-12-01 to 2009-02-28",2160,"hourly",-20.4,0,0,1,1,FALSE,FALSE,-20.4
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2010,"2009-12-01 to 2010-02-28",2160,"hourly",-18.6,0,0,0,0,FALSE,FALSE,-18.6
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2011,"2010-12-01 to 2011-02-28",2159,"hourly",-19.6,0,0,0,0,FALSE,FALSE,-19.6
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2012,"2011-12-01 to 2012-02-29",2184,"hourly",-14,0,0,0,0,FALSE,FALSE,-14
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2013,"2012-12-01 to 2013-02-28",2160,"hourly",-12.7,0,0,0,0,FALSE,FALSE,-12.7
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2014,"2013-12-01 to 2014-02-28",2160,"hourly",-19.7,0,0,0,0,FALSE,FALSE,-19.7
"BCWS","404","SMALLWOOD",49.496667,-117.4475,997,27.1,"1991-07-21Z",2015,"2014-12-01 to 2015-02-28",2160,"hourly",-16.4,0,0,0,0,FALSE,FALSE,-16.4
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",1999,"1998-12-01 to 1998-12-31",709,"hourly",-20,0,26,0,0,TRUE,FALSE,
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2001,"2000-12-01 to 2001-01-07",540,"hourly",-19.5,0,0,0,0,FALSE,FALSE,-19.5
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2003,"2002-12-01 to 2003-02-13",896,"hourly",-12.6,0,0,0,0,FALSE,FALSE,-12.6
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2004,"2003-12-01 to 2004-02-28",807,"hourly",-13.8,0,0,0,0,FALSE,FALSE,-13.8
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2005,"2004-12-01 to 2005-02-28",1796,"hourly",-20,1,8,0,0,TRUE,FALSE,
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2006,"2005-12-01 to 2006-02-28",2080,"hourly",-20.7,0,0,3,3,FALSE,FALSE,-20.7
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2007,"2006-12-01 to 2007-02-28",2036,"hourly",-23.4,0,3,10,22,FALSE,FALSE,-23.4
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2010,"2009-12-02 to 2009-12-03",26,"hourly",-15.1,0,0,0,0,FALSE,FALSE,-15.1
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2011,"2010-12-01 to 2011-02-28",2154,"hourly",-23.6,0,3,10,20,FALSE,FALSE,-23.6
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2012,"2011-12-01 to 2012-02-29",2184,"hourly",-19.9,0,0,0,0,FALSE,FALSE,-19.9
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2013,"2012-12-01 to 2013-02-28",2149,"hourly",-17.9,0,0,0,0,FALSE,FALSE,-17.9
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2014,"2013-12-01 to 2014-02-28",2159,"hourly",-24,0,0,17,49,FALSE,FALSE,-24
"BCWS","393","NICOLL",49.526667,-118.360333,866,89.9,"1988-10-27Z",2015,"2014-12-01 to 2015-02-28",2148,"hourly",-19,0,0,0,0,FALSE,FALSE,-19
"BCWS","838","AKOKLI CREEK",49.4358,-116.7464,821,30.8,"2002-12-30Z",2003,"2003-01-01 to 2003-01-01",1,"hourly",-5.7,0,0,0,0,FALSE,FALSE,-5.7
"BCWS","838","AKOKLI CREEK",49.4358,-116.7464,821,30.8,"2002-12-30Z",2004,"2003-12-01 to 2004-02-29",2120,"hourly",-19.4,0,0,0,0,FALSE,FALSE,-19.4
"BCWS","838","AKOKLI CREEK",49.4358,-116.7464,821,30.8,"2002-12-30Z",2005,"2004-12-01 to 2005-02-27",2042,"hourly",-16.9,0,0,0,0,FALSE,FALSE,-16.9
"BCWS","838","AKOKLI CREEK",49.4358,-116.7464,821,30.8,"2002-12-30Z",2006,"2005-12-01 to 2006-02-28",2069,"hourly",-16.7,0,0,0,0,FALSE,FALSE,-16.7
"BCWS","838","AKOKLI CREEK",49.4358,-116.7464,821,30.8,"2002-12-30Z",2007,"2006-12-01 to 2007-02-28",2090,"hourly",-13.3,0,0,0,0,FALSE,FALSE,-13.3
"BCWS","838","AKOKLI CREEK",49.4358,-116.7464,821,30.8,"2002-12-30Z",2008,"2007-12-10 to 2008-02-21",1393,"hourly",-9.2,0,0,0,0,FALSE,FALSE,-9.2
