"network","station_id","station_name","latitude","longitude","elevation_m","dist_km_centroid","install_date","winter_year","winter_period","n_obs","obs_interval","min_temp_c","n_spike_rejected","n_at_minus20","n_just_below_minus20","n_below_minus20","censored_flag","suspect_flag","min_temp_c_usable"
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2004,"2003-12-01 to 2004-02-28",90,"daily",-20.7,0,0,2,2,FALSE,FALSE,-20.7
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2005,"2004-12-01 to 2005-02-28",90,"daily",-18,0,0,0,0,FALSE,FALSE,-18
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2006,"2005-12-01 to 2006-02-28",90,"daily",-16.9,0,0,0,0,FALSE,FALSE,-16.9
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2007,"2006-12-01 to 2007-02-28",90,"daily",-17.3,0,0,0,0,FALSE,FALSE,-17.3
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2008,"2007-12-01 to 2008-02-28",90,"daily",-17.1,0,0,0,0,FALSE,FALSE,-17.1
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2009,"2008-12-01 to 2009-02-28",90,"daily",-21.5,0,0,0,1,FALSE,FALSE,-21.5
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2010,"2009-12-01 to 2010-02-28",90,"daily",-16.3,0,0,0,0,FALSE,FALSE,-16.3
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2011,"2010-12-01 to 2011-02-28",90,"daily",-19.7,0,0,0,0,FALSE,FALSE,-19.7
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2012,"2011-12-01 to 2012-02-27",81,"daily",-13.4,0,0,0,0,FALSE,FALSE,-13.4
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2013,"2012-12-01 to 2013-02-28",90,"daily",-12.9,0,0,0,0,FALSE,FALSE,-12.9
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2014,"2013-12-01 to 2014-02-28",90,"daily",-21.5,0,0,0,1,FALSE,FALSE,-21.5
"ECCC","1141455","CASTLEGAR A",49.2963888888889,-117.6325,495.6,35.5,"1954-01-12 07:00:00",2015,"2014-12-01 to 2015-02-28",90,"daily",-14.1,0,0,0,0,FALSE,FALSE,-14.1
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",1999,"1998-12-01 to 1999-02-26",60,"daily",-21.5,0,0,1,2,FALSE,FALSE,-21.5
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2000,"1999-12-01 to 2000-02-25",60,"daily",-12.5,0,0,0,0,FALSE,FALSE,-12.5
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2001,"2000-12-01 to 2001-02-28",64,"daily",-16,0,0,0,0,FALSE,FALSE,-16
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2002,"2001-12-01 to 2002-02-28",49,"daily",-11,0,0,0,0,FALSE,FALSE,-11
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2003,"2002-12-01 to 2003-02-28",69,"daily",-11,0,0,0,0,FALSE,FALSE,-11
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2004,"2003-12-01 to 2004-02-27",63,"daily",-23,0,0,0,2,FALSE,FALSE,-23
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2005,"2004-12-01 to 2005-02-28",71,"daily",-24,0,0,0,2,FALSE,FALSE,-24
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2006,"2005-12-01 to 2006-02-28",72,"daily",-15,0,0,0,0,FALSE,FALSE,-15
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2007,"2006-12-01 to 2007-02-28",72,"daily",-18,0,0,0,0,FALSE,FALSE,-18
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2008,"2007-12-03 to 2008-02-28",58,"daily",-18,0,0,0,0,FALSE,FALSE,-18
"ECCC","1147620","SOUTH SLOCAN",49.4601388888889,-117.522888888889,457.2,29.7,"1940-01-01 00:00:00",2009,"2008-12-01 to 2008-12-24",18,"daily",-20,0,1,0,0,FALSE,FALSE,-20
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",1999,"1998-12-01 to 1999-02-28",88,"daily",-16,0,0,0,0,FALSE,FALSE,-16
"ECCC","1141463","CASTLEGAR ROBSON PUMPHOUSE",49.3411111111111,-117.734722222222,435,42.4,"1998-10-01 00:00:00",1999,"1999-02-01 to 1999-02-28",28,"daily",-5,0,0,0,0,FALSE,FALSE,-5
"ECCC","1141463","CASTLEGAR ROBSON PUMPHOUSE",49.3411111111111,-117.734722222222,435,42.4,"1998-10-01 00:00:00",2000,"1999-12-01 to 2000-02-28",90,"daily",-10,0,0,0,0,FALSE,FALSE,-10
"ECCC","1141463","CASTLEGAR ROBSON PUMPHOUSE",49.3411111111111,-117.734722222222,435,42.4,"1998-10-01 00:00:00",2001,"2000-12-01 to 2001-02-28",90,"daily",-12.5,0,0,0,0,FALSE,FALSE,-12.5
"ECCC","1141463","CASTLEGAR ROBSON PUMPHOUSE",49.3411111111111,-117.734722222222,435,42.4,"1998-10-01 00:00:00",2002,"2001-12-01 to 2002-02-28",90,"daily",-9.5,0,0,0,0,FALSE,FALSE,-9.5
"ECCC","1141463","CASTLEGAR ROBSON PUMPHOUSE",49.3411111111111,-117.734722222222,435,42.4,"1998-10-01 00:00:00",2003,"2002-12-01 to 2003-02-28",90,"daily",-9,0,0,0,0,FALSE,FALSE,-9
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2004,"2003-12-01 to 2004-01-31",62,"daily",-17,0,0,0,0,FALSE,FALSE,-17
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2005,"2004-12-01 to 2005-02-28",90,"daily",-14,0,0,0,0,FALSE,FALSE,-14
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2006,"2005-12-01 to 2006-02-28",90,"daily",-11,0,0,0,0,FALSE,FALSE,-11
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2007,"2006-12-01 to 2007-02-28",85,"daily",-13,0,0,0,0,FALSE,FALSE,-13
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2008,"2007-12-01 to 2008-02-28",89,"daily",-11,0,0,0,0,FALSE,FALSE,-11
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2009,"2008-12-01 to 2009-02-28",89,"daily",-16,0,0,0,0,FALSE,FALSE,-16
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2010,"2009-12-01 to 2010-02-27",89,"daily",-12,0,0,0,0,FALSE,FALSE,-12
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2011,"2010-12-01 to 2011-02-28",88,"daily",-14,0,0,0,0,FALSE,FALSE,-14
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2012,"2011-12-01 to 2012-02-28",87,"daily",-10,0,0,0,0,FALSE,FALSE,-10
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2013,"2012-12-01 to 2013-02-27",87,"daily",-8,0,0,0,0,FALSE,FALSE,-8
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2014,"2013-12-01 to 2014-02-28",88,"daily",-15,0,0,0,0,FALSE,FALSE,-15
"ECCC","1141457","CASTLEGAR BCHPA DAM",49.3433944444444,-117.774177777778,435,45.3,"1969-01-01 00:00:00",2015,"2014-12-01 to 2015-02-28",88,"daily",-11,0,0,0,0,FALSE,FALSE,-11
