"index","sensor","date","path","row","cloud","cloud_land","year","mmdd"
NA,"LANDSAT_8","2020-08-25",44,25,12.54,12.54,2020,"08-25"
NA,"LANDSAT_8","2020-08-25",44,26,7.43,7.43,2020,"08-25"
NA,"LANDSAT_7","2020-08-26",43,26,2,2,2020,"08-26"
NA,"LANDSAT_7","2020-09-02",44,26,49,49,2020,"09-02"
NA,"LANDSAT_8","2020-09-03",43,26,14.79,14.79,2020,"09-03"
NA,"LANDSAT_8","2020-09-10",44,25,1.05,1.05,2020,"09-10"
NA,"LANDSAT_8","2020-09-10",44,26,0.04,0.04,2020,"09-10"
NA,"LANDSAT_7","2020-09-11",43,26,0,0,2020,"09-11"
NA,"LANDSAT_7","2020-09-18",44,26,62,62,2020,"09-18"
NA,"LANDSAT_8","2020-09-19",43,26,89.33,89.33,2020,"09-19"
NA,"LANDSAT_8","2020-09-26",44,25,76.78,76.78,2020,"09-26"
NA,"LANDSAT_8","2020-09-26",44,26,32.21,32.21,2020,"09-26"
NA,"LANDSAT_7","2020-09-27",43,26,13,13,2020,"09-27"
NA,"LANDSAT_8","2020-10-05",43,26,2.08,2.08,2020,"10-05"
NA,"LANDSAT_8","2020-10-12",44,25,83.18,83.18,2020,"10-12"
NA,"LANDSAT_8","2020-10-12",44,26,45.6,45.6,2020,"10-12"
NA,"LANDSAT_8","2020-10-21",43,26,76.64,76.64,2020,"10-21"
NA,"LANDSAT_8","2020-10-28",44,26,93.54,93.54,2020,"10-28"
NA,"LANDSAT_7","2020-10-29",43,26,63,63,2020,"10-29"
NA,"LANDSAT_7","2020-11-14",43,26,50,50,2020,"11-14"
NA,"LANDSAT_8","2020-11-22",43,26,20.51,20.51,2020,"11-22"
NA,"LANDSAT_8","2020-11-29",44,25,83.83,83.83,2020,"11-29"
NA,"LANDSAT_8","2020-11-29",44,26,66.98,66.98,2020,"11-29"
NA,"LANDSAT_8","2020-12-24",43,26,13.22,13.22,2020,"12-24"
NA,"LANDSAT_8","2020-12-31",44,25,26.2,26.2,2020,"12-31"
NA,"LANDSAT_8","2020-12-31",44,26,50.21,50.21,2020,"12-31"
