"index","sensor","date","path","row","cloud","cloud_land","year","mmdd"
NA,"LANDSAT_7","2003-01-07",44,26,26,26,2003,"01-07"
NA,"LANDSAT_5","2003-01-08",43,26,36,36,2003,"01-08"
NA,"LANDSAT_7","2003-01-16",43,26,71,71,2003,"01-16"
NA,"LANDSAT_7","2003-02-01",43,26,56,56,2003,"02-01"
NA,"LANDSAT_7","2003-02-08",44,26,39,39,2003,"02-08"
NA,"LANDSAT_5","2003-02-09",43,26,90,90,2003,"02-09"
NA,"LANDSAT_7","2003-02-24",44,26,0,0,2003,"02-24"
NA,"LANDSAT_5","2003-02-25",43,26,30,30,2003,"02-25"
NA,"LANDSAT_5","2003-03-04",44,26,35,35,2003,"03-04"
NA,"LANDSAT_7","2003-03-05",43,26,86,86,2003,"03-05"
NA,"LANDSAT_7","2003-03-28",44,26,34,34,2003,"03-28"
NA,"LANDSAT_5","2003-03-29",43,26,92,92,2003,"03-29"
NA,"LANDSAT_5","2003-04-05",44,26,86,86,2003,"04-05"
NA,"LANDSAT_7","2003-04-06",43,26,30,30,2003,"04-06"
NA,"LANDSAT_7","2003-04-13",44,26,85,85,2003,"04-13"
NA,"LANDSAT_5","2003-04-21",44,26,44,44,2003,"04-21"
NA,"LANDSAT_7","2003-04-22",43,26,66,66,2003,"04-22"
NA,"LANDSAT_7","2003-04-29",44,26,43,43,2003,"04-29"
NA,"LANDSAT_5","2003-04-30",43,26,58,58,2003,"04-30"
NA,"LANDSAT_5","2003-05-07",44,26,91,91,2003,"05-07"
NA,"LANDSAT_7","2003-05-08",43,26,80,80,2003,"05-08"
NA,"LANDSAT_7","2003-05-15",44,26,88,88,2003,"05-15"
NA,"LANDSAT_5","2003-05-16",43,26,79,79,2003,"05-16"
NA,"LANDSAT_5","2003-05-23",44,26,34,34,2003,"05-23"
NA,"LANDSAT_7","2003-05-24",43,26,2,2,2003,"05-24"
NA,"LANDSAT_7","2003-05-31",44,26,98,98,2003,"05-31"
NA,"LANDSAT_5","2003-06-01",43,26,64,64,2003,"06-01"
NA,"LANDSAT_5","2003-06-08",44,26,4,4,2003,"06-08"
NA,"LANDSAT_5","2003-06-24",44,26,32,32,2003,"06-24"
NA,"LANDSAT_5","2003-07-03",43,26,9,9,2003,"07-03"
NA,"LANDSAT_5","2003-07-10",44,26,1,1,2003,"07-10"
NA,"LANDSAT_7","2003-07-18",44,26,0,0,2003,"07-18"
NA,"LANDSAT_5","2003-07-19",43,26,0,0,2003,"07-19"
NA,"LANDSAT_5","2003-07-26",44,26,1,1,2003,"07-26"
NA,"LANDSAT_7","2003-07-27",43,26,1,1,2003,"07-27"
NA,"LANDSAT_7","2003-08-03",44,26,94,94,2003,"08-03"
NA,"LANDSAT_5","2003-08-04",43,26,58,58,2003,"08-04"
NA,"LANDSAT_5","2003-08-11",44,26,44,44,2003,"08-11"
NA,"LANDSAT_7","2003-08-12",43,26,16,16,2003,"08-12"
NA,"LANDSAT_7","2003-08-19",44,26,49,49,2003,"08-19"
NA,"LANDSAT_5","2003-08-20",43,26,0,0,2003,"08-20"
NA,"LANDSAT_5","2003-08-27",44,26,17,17,2003,"08-27"
NA,"LANDSAT_7","2003-08-28",43,26,14,14,2003,"08-28"
NA,"LANDSAT_5","2003-09-05",43,26,0,0,2003,"09-05"
NA,"LANDSAT_5","2003-09-12",44,26,56,56,2003,"09-12"
NA,"LANDSAT_7","2003-09-20",44,26,1,1,2003,"09-20"
NA,"LANDSAT_5","2003-09-21",43,26,3,3,2003,"09-21"
NA,"LANDSAT_7","2003-09-29",43,26,1,1,2003,"09-29"
NA,"LANDSAT_7","2003-10-06",44,26,8,8,2003,"10-06"
NA,"LANDSAT_5","2003-10-07",43,26,71,71,2003,"10-07"
NA,"LANDSAT_5","2003-10-14",44,26,71,71,2003,"10-14"
NA,"LANDSAT_7","2003-10-15",43,26,100,100,2003,"10-15"
NA,"LANDSAT_7","2003-10-22",44,26,54,54,2003,"10-22"
NA,"LANDSAT_5","2003-10-23",43,26,34,34,2003,"10-23"
NA,"LANDSAT_7","2003-10-31",43,26,1,1,2003,"10-31"
NA,"LANDSAT_7","2003-11-07",44,26,3,3,2003,"11-07"
NA,"LANDSAT_5","2003-11-08",43,26,89,89,2003,"11-08"
NA,"LANDSAT_5","2003-11-24",43,26,82,82,2003,"11-24"
NA,"LANDSAT_7","2003-12-09",44,26,50,50,2003,"12-09"
NA,"LANDSAT_5","2003-12-10",43,26,46,46,2003,"12-10"
NA,"LANDSAT_5","2003-12-17",44,26,63,63,2003,"12-17"
NA,"LANDSAT_7","2003-12-18",43,26,9,9,2003,"12-18"
NA,"LANDSAT_5","2003-12-26",43,26,70,70,2003,"12-26"
NA,"LANDSAT_7","2004-01-03",43,26,81,81,2004,"01-03"
NA,"LANDSAT_5","2004-01-11",43,26,72,72,2004,"01-11"
NA,"LANDSAT_5","2004-01-27",43,26,86,86,2004,"01-27"
NA,"LANDSAT_5","2004-02-03",44,26,89,89,2004,"02-03"
NA,"LANDSAT_7","2004-02-11",44,26,14,14,2004,"02-11"
NA,"LANDSAT_5","2004-02-12",43,26,12,12,2004,"02-12"
NA,"LANDSAT_5","2004-02-19",44,26,53,53,2004,"02-19"
NA,"LANDSAT_7","2004-02-20",43,26,76,76,2004,"02-20"
NA,"LANDSAT_5","2004-02-28",43,26,90,90,2004,"02-28"
NA,"LANDSAT_5","2004-03-06",44,26,20,20,2004,"03-06"
NA,"LANDSAT_7","2004-03-14",44,26,30,30,2004,"03-14"
NA,"LANDSAT_5","2004-03-15",43,26,64,64,2004,"03-15"
NA,"LANDSAT_5","2004-03-22",44,26,2,2,2004,"03-22"
NA,"LANDSAT_7","2004-03-23",43,26,77,77,2004,"03-23"
NA,"LANDSAT_7","2004-03-30",44,26,23,23,2004,"03-30"
NA,"LANDSAT_5","2004-03-31",43,26,55,55,2004,"03-31"
NA,"LANDSAT_5","2004-04-07",44,26,18,18,2004,"04-07"
NA,"LANDSAT_7","2004-04-08",43,26,81,81,2004,"04-08"
NA,"LANDSAT_7","2004-04-15",44,26,69,69,2004,"04-15"
NA,"LANDSAT_5","2004-04-16",43,26,86,86,2004,"04-16"
NA,"LANDSAT_5","2004-04-23",44,26,98,98,2004,"04-23"
NA,"LANDSAT_7","2004-04-24",43,26,37,37,2004,"04-24"
NA,"LANDSAT_5","2004-05-02",43,26,77,77,2004,"05-02"
NA,"LANDSAT_5","2004-05-09",44,26,65,65,2004,"05-09"
NA,"LANDSAT_7","2004-05-10",43,26,97,97,2004,"05-10"
NA,"LANDSAT_7","2004-05-17",44,26,48,48,2004,"05-17"
NA,"LANDSAT_5","2004-05-18",43,26,11,11,2004,"05-18"
NA,"LANDSAT_5","2004-05-25",44,26,87,87,2004,"05-25"
NA,"LANDSAT_7","2004-06-02",44,26,53,53,2004,"06-02"
NA,"LANDSAT_5","2004-06-03",43,26,4,4,2004,"06-03"
NA,"LANDSAT_7","2004-06-18",44,26,3,3,2004,"06-18"
NA,"LANDSAT_5","2004-06-19",43,26,24,24,2004,"06-19"
NA,"LANDSAT_5","2004-06-26",44,26,54,54,2004,"06-26"
NA,"LANDSAT_7","2004-06-27",43,26,49,49,2004,"06-27"
NA,"LANDSAT_7","2004-07-04",44,26,50,50,2004,"07-04"
NA,"LANDSAT_5","2004-07-05",43,26,28,28,2004,"07-05"
NA,"LANDSAT_5","2004-07-12",44,26,1,1,2004,"07-12"
NA,"LANDSAT_7","2004-07-13",43,26,71,71,2004,"07-13"
NA,"LANDSAT_7","2004-07-20",44,26,61,61,2004,"07-20"
NA,"LANDSAT_5","2004-07-21",43,26,15,15,2004,"07-21"
NA,"LANDSAT_5","2004-07-28",44,26,1,1,2004,"07-28"
NA,"LANDSAT_7","2004-07-29",43,26,1,1,2004,"07-29"
NA,"LANDSAT_7","2004-08-05",44,26,92,92,2004,"08-05"
NA,"LANDSAT_5","2004-08-06",43,26,100,100,2004,"08-06"
NA,"LANDSAT_5","2004-08-13",44,26,3,3,2004,"08-13"
NA,"LANDSAT_7","2004-08-14",43,26,2,2,2004,"08-14"
NA,"LANDSAT_7","2004-08-21",44,26,72,72,2004,"08-21"
NA,"LANDSAT_5","2004-08-29",44,26,57,57,2004,"08-29"
NA,"LANDSAT_7","2004-08-30",43,26,28,28,2004,"08-30"
NA,"LANDSAT_7","2004-09-06",44,26,15,15,2004,"09-06"
NA,"LANDSAT_5","2004-09-07",43,26,54,54,2004,"09-07"
NA,"LANDSAT_5","2004-09-14",44,26,68,68,2004,"09-14"
NA,"LANDSAT_7","2004-09-22",44,26,67,67,2004,"09-22"
NA,"LANDSAT_5","2004-09-23",43,26,76,76,2004,"09-23"
NA,"LANDSAT_5","2004-09-30",44,26,10,10,2004,"09-30"
NA,"LANDSAT_7","2004-10-01",43,26,0,0,2004,"10-01"
NA,"LANDSAT_7","2004-10-08",44,26,64,64,2004,"10-08"
NA,"LANDSAT_7","2004-10-24",44,26,64,64,2004,"10-24"
NA,"LANDSAT_7","2004-11-09",44,26,97,97,2004,"11-09"
NA,"LANDSAT_5","2004-11-10",43,26,17,17,2004,"11-10"
NA,"LANDSAT_5","2004-11-17",44,26,22,22,2004,"11-17"
NA,"LANDSAT_7","2004-11-25",44,26,30,30,2004,"11-25"
NA,"LANDSAT_5","2004-11-26",43,26,15,15,2004,"11-26"
NA,"LANDSAT_7","2004-12-11",44,26,40,40,2004,"12-11"
NA,"LANDSAT_5","2004-12-12",43,26,5,5,2004,"12-12"
NA,"LANDSAT_7","2004-12-20",43,26,44,44,2004,"12-20"
NA,"LANDSAT_7","2004-12-27",44,26,20,20,2004,"12-27"
NA,"LANDSAT_5","2004-12-28",43,26,43,43,2004,"12-28"
NA,"LANDSAT_5","2005-01-04",44,26,5,5,2005,"01-04"
NA,"LANDSAT_7","2005-01-05",43,26,6,6,2005,"01-05"
NA,"LANDSAT_7","2005-01-12",44,26,72,72,2005,"01-12"
NA,"LANDSAT_5","2005-01-13",43,26,14,14,2005,"01-13"
NA,"LANDSAT_7","2005-01-28",44,26,89,89,2005,"01-28"
NA,"LANDSAT_5","2005-02-05",44,26,47,47,2005,"02-05"
NA,"LANDSAT_7","2005-02-06",43,26,79,79,2005,"02-06"
NA,"LANDSAT_7","2005-02-13",44,26,62,62,2005,"02-13"
NA,"LANDSAT_5","2005-02-14",43,26,44,44,2005,"02-14"
NA,"LANDSAT_5","2005-02-21",44,26,0,0,2005,"02-21"
NA,"LANDSAT_7","2005-02-22",43,26,41,41,2005,"02-22"
NA,"LANDSAT_7","2005-03-01",44,26,82,82,2005,"03-01"
NA,"LANDSAT_5","2005-03-02",43,26,28,28,2005,"03-02"
NA,"LANDSAT_5","2005-03-09",44,26,100,100,2005,"03-09"
NA,"LANDSAT_7","2005-03-10",43,26,8,8,2005,"03-10"
NA,"LANDSAT_7","2005-03-17",44,26,34,34,2005,"03-17"
NA,"LANDSAT_5","2005-03-18",43,26,96,96,2005,"03-18"
NA,"LANDSAT_5","2005-03-25",44,26,72,72,2005,"03-25"
NA,"LANDSAT_7","2005-04-02",44,26,68,68,2005,"04-02"
NA,"LANDSAT_5","2005-04-03",43,26,100,100,2005,"04-03"
NA,"LANDSAT_5","2005-04-10",44,26,5,5,2005,"04-10"
NA,"LANDSAT_7","2005-04-18",44,26,31,31,2005,"04-18"
NA,"LANDSAT_5","2005-04-19",43,26,54,54,2005,"04-19"
NA,"LANDSAT_5","2005-04-26",44,26,1,1,2005,"04-26"
NA,"LANDSAT_7","2005-04-27",43,26,35,35,2005,"04-27"
NA,"LANDSAT_7","2005-05-04",44,26,92,92,2005,"05-04"
NA,"LANDSAT_5","2005-05-05",43,26,57,57,2005,"05-05"
NA,"LANDSAT_5","2005-05-12",44,26,13,13,2005,"05-12"
NA,"LANDSAT_7","2005-05-13",43,26,61,61,2005,"05-13"
NA,"LANDSAT_7","2005-05-20",44,26,98,98,2005,"05-20"
NA,"LANDSAT_5","2005-05-21",43,26,58,58,2005,"05-21"
NA,"LANDSAT_5","2005-05-28",44,26,1,1,2005,"05-28"
NA,"LANDSAT_7","2005-05-29",43,26,2,2,2005,"05-29"
NA,"LANDSAT_7","2005-06-05",44,26,93,93,2005,"06-05"
NA,"LANDSAT_5","2005-06-06",43,26,64,64,2005,"06-06"
NA,"LANDSAT_5","2005-06-13",44,26,64,64,2005,"06-13"
NA,"LANDSAT_7","2005-06-21",44,26,8,8,2005,"06-21"
NA,"LANDSAT_5","2005-06-22",43,26,20,20,2005,"06-22"
NA,"LANDSAT_5","2005-06-29",44,26,39,39,2005,"06-29"
NA,"LANDSAT_7","2005-06-30",43,26,37,37,2005,"06-30"
NA,"LANDSAT_7","2005-07-07",44,26,38,38,2005,"07-07"
NA,"LANDSAT_5","2005-07-08",43,26,11,11,2005,"07-08"
NA,"LANDSAT_5","2005-07-15",44,26,86,86,2005,"07-15"
NA,"LANDSAT_7","2005-07-16",43,26,79,79,2005,"07-16"
NA,"LANDSAT_7","2005-07-23",44,26,8,8,2005,"07-23"
NA,"LANDSAT_5","2005-07-24",43,26,3,3,2005,"07-24"
NA,"LANDSAT_5","2005-07-31",44,26,2,2,2005,"07-31"
NA,"LANDSAT_7","2005-08-01",43,26,38,38,2005,"08-01"
NA,"LANDSAT_7","2005-08-08",44,26,2,2,2005,"08-08"
NA,"LANDSAT_5","2005-08-09",43,26,2,2,2005,"08-09"
NA,"LANDSAT_5","2005-08-16",44,26,6,6,2005,"08-16"
NA,"LANDSAT_7","2005-08-24",44,26,2,2,2005,"08-24"
NA,"LANDSAT_5","2005-08-25",43,26,1,1,2005,"08-25"
NA,"LANDSAT_5","2005-09-01",44,26,2,2,2005,"09-01"
NA,"LANDSAT_7","2005-09-02",43,26,23,23,2005,"09-02"
NA,"LANDSAT_7","2005-09-09",44,26,65,65,2005,"09-09"
NA,"LANDSAT_5","2005-09-17",44,26,19,19,2005,"09-17"
NA,"LANDSAT_7","2005-09-18",43,26,62,62,2005,"09-18"
NA,"LANDSAT_7","2005-09-25",44,26,0,0,2005,"09-25"
NA,"LANDSAT_5","2005-09-26",43,26,0,0,2005,"09-26"
NA,"LANDSAT_5","2005-10-03",44,26,94,94,2005,"10-03"
NA,"LANDSAT_7","2005-10-11",44,26,8,8,2005,"10-11"
NA,"LANDSAT_5","2005-10-12",43,26,100,100,2005,"10-12"
NA,"LANDSAT_7","2005-10-20",43,26,89,89,2005,"10-20"
NA,"LANDSAT_7","2005-10-27",44,26,71,71,2005,"10-27"
NA,"LANDSAT_5","2005-11-04",44,26,70,70,2005,"11-04"
NA,"LANDSAT_7","2005-11-05",43,26,91,91,2005,"11-05"
NA,"LANDSAT_7","2005-11-12",44,26,40,40,2005,"11-12"
NA,"LANDSAT_5","2005-11-20",44,26,61,61,2005,"11-20"
NA,"LANDSAT_7","2005-11-21",43,26,66,66,2005,"11-21"
NA,"LANDSAT_7","2005-11-28",44,26,89,89,2005,"11-28"
NA,"LANDSAT_7","2005-12-07",43,26,29,29,2005,"12-07"
NA,"LANDSAT_7","2005-12-14",44,26,26,26,2005,"12-14"
NA,"LANDSAT_7","2005-12-23",43,26,93,93,2005,"12-23"
NA,"LANDSAT_7","2006-01-15",44,26,16,16,2006,"01-15"
NA,"LANDSAT_5","2006-01-23",44,26,51,51,2006,"01-23"
NA,"LANDSAT_7","2006-01-24",43,26,58,58,2006,"01-24"
NA,"LANDSAT_5","2006-02-01",43,26,88,88,2006,"02-01"
NA,"LANDSAT_5","2006-02-08",44,26,85,85,2006,"02-08"
NA,"LANDSAT_7","2006-02-09",43,26,1,1,2006,"02-09"
NA,"LANDSAT_7","2006-02-16",44,26,52,52,2006,"02-16"
NA,"LANDSAT_5","2006-02-17",43,26,1,1,2006,"02-17"
NA,"LANDSAT_5","2006-02-24",44,26,15,15,2006,"02-24"
NA,"LANDSAT_7","2006-02-25",43,26,100,100,2006,"02-25"
NA,"LANDSAT_7","2006-03-04",44,26,21,21,2006,"03-04"
NA,"LANDSAT_5","2006-03-05",43,26,74,74,2006,"03-05"
NA,"LANDSAT_5","2006-03-12",44,26,2,2,2006,"03-12"
NA,"LANDSAT_7","2006-03-13",43,26,16,16,2006,"03-13"
NA,"LANDSAT_7","2006-03-20",44,26,11,11,2006,"03-20"
NA,"LANDSAT_7","2006-03-29",43,26,92,92,2006,"03-29"
NA,"LANDSAT_7","2006-04-05",44,26,97,97,2006,"04-05"
NA,"LANDSAT_5","2006-04-13",44,26,87,87,2006,"04-13"
NA,"LANDSAT_5","2006-04-22",43,26,58,58,2006,"04-22"
NA,"LANDSAT_5","2006-04-29",44,26,62,62,2006,"04-29"
NA,"LANDSAT_7","2006-04-30",43,26,81,81,2006,"04-30"
NA,"LANDSAT_5","2006-05-08",43,26,66,66,2006,"05-08"
NA,"LANDSAT_5","2006-05-15",44,26,21,21,2006,"05-15"
NA,"LANDSAT_7","2006-05-16",43,26,2,2,2006,"05-16"
NA,"LANDSAT_7","2006-05-23",44,26,80,80,2006,"05-23"
NA,"LANDSAT_5","2006-05-24",43,26,78,78,2006,"05-24"
NA,"LANDSAT_5","2006-05-31",44,26,18,18,2006,"05-31"
NA,"LANDSAT_7","2006-06-01",43,26,47,47,2006,"06-01"
NA,"LANDSAT_7","2006-06-08",44,26,91,91,2006,"06-08"
NA,"LANDSAT_5","2006-06-09",43,26,47,47,2006,"06-09"
NA,"LANDSAT_5","2006-06-16",44,26,76,76,2006,"06-16"
NA,"LANDSAT_7","2006-06-17",43,26,74,74,2006,"06-17"
NA,"LANDSAT_7","2006-06-24",44,26,1,1,2006,"06-24"
NA,"LANDSAT_5","2006-06-25",43,26,2,2,2006,"06-25"
NA,"LANDSAT_5","2006-07-02",44,26,3,3,2006,"07-02"
NA,"LANDSAT_7","2006-07-03",43,26,11,11,2006,"07-03"
NA,"LANDSAT_7","2006-07-10",44,26,45,45,2006,"07-10"
NA,"LANDSAT_5","2006-07-11",43,26,15,15,2006,"07-11"
NA,"LANDSAT_5","2006-07-18",44,26,11,11,2006,"07-18"
NA,"LANDSAT_7","2006-07-19",43,26,15,15,2006,"07-19"
NA,"LANDSAT_7","2006-07-26",44,26,1,1,2006,"07-26"
NA,"LANDSAT_5","2006-07-27",43,26,1,1,2006,"07-27"
NA,"LANDSAT_5","2006-08-03",44,26,29,29,2006,"08-03"
NA,"LANDSAT_7","2006-08-04",43,26,46,46,2006,"08-04"
NA,"LANDSAT_7","2006-08-11",44,26,81,81,2006,"08-11"
NA,"LANDSAT_5","2006-08-12",43,26,43,43,2006,"08-12"
NA,"LANDSAT_5","2006-08-19",44,26,1,1,2006,"08-19"
NA,"LANDSAT_7","2006-08-20",43,26,1,1,2006,"08-20"
NA,"LANDSAT_7","2006-08-27",44,26,0,0,2006,"08-27"
NA,"LANDSAT_5","2006-08-28",43,26,0,0,2006,"08-28"
NA,"LANDSAT_5","2006-09-04",44,26,54,54,2006,"09-04"
NA,"LANDSAT_7","2006-09-05",43,26,1,1,2006,"09-05"
NA,"LANDSAT_7","2006-09-12",44,26,45,45,2006,"09-12"
NA,"LANDSAT_5","2006-09-13",43,26,75,75,2006,"09-13"
NA,"LANDSAT_7","2006-09-21",43,26,65,65,2006,"09-21"
NA,"LANDSAT_7","2006-09-28",44,26,7,7,2006,"09-28"
NA,"LANDSAT_5","2006-09-29",43,26,0,0,2006,"09-29"
NA,"LANDSAT_5","2006-10-06",44,26,88,88,2006,"10-06"
NA,"LANDSAT_7","2006-10-07",43,26,22,22,2006,"10-07"
NA,"LANDSAT_7","2006-10-14",44,26,3,3,2006,"10-14"
NA,"LANDSAT_5","2006-10-22",44,26,4,4,2006,"10-22"
NA,"LANDSAT_7","2006-10-23",43,26,1,1,2006,"10-23"
NA,"LANDSAT_7","2006-10-30",44,26,18,18,2006,"10-30"
NA,"LANDSAT_5","2006-10-31",43,26,45,45,2006,"10-31"
NA,"LANDSAT_7","2006-11-08",43,26,68,68,2006,"11-08"
NA,"LANDSAT_5","2006-11-16",43,26,14,14,2006,"11-16"
NA,"LANDSAT_5","2006-11-23",44,26,69,69,2006,"11-23"
NA,"LANDSAT_7","2006-11-24",43,26,56,56,2006,"11-24"
NA,"LANDSAT_7","2006-12-01",44,26,66,66,2006,"12-01"
NA,"LANDSAT_5","2006-12-02",43,26,44,44,2006,"12-02"
NA,"LANDSAT_5","2006-12-09",44,26,80,80,2006,"12-09"
NA,"LANDSAT_7","2006-12-10",43,26,63,63,2006,"12-10"
NA,"LANDSAT_7","2006-12-17",44,26,8,8,2006,"12-17"
NA,"LANDSAT_5","2006-12-18",43,26,77,77,2006,"12-18"
NA,"LANDSAT_5","2006-12-25",44,26,68,68,2006,"12-25"
NA,"LANDSAT_7","2007-01-11",43,26,21,21,2007,"01-11"
NA,"LANDSAT_5","2007-01-26",44,26,11,11,2007,"01-26"
NA,"LANDSAT_7","2007-01-27",43,26,20,20,2007,"01-27"
NA,"LANDSAT_7","2007-02-03",44,26,49,49,2007,"02-03"
NA,"LANDSAT_7","2007-03-07",44,26,97,97,2007,"03-07"
NA,"LANDSAT_5","2007-03-08",43,26,82,82,2007,"03-08"
NA,"LANDSAT_7","2007-03-23",44,26,61,61,2007,"03-23"
NA,"LANDSAT_7","2007-04-01",43,26,53,53,2007,"04-01"
NA,"LANDSAT_7","2007-04-08",44,26,1,1,2007,"04-08"
NA,"LANDSAT_7","2007-04-17",43,26,84,84,2007,"04-17"
NA,"LANDSAT_7","2007-04-24",44,26,76,76,2007,"04-24"
NA,"LANDSAT_5","2007-04-25",43,26,100,100,2007,"04-25"
NA,"LANDSAT_7","2007-05-10",44,26,15,15,2007,"05-10"
NA,"LANDSAT_5","2007-05-11",43,26,2,2,2007,"05-11"
NA,"LANDSAT_5","2007-05-18",44,26,1,1,2007,"05-18"
NA,"LANDSAT_7","2007-05-19",43,26,100,100,2007,"05-19"
NA,"LANDSAT_7","2007-05-26",44,26,70,70,2007,"05-26"
NA,"LANDSAT_5","2007-05-27",43,26,84,84,2007,"05-27"
NA,"LANDSAT_7","2007-06-04",43,26,77,77,2007,"06-04"
NA,"LANDSAT_7","2007-06-11",44,26,73,73,2007,"06-11"
NA,"LANDSAT_5","2007-06-12",43,26,54,54,2007,"06-12"
NA,"LANDSAT_5","2007-06-19",44,26,23,23,2007,"06-19"
NA,"LANDSAT_7","2007-06-20",43,26,6,6,2007,"06-20"
NA,"LANDSAT_7","2007-06-27",44,26,97,97,2007,"06-27"
NA,"LANDSAT_5","2007-06-28",43,26,79,79,2007,"06-28"
NA,"LANDSAT_5","2007-07-05",44,26,0,0,2007,"07-05"
NA,"LANDSAT_7","2007-07-06",43,26,1,1,2007,"07-06"
NA,"LANDSAT_7","2007-07-13",44,26,6,6,2007,"07-13"
NA,"LANDSAT_5","2007-07-14",43,26,12,12,2007,"07-14"
NA,"LANDSAT_5","2007-07-21",44,26,47,47,2007,"07-21"
NA,"LANDSAT_7","2007-07-22",43,26,20,20,2007,"07-22"
NA,"LANDSAT_7","2007-07-29",44,26,0,0,2007,"07-29"
NA,"LANDSAT_5","2007-07-30",43,26,0,0,2007,"07-30"
NA,"LANDSAT_5","2007-08-06",44,26,24,24,2007,"08-06"
NA,"LANDSAT_7","2007-08-07",43,26,54,54,2007,"08-07"
NA,"LANDSAT_7","2007-08-14",44,26,0,0,2007,"08-14"
NA,"LANDSAT_5","2007-08-15",43,26,0,0,2007,"08-15"
NA,"LANDSAT_5","2007-08-22",44,26,31,31,2007,"08-22"
NA,"LANDSAT_7","2007-08-23",43,26,9,9,2007,"08-23"
NA,"LANDSAT_7","2007-08-30",44,26,78,78,2007,"08-30"
NA,"LANDSAT_5","2007-08-31",43,26,90,90,2007,"08-31"
NA,"LANDSAT_5","2007-09-07",44,26,44,44,2007,"09-07"
NA,"LANDSAT_7","2007-09-08",43,26,8,8,2007,"09-08"
NA,"LANDSAT_7","2007-09-15",44,26,0,0,2007,"09-15"
NA,"LANDSAT_5","2007-09-16",43,26,3,3,2007,"09-16"
NA,"LANDSAT_5","2007-09-23",44,26,25,25,2007,"09-23"
NA,"LANDSAT_7","2007-09-24",43,26,42,42,2007,"09-24"
NA,"LANDSAT_7","2007-10-01",44,26,16,16,2007,"10-01"
NA,"LANDSAT_7","2007-10-10",43,26,96,96,2007,"10-10"
NA,"LANDSAT_7","2007-10-17",44,26,66,66,2007,"10-17"
NA,"LANDSAT_7","2007-10-26",43,26,1,1,2007,"10-26"
NA,"LANDSAT_7","2007-11-02",44,26,56,56,2007,"11-02"
NA,"LANDSAT_7","2007-11-11",43,26,62,62,2007,"11-11"
NA,"LANDSAT_7","2007-11-27",43,26,91,91,2007,"11-27"
NA,"LANDSAT_7","2007-12-04",44,26,72,72,2007,"12-04"
NA,"LANDSAT_7","2007-12-13",43,26,55,55,2007,"12-13"
NA,"LANDSAT_7","2007-12-20",44,26,16,16,2007,"12-20"
NA,"LANDSAT_7","2007-12-29",43,26,69,69,2007,"12-29"
NA,"LANDSAT_7","2008-01-14",43,26,96,96,2008,"01-14"
NA,"LANDSAT_7","2008-01-21",44,26,0,0,2008,"01-21"
NA,"LANDSAT_7","2008-01-30",43,26,52,52,2008,"01-30"
NA,"LANDSAT_7","2008-02-06",44,26,93,93,2008,"02-06"
NA,"LANDSAT_7","2008-02-15",43,26,91,91,2008,"02-15"
NA,"LANDSAT_7","2008-02-22",44,26,74,74,2008,"02-22"
NA,"LANDSAT_5","2008-03-01",44,26,74,74,2008,"03-01"
NA,"LANDSAT_7","2008-03-02",43,26,11,11,2008,"03-02"
NA,"LANDSAT_7","2008-03-09",44,26,96,96,2008,"03-09"
NA,"LANDSAT_5","2008-03-17",44,26,60,60,2008,"03-17"
NA,"LANDSAT_7","2008-03-18",43,26,58,58,2008,"03-18"
NA,"LANDSAT_7","2008-03-25",44,26,32,32,2008,"03-25"
NA,"LANDSAT_5","2008-03-26",43,26,94,94,2008,"03-26"
NA,"LANDSAT_5","2008-04-02",44,26,26,26,2008,"04-02"
NA,"LANDSAT_7","2008-04-03",43,26,34,34,2008,"04-03"
NA,"LANDSAT_7","2008-04-10",44,26,67,67,2008,"04-10"
NA,"LANDSAT_5","2008-04-11",43,26,22,22,2008,"04-11"
NA,"LANDSAT_5","2008-04-18",44,26,84,84,2008,"04-18"
NA,"LANDSAT_7","2008-04-19",43,26,93,93,2008,"04-19"
NA,"LANDSAT_7","2008-04-26",44,26,0,0,2008,"04-26"
NA,"LANDSAT_5","2008-04-27",43,26,83,83,2008,"04-27"
NA,"LANDSAT_5","2008-05-04",44,26,6,6,2008,"05-04"
NA,"LANDSAT_7","2008-05-05",43,26,100,100,2008,"05-05"
NA,"LANDSAT_7","2008-05-12",44,26,72,72,2008,"05-12"
NA,"LANDSAT_5","2008-05-20",44,26,96,96,2008,"05-20"
NA,"LANDSAT_7","2008-05-21",43,26,97,97,2008,"05-21"
NA,"LANDSAT_7","2008-05-28",44,26,18,18,2008,"05-28"
NA,"LANDSAT_5","2008-05-29",43,26,79,79,2008,"05-29"
NA,"LANDSAT_7","2008-06-06",43,26,79,79,2008,"06-06"
NA,"LANDSAT_7","2008-06-13",44,26,18,18,2008,"06-13"
NA,"LANDSAT_5","2008-06-14",43,26,10,10,2008,"06-14"
NA,"LANDSAT_5","2008-06-21",44,26,88,88,2008,"06-21"
NA,"LANDSAT_7","2008-06-22",43,26,60,60,2008,"06-22"
NA,"LANDSAT_7","2008-06-29",44,26,0,0,2008,"06-29"
NA,"LANDSAT_5","2008-06-30",43,26,57,57,2008,"06-30"
NA,"LANDSAT_5","2008-07-07",44,26,14,14,2008,"07-07"
NA,"LANDSAT_7","2008-07-08",43,26,1,1,2008,"07-08"
NA,"LANDSAT_7","2008-07-15",44,26,11,11,2008,"07-15"
NA,"LANDSAT_5","2008-07-16",43,26,10,10,2008,"07-16"
